Latitude: 33.8906965  Longitude: -83.3577535,,,,,,,,
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34,,,,,,,,
Tile: 11029,,,,,,,,
Elevation: 193 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2016,112,47114.88,0.85,477.71,0,26.22,11.27,1336
2016,113,47232.7,1.94,340.62,0,22.64,13.65,1561.34
2016,114,47349.65,0,468,0,25.93,12.03,1404.51
2016,115,47465.71,0,513.67,0,26.75,10.17,1207.06
2016,116,47580.84,0,489.14,0,27.93,12.22,1394.3
2016,117,47695,0,464.41,0,29.37,14.38,1611.68
2016,118,47808.16,0,471.23,0,29.68,14.24,1585.66
2016,119,47920.28,0,424.13,0,30.2,16.86,1919.28
2016,120,48031.32,0,502.81,0,31.97,14.47,1558.57
2016,121,48141.25,14.53,346.47,0,30.6,15.38,1747.04
2016,122,48250.02,0.52,351.96,0,28.52,17.98,2060.64
2016,123,48357.61,5.85,262.84,0,29.78,19.07,2206.38
2016,124,48463.96,0,354.9,0,26.96,16.57,1884.96
2016,125,48569.03,0,408.04,0,22.6,11.11,1321.49
2016,126,48672.8,2.76,295.23,0,18.88,8.33,1096.56
2016,127,48775.21,0,516.43,0,22.33,6.35,909.77
2016,128,48876.23,0,558.13,0,27.54,7.66,935.8
2016,129,48975.81,0,517.09,0,30.98,13.05,1353.77
2016,130,49073.91,0,484.74,0,29.85,13.87,1470.63
2016,131,49170.5,0,468.6,0,29.92,14.72,1569.11
2016,132,49265.52,0,465.64,0,31.24,16.06,1702.37
2016,133,49358.93,0,434.27,0,31.7,17.76,1937.61
2016,134,49450.7,0,386.79,0,28.36,16.65,1893.75
2016,135,49540.78,0,506.2,0,28.72,11.67,1254.26
2016,136,49629.12,0,482.09,0,24.34,9.12,1102.81
2016,137,49715.69,2.4,388.98,0,25.77,8.05,1075.58
2016,138,49800.44,7.27,202.27,0,21.43,14.01,1598.29
2016,139,49883.32,0,320.87,0,26.92,17.72,2026.65
2016,140,49964.3,23.87,151.62,0,22.12,16.89,1923.36
2016,141,50043.34,1.39,150.28,0,19.02,15.44,1753.87
2016,142,50120.39,0,413.49,0,27.08,15.49,1759.29
2016,143,50195.4,0,465.32,0,26.89,13.24,1493.83
2016,144,50268.35,0,531.36,0,28.13,11.17,1132.82
2016,145,50339.18,0,534.74,0,29.59,12.23,1156.24
2016,146,50407.86,0,526.93,0,30.85,13.68,1262.81
2016,147,50474.35,0,470.42,0,31.1,16.75,1620.88
2016,148,50538.6,0,396.71,0,29.37,18.14,1914.79
2016,149,50600.59,0,498.68,0,30.23,14.84,1400.75
2016,150,50660.28,0,371.39,0,27.15,17.11,1855
2016,151,50717.62,0,524.54,0,33.51,16.17,1457.73
2016,152,50772.58,0,485.3,0,33.39,18.14,1662.86
2016,153,50825.13,9.82,346.55,0,34.05,19.14,2055.91
2016,154,50875.24,8.77,328.25,0,32.12,18.62,2013.28
2016,155,50922.87,0,476.23,0,33.71,18.51,1730.54
2016,156,50967.99,0.83,407.12,0,33.27,20.85,2155.78
2016,157,51010.58,7.73,221.2,0,29.62,21.27,2527.54
2016,158,51050.6,4.74,142.99,0,26.6,21.62,2581.91
2016,159,51088.03,0,432.52,0,32.6,19.94,2064.06
2016,160,51122.84,0,517.02,0,30.77,14.76,1385.44
2016,161,51155.02,0,525.7,0,31.15,14.54,1351.17
2016,162,51184.53,0,530.12,0,33.61,16.08,1464.63
2016,163,51211.36,0,509.84,0,35.08,18.3,1692.79
2016,164,51235.5,0,430.7,0,34.74,21.58,2241.64
2016,165,51256.91,0,468.51,0,36.12,21.16,2089.77
2016,166,51275.6,8.56,332.59,0,35.46,21.29,2431.8
2016,167,51291.54,0,395.3,0,32.98,21.55,2381.07
2016,168,51304.73,0,438.65,0,35.52,21.88,2309.32
2016,169,51315.15,2.24,313.67,0,35.88,22.44,2696.72
2016,170,51322.8,0,262.57,0,27.4,20.36,2389.29
2016,171,51327.67,0,414.96,0,29.45,17.44,1844.45
2016,172,51329.76,0,506.77,0,30.56,14.41,1391.66
2016,173,51329.07,0,522.37,0,34.49,16.42,1528.56
2016,174,51325.6,0,439.69,0,35.12,21.02,2198.56
2016,175,51319.35,0,444.84,0,35.72,21.38,2209.17
2016,176,51310.33,0,413.87,0,36.53,23.3,2550.85
2016,177,51298.54,0,479.59,0,37.77,21.47,2088.68
2016,178,51283.98,0,359.54,0,34.21,23.32,2649.9
2016,179,51266.68,65.32,322.12,0,35.28,21.43,2453.77
2016,180,51246.64,11.87,248.93,0,30.52,20.98,2482.19
2016,181,51223.87,0.87,437.46,0,34.02,20.11,2343.19
2016,182,51198.4,6.46,313.83,0,33.52,20.54,2415.93
2016,183,51170.24,0,398.45,0,33.44,21.35,2507.96
2016,184,51139.4,0,455.46,0,35.17,20.45,2259.06
2016,185,51105.92,0,451.62,0,36.05,21.28,2376.49
2016,186,51069.8,0,385.25,0,35.34,23.29,2834.54
2016,187,51031.08,1.97,336.87,0,32.85,22.9,2790.7
2016,188,50989.79,3.58,254.59,0,31.99,22,2642.35
2016,189,50945.94,0,395.09,0,33.74,21.57,2530.89
2016,190,50899.57,3.28,300.52,0,35.81,22.95,2800.41
2016,191,50850.71,0,391.45,0,34.79,22.66,2718.43
2016,192,50799.39,0,399.51,0,34.16,22,2601.09
2016,193,50745.64,0,421.44,0,33.69,20.98,2376.41
