Species,ID_No,Clutch.ID,Date.eggs.hatched,Stocking.density,Tank.ID,Year,Date.stocked,Date.metamorphosed,Mass.g.metamorphosed,Mark,Fate.comments,Days.to.metamorphosis
Lcapito,1096,NA,2/17/16,50,11,2016,3/14/16,6/2/16,7.28,,,
Lcapito,1097,NA,2/17/16,50,11,2016,3/14/16,6/2/16,6.18,,,
Lcapito,975,NA,2/17/16,50,11,2016,3/14/16,6/1/16,7.18,,,
Lcapito,976,NA,2/17/16,50,11,2016,3/14/16,6/1/16,6.21,,,
Lcapito,977,NA,2/17/16,50,11,2016,3/14/16,6/1/16,7.48,,,
Lcapito,912,NA,2/17/16,50,11,2016,3/14/16,5/31/16,6.59,,,
Lcapito,913,NA,2/17/16,50,11,2016,3/14/16,5/31/16,7.25,,,
Lcapito,909,NA,2/17/16,50,11,2016,3/14/16,5/30/16,8.69,,,
Lcapito,1726,NA,2/17/16,75,12,2016,3/14/16,6/13/16,4.52,,,
Lcapito,1727,NA,2/17/16,75,12,2016,3/14/16,6/13/16,5.59,,,
Lcapito,969,NA,2/17/16,75,12,2016,3/14/16,6/1/16,4.63,,,
Lcapito,1910,NA,2/17/16,75,12,2016,3/14/16,6/27/16,6.42,,,
Lcapito,1792,NA,2/17/16,75,12,2016,3/14/16,6/16/16,5.76,,,
Lcapito,1663,NA,2/17/16,75,12,2016,3/14/16,6/12/16,6.28,,,
Lcapito,1636,NA,2/17/16,75,12,2016,3/14/16,6/11/16,4.37,,,
Lcapito,1617,NA,2/17/16,75,12,2016,3/14/16,6/10/16,4.87,,,
Lcapito,1618,NA,2/17/16,75,12,2016,3/14/16,6/10/16,6.37,,,
Lcapito,1619,NA,2/17/16,75,12,2016,3/14/16,6/10/16,4.27,,,
Lcapito,1620,NA,2/17/16,75,12,2016,3/14/16,6/10/16,5.43,,,
Lcapito,1621,NA,2/17/16,75,12,2016,3/14/16,6/10/16,5.13,,small tail,
Lcapito,1622,NA,2/17/16,75,12,2016,3/14/16,6/10/16,4.9,,,
Lcapito,1557,NA,2/17/16,75,12,2016,3/14/16,6/8/16,5.68,,tail,
Lcapito,1558,NA,2/17/16,75,12,2016,3/14/16,6/8/16,5.17,,small tail,
Lcapito,1489,NA,2/17/16,75,12,2016,3/14/16,6/7/16,5.16,,small tail tip,
Lcapito,1490,NA,2/17/16,75,12,2016,3/14/16,6/7/16,4.68,,,
Lcapito,1393,NA,2/17/16,75,12,2016,3/14/16,6/6/16,5.66,,,
Lcapito,1394,NA,2/17/16,75,12,2016,3/14/16,6/6/16,5.8,,,
Lcapito,1395,NA,2/17/16,75,12,2016,3/14/16,6/6/16,5.22,,,
Lcapito,1321,NA,2/17/16,75,12,2016,3/14/16,6/5/16,5.81,,,
Lcapito,1322,NA,2/17/16,75,12,2016,3/14/16,6/5/16,7.66,,,
Lcapito,1323,NA,2/17/16,75,12,2016,3/14/16,6/5/16,5.74,,,
Lcapito,1324,NA,2/17/16,75,12,2016,3/14/16,6/5/16,4.99,,,
Lcapito,1241,NA,2/17/16,75,12,2016,3/14/16,6/4/16,5.86,,,
Lcapito,1242,NA,2/17/16,75,12,2016,3/14/16,6/4/16,6.41,,,
Lcapito,1243,NA,2/17/16,75,12,2016,3/14/16,6/4/16,5.58,,,
Lcapito,1244,NA,2/17/16,75,12,2016,3/14/16,6/4/16,6.4,,,
Lcapito,1245,NA,2/17/16,75,12,2016,3/14/16,6/4/16,6.25,,,
Lcapito,1246,NA,2/17/16,75,12,2016,3/14/16,6/4/16,4.92,,,
Lcapito,1247,NA,2/17/16,75,12,2016,3/14/16,6/4/16,5.88,,,
Lcapito,1133,NA,2/17/16,75,12,2016,3/14/16,6/3/16,6.29,,,
Lcapito,1134,NA,2/17/16,75,12,2016,3/14/16,6/3/16,6.3,,,
Lcapito,1135,NA,2/17/16,75,12,2016,3/14/16,6/3/16,5.42,,,
Lcapito,1136,NA,2/17/16,75,12,2016,3/14/16,6/3/16,5.81,,,
Lcapito,1137,NA,2/17/16,75,12,2016,3/14/16,6/3/16,4.5,,,
Lcapito,1138,NA,2/17/16,75,12,2016,3/14/16,6/3/16,5.59,,,
Lcapito,1139,NA,2/17/16,75,12,2016,3/14/16,6/3/16,5.71,,,
Lcapito,1140,NA,2/17/16,75,12,2016,3/14/16,6/3/16,5.34,,,
Lcapito,1078,NA,2/17/16,75,12,2016,3/14/16,6/2/16,5.83,,,
Lcapito,1079,NA,2/17/16,75,12,2016,3/14/16,6/2/16,5.09,,,
Lcapito,1080,NA,2/17/16,75,12,2016,3/14/16,6/2/16,5.8,,,
Lcapito,1081,NA,2/17/16,75,12,2016,3/14/16,6/2/16,6.03,,,
Lcapito,1082,NA,2/17/16,75,12,2016,3/14/16,6/2/16,4.91,,,
Lcapito,1083,NA,2/17/16,75,12,2016,3/14/16,6/2/16,5.29,,,
Lcapito,1084,NA,2/17/16,75,12,2016,3/14/16,6/2/16,5.53,,,
Lcapito,971,NA,2/17/16,75,12,2016,3/14/16,6/1/16,4.49,,,
Lcapito,972,NA,2/17/16,75,12,2016,3/14/16,6/1/16,5.93,,,
Lcapito,973,NA,2/17/16,75,12,2016,3/14/16,6/1/16,6.28,,,
Lcapito,974,NA,2/17/16,75,12,2016,3/14/16,6/1/16,4.42,,,
Lcapito,926,NA,2/17/16,75,12,2016,3/14/16,5/31/16,5.65,,,
Lcapito,927,NA,2/17/16,75,12,2016,3/14/16,5/31/16,5.21,,,
Lcapito,928,NA,2/17/16,75,12,2016,3/14/16,5/31/16,4.24,,,
Lcapito,929,NA,2/17/16,75,12,2016,3/14/16,5/31/16,5.99,,,
Lcapito,903,NA,2/17/16,75,12,2016,3/14/16,5/30/16,4.41,,,
Lcapito,1775,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.04,,,
Lcapito,1752,NA,2/17/16,75,13,2016,3/14/16,6/14/16,3.85,,,
Lcapito,1728,NA,2/17/16,75,13,2016,3/14/16,6/13/16,3.71,,,
Lcapito,1729,NA,2/17/16,75,13,2016,3/14/16,6/13/16,3.23,,,
Lcapito,1730,NA,2/17/16,75,13,2016,3/14/16,6/13/16,3.82,,,
Lcapito,1731,NA,2/17/16,75,13,2016,3/14/16,6/13/16,3.45,,,
Lcapito,1747,NA,2/17/16,75,13,2016,3/14/16,6/13/16,N/A,,DEAD,
Lcapito,1681,NA,2/17/16,75,13,2016,3/14/16,6/12/16,3.03,,,
Lcapito,1682,NA,2/17/16,75,13,2016,3/14/16,6/12/16,3.79,,,
Lcapito,1834,NA,2/17/16,75,13,2016,3/14/16,6/19/16,N/A,,DEAD,
Lcapito,1816,NA,2/17/16,75,13,2016,3/14/16,6/17/16,2.82,,,
Lcapito,1817,NA,2/17/16,75,13,2016,3/14/16,6/17/16,2.89,,,
Lcapito,1818,NA,2/17/16,75,13,2016,3/14/16,6/17/16,N/A,,DEAD,
Lcapito,1793,NA,2/17/16,75,13,2016,3/14/16,6/16/16,3.47,,tail,
Lcapito,1794,NA,2/17/16,75,13,2016,3/14/16,6/16/16,3.31,,,
Lcapito,1772,NA,2/17/16,75,13,2016,3/14/16,6/15/16,4.25,,,
Lcapito,1773,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.25,,,
Lcapito,1774,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.46,,,
Lcapito,1776,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.83,,,
Lcapito,1777,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.75,,,
Lcapito,1778,NA,2/17/16,75,13,2016,3/14/16,6/15/16,3.12,,,
Lcapito,1751,NA,2/17/16,75,13,2016,3/14/16,6/14/16,2.81,,tail,
Lcapito,1753,NA,2/17/16,75,13,2016,3/14/16,6/14/16,4.09,,,
Lcapito,1754,NA,2/17/16,75,13,2016,3/14/16,6/14/16,3.19,,,
Lcapito,1679,NA,2/17/16,75,13,2016,3/14/16,6/12/16,4.37,,,
Lcapito,1680,NA,2/17/16,75,13,2016,3/14/16,6/12/16,4.28,,,
Lcapito,1653,NA,2/17/16,75,13,2016,3/14/16,6/11/16,3.77,,,
Lcapito,1654,NA,2/17/16,75,13,2016,3/14/16,6/11/16,4.57,,,
Lcapito,1655,NA,2/17/16,75,13,2016,3/14/16,6/11/16,3.86,,,
Lcapito,1656,NA,2/17/16,75,13,2016,3/14/16,6/11/16,4.82,,,
Lcapito,1657,NA,2/17/16,75,13,2016,3/14/16,6/11/16,3.96,,,
Lcapito,1658,NA,2/17/16,75,13,2016,3/14/16,6/11/16,3.42?,,,
Lcapito,1623,NA,2/17/16,75,13,2016,3/14/16,6/10/16,5.26,,small tail,
Lcapito,1624,NA,2/17/16,75,13,2016,3/14/16,6/10/16,3.39,,small tail,
Lcapito,1625,NA,2/17/16,75,13,2016,3/14/16,6/10/16,4,,,
Lcapito,1626,NA,2/17/16,75,13,2016,3/14/16,6/10/16,3.61,,small tail,
Lcapito,1627,NA,2/17/16,75,13,2016,3/14/16,6/10/16,4.72,,,
Lcapito,1587,NA,2/17/16,75,13,2016,3/14/16,6/9/16,3.55,,,
Lcapito,1588,NA,2/17/16,75,13,2016,3/14/16,6/9/16,3.03,,,
Lcapito,1589,NA,2/17/16,75,13,2016,3/14/16,6/9/16,3.25,,,
Lcapito,1590,NA,2/17/16,75,13,2016,3/14/16,6/9/16,3.71,,small tail,
Lcapito,1491,NA,2/17/16,75,13,2016,3/14/16,6/7/16,3.88,,,
Lcapito,1492,NA,2/17/16,75,13,2016,3/14/16,6/7/16,4.63,,,
Lcapito,1493,NA,2/17/16,75,13,2016,3/14/16,6/7/16,4.11,,,
Lcapito,1494,NA,2/17/16,75,13,2016,3/14/16,6/7/16,4.35,,,
Lcapito,1396,NA,2/17/16,75,13,2016,3/14/16,6/6/16,4.79,,,
Lcapito,1397,NA,2/17/16,75,13,2016,3/14/16,6/6/16,4.22,,,
Lcapito,1398,NA,2/17/16,75,13,2016,3/14/16,6/6/16,4.11,,,
Lcapito,1399,NA,2/17/16,75,13,2016,3/14/16,6/6/16,3.94,,,
Lcapito,1309,NA,2/17/16,75,13,2016,3/14/16,6/5/16,4.34,,,
Lcapito,1221,NA,2/17/16,75,13,2016,3/14/16,6/4/16,4.22,,,
Lcapito,1115,NA,2/17/16,75,13,2016,3/14/16,6/3/16,5.91,,,
Lcapito,1067,NA,2/17/16,75,13,2016,3/14/16,6/2/16,5.39,,,
Lcapito,970,NA,2/17/16,75,13,2016,3/14/16,6/1/16,5.07,,,
Lcapito,914,NA,2/17/16,75,13,2016,3/14/16,5/31/16,5.12,,,
Lcapito,1732,NA,2/17/16,100,14,2016,3/14/16,6/13/16,3.38,,,
Lcapito,1733,NA,2/17/16,100,14,2016,3/14/16,6/13/16,2.64,,,
Lcapito,1734,NA,2/17/16,100,14,2016,3/14/16,6/13/16,4.01,,,
Lcapito,1735,NA,2/17/16,100,14,2016,3/14/16,6/13/16,2.96,,tail,
Lcapito,1736,NA,2/17/16,100,14,2016,3/14/16,6/13/16,3.22,,,
Lcapito,1737,NA,2/17/16,100,14,2016,3/14/16,6/13/16,3.07,,,
Lcapito,1684,NA,2/17/16,100,14,2016,3/14/16,6/12/16,N/A,,DEAD,
Lcapito,1685,NA,2/17/16,100,14,2016,3/14/16,6/12/16,N/A,,DEAD,
Lcapito,1686,NA,2/17/16,100,14,2016,3/14/16,6/12/16,3.47,,,
Lcapito,1687,NA,2/17/16,100,14,2016,3/14/16,6/12/16,3.18,,,
Lcapito,1688,NA,2/17/16,100,14,2016,3/14/16,6/12/16,3.77,,,
Lcapito,1689,NA,2/17/16,100,14,2016,3/14/16,6/12/16,2.65,,,
Lcapito,1690,NA,2/17/16,100,14,2016,3/14/16,6/12/16,2.61,,,
Lcapito,1691,NA,2/17/16,100,14,2016,3/14/16,6/12/16,4.16,,,
Lcapito,1899,NA,2/17/16,100,14,2016,3/14/16,6/25/16,N/A,,DEAD,
Lcapito,1900,NA,2/17/16,100,14,2016,3/14/16,6/25/16,N/A,,DEAD,
Lcapito,1882,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1883,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1884,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1885,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1886,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1887,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1888,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1889,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1890,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1891,NA,2/17/16,100,14,2016,3/14/16,6/24/16,N/A,,DEAD,
Lcapito,1870,NA,2/17/16,100,14,2016,3/14/16,6/23/16,2.7,,,
Lcapito,1871,NA,2/17/16,100,14,2016,3/14/16,6/23/16,2.28,,,
Lcapito,1863,NA,2/17/16,100,14,2016,3/14/16,6/22/16,2.31,,,
Lcapito,1868,NA,2/17/16,100,14,2016,3/14/16,6/22/16,N/A,,DEAD,
Lcapito,1859,NA,2/17/16,100,14,2016,3/14/16,6/21/16,2.37,,,
Lcapito,1860,NA,2/17/16,100,14,2016,3/14/16,6/21/16,2.67,,,
Lcapito,1861,NA,2/17/16,100,14,2016,3/14/16,6/21/16,2.42,,,
Lcapito,1853,NA,2/17/16,100,14,2016,3/14/16,6/20/16,2.82,,,
Lcapito,1842,NA,2/17/16,100,14,2016,3/14/16,6/19/16,2.5,,,
Lcapito,1843,NA,2/17/16,100,14,2016,3/14/16,6/19/16,2.86,,,
Lcapito,1844,NA,2/17/16,100,14,2016,3/14/16,6/19/16,2.13,,,
Lcapito,1845,NA,2/17/16,100,14,2016,3/14/16,6/19/16,N/A,,DEAD,
Lcapito,1832,NA,2/17/16,100,14,2016,3/14/16,6/18/16,1.99,,,
Lcapito,1819,NA,2/17/16,100,14,2016,3/14/16,6/17/16,2.36,,,
Lcapito,1820,NA,2/17/16,100,14,2016,3/14/16,6/17/16,2.75,,,
Lcapito,1821,NA,2/17/16,100,14,2016,3/14/16,6/17/16,2.68,,,
Lcapito,1822,NA,2/17/16,100,14,2016,3/14/16,6/17/16,2.77,,,
Lcapito,1823,NA,2/17/16,100,14,2016,3/14/16,6/17/16,3.37,,,
Lcapito,1795,NA,2/17/16,100,14,2016,3/14/16,6/16/16,2.66,,,
Lcapito,1796,NA,2/17/16,100,14,2016,3/14/16,6/16/16,2.24,,,
Lcapito,1797,NA,2/17/16,100,14,2016,3/14/16,6/16/16,3.1,,,
Lcapito,1798,NA,2/17/16,100,14,2016,3/14/16,6/16/16,2.6,,,
Lcapito,1779,NA,2/17/16,100,14,2016,3/14/16,6/15/16,2.94,,,
Lcapito,1780,NA,2/17/16,100,14,2016,3/14/16,6/15/16,3.35,,,
Lcapito,1781,NA,2/17/16,100,14,2016,3/14/16,6/15/16,2.51,,,
Lcapito,1782,NA,2/17/16,100,14,2016,3/14/16,6/15/16,2.62,,,
Lcapito,1783,NA,2/17/16,100,14,2016,3/14/16,6/15/16,2.54,,tail,
Lcapito,1755,NA,2/17/16,100,14,2016,3/14/16,6/14/16,3.45,,,
Lcapito,1756,NA,2/17/16,100,14,2016,3/14/16,6/14/16,3.35,,,
Lcapito,1757,NA,2/17/16,100,14,2016,3/14/16,6/14/16,2.93,,tail,
Lcapito,1659,NA,2/17/16,100,14,2016,3/14/16,6/11/16,3.28,,,
Lcapito,1660,NA,2/17/16,100,14,2016,3/14/16,6/11/16,3.65,,,
Lcapito,1661,NA,2/17/16,100,14,2016,3/14/16,6/11/16,3.08,,,
Lcapito,1662,NA,2/17/16,100,14,2016,3/14/16,6/11/16,3.55,,,
Lcapito,1628,NA,2/17/16,100,14,2016,3/14/16,6/10/16,4.04,,small tail,
Lcapito,1629,NA,2/17/16,100,14,2016,3/14/16,6/10/16,3.65,,small tail,
Lcapito,1630,NA,2/17/16,100,14,2016,3/14/16,6/10/16,4.19,,,
Lcapito,1591,NA,2/17/16,100,14,2016,3/14/16,6/9/16,5.29,,,
Lcapito,1592,NA,2/17/16,100,14,2016,3/14/16,6/9/16,4.02,,,
Lcapito,1593,NA,2/17/16,100,14,2016,3/14/16,6/9/16,3.73,,,
Lcapito,1594,NA,2/17/16,100,14,2016,3/14/16,6/9/16,4.61,,,
Lcapito,1595,NA,2/17/16,100,14,2016,3/14/16,6/9/16,4.45,,,
Lcapito,1596,NA,2/17/16,100,14,2016,3/14/16,6/9/16,5.13,,small tail,
Lcapito,1597,NA,2/17/16,100,14,2016,3/14/16,6/9/16,4.31,,small tail,
Lcapito,1598,NA,2/17/16,100,14,2016,3/14/16,6/9/16,4.2,,,
Lcapito,1495,NA,2/17/16,100,14,2016,3/14/16,6/7/16,4.6,,,
Lcapito,1496,NA,2/17/16,100,14,2016,3/14/16,6/7/16,4.24,,,
Lcapito,1497,NA,2/17/16,100,14,2016,3/14/16,6/7/16,4.19,,,
Lcapito,1400,NA,2/17/16,100,14,2016,3/14/16,6/6/16,4.13,,,
Lcapito,1401,NA,2/17/16,100,14,2016,3/14/16,6/6/16,4.1,,,
Lcapito,1402,NA,2/17/16,100,14,2016,3/14/16,6/6/16,3.43,,,
Lcapito,1403,NA,2/17/16,100,14,2016,3/14/16,6/6/16,4.03,,,
Lcapito,915,NA,2/17/16,100,14,2016,3/14/16,5/31/16,5.03,,,
Lcapito,1683,NA,2/17/16,100,15,2016,3/14/16,6/12/16,N/A,,DEAD,
Lcapito,1915,NA,2/17/16,100,15,2016,3/14/16,6/28/16,3.53,,,
Lcapito,1483,NA,2/17/16,100,15,2016,3/14/16,6/6/16,3.7,,,
Lcapito,1484,NA,2/17/16,100,15,2016,3/14/16,6/6/16,3.95,,,
Lcapito,1485,NA,2/17/16,100,15,2016,3/14/16,6/6/16,3.65,,,
Lcapito,1486,NA,2/17/16,100,15,2016,3/14/16,6/6/16,3.49,,,
Lcapito,1379,NA,2/17/16,100,15,2016,3/14/16,6/5/16,4.44,,,
Lcapito,1380,NA,2/17/16,100,15,2016,3/14/16,6/5/16,3.92,,,
Lcapito,1381,NA,2/17/16,100,15,2016,3/14/16,6/5/16,4.56,,,
Lcapito,1382,NA,2/17/16,100,15,2016,3/14/16,6/5/16,4.49,,,
Lcapito,1228,NA,2/17/16,100,15,2016,3/14/16,6/4/16,N/A,,DEAD,
Lcapito,1229,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.17,,,
Lcapito,1230,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.27,,,
Lcapito,1231,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.2,,,
Lcapito,1232,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.43,,,
Lcapito,1233,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.9,,,
Lcapito,1234,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.59,,,
Lcapito,1235,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.32,,,
Lcapito,1236,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.18,,,
Lcapito,1237,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.07,,,
Lcapito,1238,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.64,,,
Lcapito,1239,NA,2/17/16,100,15,2016,3/14/16,6/4/16,4.16,,,
Lcapito,1240,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.03,,,
Lcapito,1290,NA,2/17/16,100,15,2016,3/14/16,6/4/16,5.08,,,
Lcapito,1127,NA,2/17/16,100,15,2016,3/14/16,6/3/16,5.54,,,
Lcapito,1128,NA,2/17/16,100,15,2016,3/14/16,6/3/16,3.74,,,
Lcapito,1129,NA,2/17/16,100,15,2016,3/14/16,6/3/16,4.38,,,
Lcapito,1130,NA,2/17/16,100,15,2016,3/14/16,6/3/16,4.4,,,
Lcapito,1131,NA,2/17/16,100,15,2016,3/14/16,6/3/16,4.04,,,
Lcapito,1132,NA,2/17/16,100,15,2016,3/14/16,6/3/16,4.21,,,
Lcapito,1068,NA,2/17/16,100,15,2016,3/14/16,6/2/16,3.4,,,
Lcapito,1069,NA,2/17/16,100,15,2016,3/14/16,6/2/16,4.09,,,
Lcapito,1070,NA,2/17/16,100,15,2016,3/14/16,6/2/16,3.76,,,
Lcapito,1071,NA,2/17/16,100,15,2016,3/14/16,6/2/16,3.06,,,
Lcapito,1072,NA,2/17/16,100,15,2016,3/14/16,6/2/16,4.27,,,
Lcapito,1073,NA,2/17/16,100,15,2016,3/14/16,6/2/16,3.85,,,
Lcapito,1085,NA,2/17/16,100,15,2016,3/14/16,6/2/16,4.59,,DEAD,
Lcapito,961,NA,2/17/16,100,15,2016,3/14/16,6/1/16,5.01,,,
Lcapito,962,NA,2/17/16,100,15,2016,3/14/16,6/1/16,4.54,,,
Lcapito,963,NA,2/17/16,100,15,2016,3/14/16,6/1/16,4.2,,,
Lcapito,964,NA,2/17/16,100,15,2016,3/14/16,6/1/16,4.14,,,
Lcapito,965,NA,2/17/16,100,15,2016,3/14/16,6/1/16,3.81,,found dead on 6/5/16,
Lcapito,966,NA,2/17/16,100,15,2016,3/14/16,6/1/16,4.02,,,
Lcapito,916,NA,2/17/16,100,15,2016,3/14/16,5/31/16,4.49,,,
Lcapito,917,NA,2/17/16,100,15,2016,3/14/16,5/31/16,5.1,,,
Lcapito,919,NA,2/17/16,100,15,2016,3/14/16,5/31/16,4.49,,,
Lcapito,1738,NA,2/17/16,100,16,2016,3/14/16,6/13/16,3.38,,,
Lcapito,1919,NA,2/17/16,100,16,2016,3/14/16,6/30/16,3.45,,,
Lcapito,1920,NA,2/17/16,100,16,2016,3/14/16,6/30/16,3.43,,,
Lcapito,1917,NA,2/17/16,100,16,2016,3/14/16,6/29/16,3.67,,small tank,
Lcapito,1916,NA,2/17/16,100,16,2016,3/14/16,6/28/16,5.31,,,
Lcapito,1911,NA,2/17/16,100,16,2016,3/14/16,6/27/16,3.94,,,
Lcapito,1912,NA,2/17/16,100,16,2016,3/14/16,6/27/16,3.67,,,
Lcapito,1892,NA,2/17/16,100,16,2016,3/14/16,6/24/16,3.27,,little tank,
Lcapito,1893,NA,2/17/16,100,16,2016,3/14/16,6/24/16,3.62,,,
Lcapito,1894,NA,2/17/16,100,16,2016,3/14/16,6/24/16,4.19,,,
Lcapito,1895,NA,2/17/16,100,16,2016,3/14/16,6/24/16,3.28,,,
Lcapito,1896,NA,2/17/16,100,16,2016,3/14/16,6/24/16,3.02,,,
Lcapito,1897,NA,2/17/16,100,16,2016,3/14/16,6/24/16,4.06,,,
Lcapito,1837,NA,2/17/16,100,16,2016,3/14/16,6/19/16,3.14,,,
Lcapito,1838,NA,2/17/16,100,16,2016,3/14/16,6/19/16,3.97,,,
Lcapito,1839,NA,2/17/16,100,16,2016,3/14/16,6/19/16,3.42,,,
Lcapito,1840,NA,2/17/16,100,16,2016,3/14/16,6/19/16,2.99,,,
Lcapito,1833,NA,2/17/16,100,16,2016,3/14/16,6/18/16,4.06,,,
Lcapito,1477,NA,2/17/16,100,16,2016,3/14/16,6/6/16,3.24,,,
Lcapito,1383,NA,2/17/16,100,16,2016,3/14/16,6/5/16,3.63,,,
Lcapito,1384,NA,2/17/16,100,16,2016,3/14/16,6/5/16,4.94,,,
Lcapito,1218,NA,2/17/16,100,16,2016,3/14/16,6/3/16,4.16,,,
Lcapito,1219,NA,2/17/16,100,16,2016,3/14/16,6/3/16,4.25,,,
Lcapito,1220,NA,2/17/16,100,16,2016,3/14/16,6/3/16,4.92,,,
Lcapito,1112,NA,2/17/16,100,16,2016,3/14/16,6/2/16,4.3,,,
Lcapito,1113,NA,2/17/16,100,16,2016,3/14/16,6/2/16,3.85,,,
Lcapito,1063,NA,2/17/16,100,16,2016,3/14/16,6/1/16,3.9,,,
Lcapito,1739,NA,2/17/16,100,17,2016,3/14/16,6/13/16,3.01,,,
Lcapito,1740,NA,2/17/16,100,17,2016,3/14/16,6/13/16,2.79,,,
Lcapito,1741,NA,2/17/16,100,17,2016,3/14/16,6/13/16,3.74,,tail,
Lcapito,1742,NA,2/17/16,100,17,2016,3/14/16,6/13/16,2.48,,,
Lcapito,1743,NA,2/17/16,100,17,2016,3/14/16,6/13/16,3.09,,,
Lcapito,1744,NA,2/17/16,100,17,2016,3/14/16,6/13/16,4.54,,tail,
Lcapito,1745,NA,2/17/16,100,17,2016,3/14/16,6/13/16,3.81,,tail,
Lcapito,1692,NA,2/17/16,100,17,2016,3/14/16,6/12/16,N/A,,DEAD,
Lcapito,1693,NA,2/17/16,100,17,2016,3/14/16,6/12/16,3.17,,,
Lcapito,1694,NA,2/17/16,100,17,2016,3/14/16,6/12/16,3.11,,,
Lcapito,1695,NA,2/17/16,100,17,2016,3/14/16,6/12/16,2.69,,,
Lcapito,1696,NA,2/17/16,100,17,2016,3/14/16,6/12/16,2.97,,,
Lcapito,1697,NA,2/17/16,100,17,2016,3/14/16,6/12/16,3.1,,,
Lcapito,1698,NA,2/17/16,100,17,2016,3/14/16,6/12/16,2.91,,,
Lcapito,1926,NA,2/17/16,100,17,2016,3/14/16,3/14/16,4.66,,,
Lcapito,1927,NA,2/17/16,100,17,2016,3/14/16,7/11/16,4.42,,,
Lcapito,1928,NA,2/17/16,100,17,2016,3/14/16,7/11/16,4.9,,,
Lcapito,1925,NA,2/17/16,100,17,2016,3/14/16,7/4/16,4.63,,,
Lcapito,1922,NA,2/17/16,100,17,2016,3/14/16,7/3/16,4.3,,,
Lcapito,1923,NA,2/17/16,100,17,2016,3/14/16,7/3/16,3.48,,,
Lcapito,1924,NA,2/17/16,100,17,2016,3/14/16,7/3/16,3.47,,,
Lcapito,1913,NA,2/17/16,100,17,2016,3/14/16,6/27/16,3.7,,,
Lcapito,1905,NA,2/17/16,100,17,2016,3/14/16,6/26/16,3.43,,,
Lcapito,1906,NA,2/17/16,100,17,2016,3/14/16,6/26/16,2.5,,,
Lcapito,1901,NA,2/17/16,100,17,2016,3/14/16,6/25/16,2.93,,,
Lcapito,1877,NA,2/17/16,100,17,2016,3/14/16,6/24/16,3.34,,tail,
Lcapito,1878,NA,2/17/16,100,17,2016,3/14/16,6/24/16,2.9,,,
Lcapito,1879,NA,2/17/16,100,17,2016,3/14/16,6/24/16,2.91,,,
Lcapito,1872,NA,2/17/16,100,17,2016,3/14/16,6/23/16,2.84,,,
Lcapito,1873,NA,2/17/16,100,17,2016,3/14/16,6/23/16,2.99,,,
Lcapito,1874,NA,2/17/16,100,17,2016,3/14/16,6/23/16,5.6,,,
Lcapito,1864,NA,2/17/16,100,17,2016,3/14/16,6/22/16,3.06,,,
Lcapito,1865,NA,2/17/16,100,17,2016,3/14/16,6/22/16,4.04,,,
Lcapito,1854,NA,2/17/16,100,17,2016,3/14/16,6/20/16,4.08,,,
Lcapito,1855,NA,2/17/16,100,17,2016,3/14/16,6/20/16,3.2,,,
Lcapito,1856,NA,2/17/16,100,17,2016,3/14/16,6/20/16,3.08,,,
Lcapito,1857,NA,2/17/16,100,17,2016,3/14/16,6/20/16,3.74,,,
Lcapito,1835,NA,2/17/16,100,17,2016,3/14/16,6/19/16,3.08,,,
Lcapito,1836,NA,2/17/16,100,17,2016,3/14/16,6/19/16,2.83,,,
Lcapito,1824,NA,2/17/16,100,17,2016,3/14/16,6/17/16,3.44,,,
Lcapito,1825,NA,2/17/16,100,17,2016,3/14/16,6/17/16,3.77,,,
Lcapito,1826,NA,2/17/16,100,17,2016,3/14/16,6/17/16,N/A,,DEAD,
