"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Date.stocked","Tank.ID","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data","Date.collected","Days.to.metamorphosis"
"Rcapito",46,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,6.21,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",47,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.62,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",48,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.52,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",49,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,6.7,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",50,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.42,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",51,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,6.5,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",52,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.26,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",53,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.8,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",54,"gf1",NA,60,2023-03-04,12,2023,2023-06-10,5.36,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",121,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,6.01,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",122,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,4.57,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",123,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,5.16,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",124,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,4.5,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",125,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,7.14,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",126,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,6.17,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",127,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,6.2,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",128,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,5,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",129,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,4.15,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",130,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,4.83,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",131,"gf1",NA,60,2023-03-04,12,2023,2023-06-12,5.99,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",203,"gf1",NA,60,2023-03-04,12,2023,2023-06-14,4.94,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",204,"gf1",NA,60,2023-03-04,12,2023,2023-06-14,6.57,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",210,"gf1",NA,60,2023-03-04,12,2023,2023-06-15,5.17,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",250,"gf1",NA,60,2023-03-04,12,2023,2023-06-16,4.57,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",347,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,5.52,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",348,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.83,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",349,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.77,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",350,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.91,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",351,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.47,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",369,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.33,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",380,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.25,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",381,"gf1",NA,60,2023-03-04,12,2023,2023-06-18,4.01,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",410,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,6,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",411,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,7.06,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",412,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,5.04,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",413,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,4.99,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",414,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,6.16,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",415,"gf1",NA,60,2023-03-04,12,2023,2023-06-19,5.21,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",455,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.53,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",465,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",471,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,4.78,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",480,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.26,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",484,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.6,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",488,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,4.94,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",496,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,4.48,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",504,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.13,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",505,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.11,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",591,"gf1",NA,60,2023-03-04,12,2023,2023-06-21,5.42,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",645,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,5.93,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",662,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,4.75,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",663,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,3.04,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",666,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,4.72,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",679,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,4.54,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",684,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,4.54,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",691,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,3.52,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",703,"gf1",NA,60,2023-03-04,12,2023,2023-06-23,5.3,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",798,"gf1",NA,60,2023-03-04,12,2023,2023-06-26,5.6,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",817,"gf1",NA,60,2023-03-04,12,2023,2023-06-26,5.39,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",895,"gf1",NA,60,2023-03-04,12,2023,2023-06-28,5.29,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",896,"gf1",NA,60,2023-03-04,12,2023,2023-06-28,6.68,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",897,"gf1",NA,60,2023-03-04,12,2023,2023-06-28,5.88,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",898,"gf1",NA,60,2023-03-04,12,2023,2023-06-28,6.62,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",924,"gf1",NA,60,2023-03-04,12,2023,2023-06-28,4.1,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",998,"gf1",NA,60,2023-03-04,12,2023,2023-07-02,5.37,"N/A","N/A","N/A","UGA","CE","2/13/23",486
"Rcapito",1150,"gf1",NA,60,2023-03-04,12,2023,2023-07-10,7.15,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1,"gf1",NA,60,2023-03-08,13,2023,2023-06-09,3.67,"N/A","N/A","N/A","UGA","CE","2/13/23",459
"Rcapito",2,"gf1",NA,60,2023-03-08,13,2023,2023-06-09,4.29,"N/A","N/A","N/A","UGA","CE","2/13/23",459
"Rcapito",62,"gf1",NA,60,2023-03-08,13,2023,2023-06-10,5.13,"N/A","N/A","N/A","UGA","CE","2/13/23",460
"Rcapito",63,"gf1",NA,60,2023-03-08,13,2023,2023-06-10,5.96,"N/A","N/A","N/A","UGA","CE","2/13/23",460
"Rcapito",64,"gf1",NA,60,2023-03-08,13,2023,2023-06-10,5.3,"N/A","N/A","N/A","UGA","CE","2/13/23",460
"Rcapito",110,"gf1",NA,60,2023-03-08,13,2023,2023-06-12,5.36,"N/A","N/A","N/A","UGA","CE","2/13/23",462
"Rcapito",111,"gf1",NA,60,2023-03-08,13,2023,2023-06-12,4.73,"N/A","N/A","N/A","UGA","CE","2/13/23",462
"Rcapito",112,"gf1",NA,60,2023-03-08,13,2023,2023-06-12,4.89,"N/A","N/A","N/A","UGA","CE","2/13/23",462
"Rcapito",113,"gf1",NA,60,2023-03-08,13,2023,2023-06-12,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",462
"Rcapito",114,"gf1",NA,60,2023-03-08,13,2023,2023-06-12,3.79,"N/A","N/A","N/A","UGA","CE","2/13/23",462
"Rcapito",194,"gf1",NA,60,2023-03-08,13,2023,2023-06-14,4.08,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",195,"gf1",NA,60,2023-03-08,13,2023,2023-06-14,2.98,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",196,"gf1",NA,60,2023-03-08,13,2023,2023-06-14,4.46,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",197,"gf1",NA,60,2023-03-08,13,2023,2023-06-14,5.19,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",198,"gf1",NA,60,2023-03-08,13,2023,2023-06-14,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",221,"gf1",NA,60,2023-03-08,13,2023,2023-06-15,5.09,"N/A","N/A","N/A","UGA","CE","2/13/23",465
"Rcapito",222,"gf1",NA,60,2023-03-08,13,2023,2023-06-15,4.35,"N/A","N/A","N/A","UGA","CE","2/13/23",465
"Rcapito",251,"gf1",NA,60,2023-03-08,13,2023,2023-06-16,6.14,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",252,"gf1",NA,60,2023-03-08,13,2023,2023-06-16,4.23,"N/A","No back right leg","N/A","UGA","CE","2/13/23",466
"Rcapito",253,"gf1",NA,60,2023-03-08,13,2023,2023-06-16,4.68,"N/A","lethargic","N/A","UGA","CE","2/13/23",466
"Rcapito",254,"gf1",NA,60,2023-03-08,13,2023,2023-06-16,3.7,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",255,"gf1",NA,60,2023-03-08,13,2023,2023-06-16,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",295,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,5.44,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",319,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4.8,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",320,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4.28,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",321,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4.25,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",322,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",323,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4.97,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",324,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,5.28,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",325,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,3.89,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",384,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,3.92,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",385,"gf1",NA,60,2023-03-08,13,2023,2023-06-18,4.44,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",416,"gf1",NA,60,2023-03-08,13,2023,2023-06-19,3.91,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",450,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.03,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",487,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.57,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",506,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.83,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",507,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.24,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",509,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,3.84,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",511,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.99,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",513,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,5.59,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",514,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.6,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",516,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.86,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",518,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,3.48,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",520,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,3.35,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",522,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",524,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.69,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",525,"gf1",NA,60,2023-03-08,13,2023,2023-06-21,4.23,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",657,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,3.29,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",658,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,4.88,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",659,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,4.13,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",660,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,3.93,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",681,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,5.01,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",708,"gf1",NA,60,2023-03-08,13,2023,2023-06-23,4.81,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",768,"gf1",NA,60,2023-03-08,13,2023,2023-06-26,4.16,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",769,"gf1",NA,60,2023-03-08,13,2023,2023-06-26,4.87,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",770,"gf1",NA,60,2023-03-08,13,2023,2023-06-26,3.6,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",771,"gf1",NA,60,2023-03-08,13,2023,2023-06-26,3.96,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",772,"gf1",NA,60,2023-03-08,13,2023,2023-06-26,4.56,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",905,"gf1",NA,60,2023-03-08,13,2023,2023-06-28,4.11,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",972,"gf1",NA,60,2023-03-08,13,2023,2023-06-30,4.51,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",973,"gf1",NA,60,2023-03-08,13,2023,2023-06-30,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",1006,"gf1",NA,60,2023-03-08,13,2023,2023-07-03,3.91,"N/A","N/A","N/A","UGA","CE","2/13/23",483
"Rcapito",1007,"gf1",NA,60,2023-03-08,13,2023,2023-07-03,5.09,"N/A","N/A","N/A","UGA","CE","2/13/23",483
"Rcapito",1033,"gf1",NA,60,2023-03-08,13,2023,2023-07-05,4.62,"N/A","N/A","N/A","UGA","CE","2/13/23",485
"Rcapito",1059,"gf1",NA,60,2023-03-08,13,2023,2023-07-05,6.16,"N/A","N/A","N/A","UGA","CE","2/13/23",485
"Rcapito",56,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,3.48,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",57,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",58,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,4.95,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",59,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,5.72,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",60,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,4.98,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",61,"gf1",NA,60,2023-03-04,14,2023,2023-06-10,5.71,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",93,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,6.41,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",94,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,4.45,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",95,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,4.52,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",96,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,5.78,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",97,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,4.77,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",98,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,4.53,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",99,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,5.23,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",100,"gf1",NA,60,2023-03-04,14,2023,2023-06-12,4.94,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",186,"gf1",NA,60,2023-03-04,14,2023,2023-06-14,4.94,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",187,"gf1",NA,60,2023-03-04,14,2023,2023-06-14,5.02,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",188,"gf1",NA,60,2023-03-04,14,2023,2023-06-14,4.66,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",211,"gf1",NA,60,2023-03-04,14,2023,2023-06-15,5.08,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",256,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",257,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",258,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,5.29,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",259,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,4.47,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",260,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,5.31,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",287,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,5.41,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",288,"gf1",NA,60,2023-03-04,14,2023,2023-06-16,4.07,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",363,"gf1",NA,60,2023-03-04,14,2023,2023-06-18,6.03,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",364,"gf1",NA,60,2023-03-04,14,2023,2023-06-18,5.24,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",417,"gf1",NA,60,2023-03-04,14,2023,2023-06-19,5.36,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",491,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.25,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",501,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,4.19,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",502,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.97,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",503,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,6.25,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",535,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.09,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",536,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,6.32,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",537,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.34,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",538,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.73,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",539,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,5.32,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",579,"gf1",NA,60,2023-03-04,14,2023,2023-06-21,4.15,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",656,"gf1",NA,60,2023-03-04,14,2023,2023-06-23,5.68,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",706,"gf1",NA,60,2023-03-04,14,2023,2023-06-23,5.94,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",713,"gf1",NA,60,2023-03-04,14,2023,2023-06-23,5.16,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",731,"gf1",NA,60,2023-03-04,14,2023,2023-06-26,4.67,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",732,"gf1",NA,60,2023-03-04,14,2023,2023-06-26,6.12,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",820,"gf1",NA,60,2023-03-04,14,2023,2023-06-26,5.55,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",906,"gf1",NA,60,2023-03-04,14,2023,2023-06-28,5.19,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",907,"gf1",NA,60,2023-03-04,14,2023,2023-06-28,5.3,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",971,"gf1",NA,60,2023-03-04,14,2023,2023-06-30,8.19,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",1057,"gf1",NA,60,2023-03-04,14,2023,2023-07-05,4.97,"N/A","N/A","N/A","UGA","CE","2/13/23",489
"Rcapito",1152,"gf1",NA,60,2023-03-04,14,2023,2023-07-11,4.97,"N/A","N/A","N/A","UGA","CE","2/13/23",495
"Rcapito",1153,"gf1",NA,60,2023-03-04,14,2023,2023-07-11,7.78,"N/A","N/A","N/A","UGA","CE","2/13/23",495
"Rcapito",1172,"gf1",NA,60,2023-03-04,14,2023,2023-07-12,5.52,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",39,"gf1",NA,60,2023-03-01,15,2023,2023-06-10,5.13,"N/A","N/A","N/A","UGA","CE","2/13/23",467
"Rcapito",87,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,5.91,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",88,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,4.61,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",89,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,5.64,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",90,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,4.82,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",91,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,6,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",92,"gf1",NA,60,2023-03-01,15,2023,2023-06-12,5.76,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",166,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.99,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",167,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,4.88,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",168,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,6.35,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",169,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.42,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",170,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.89,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",171,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.57,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",172,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.46,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",173,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.83,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",174,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,6.3,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",175,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,6.81,"N/A","N/A","N/A","UGA","CE","2/13/23",471
