Latitude: 33.8906965  Longitude: -83.3577535
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34
Tile: 11029
Elevation: 193 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2013,128,48876.23,0.00,512.87,0.00,25.20,10.27,1249.86
2013,129,48975.81,0.00,524.60,0.00,28.02,11.82,1385.42
2013,130,49073.91,0.00,482.25,0.00,26.97,13.35,1531.74
2013,131,49170.50,8.13,327.80,0.00,25.53,14.02,1599.55
2013,132,49265.52,0.00,441.81,0.00,22.39,11.10,1320.68
2013,133,49358.93,0.00,538.90,0.00,21.90,6.37,959.10
2013,134,49450.70,0.00,577.89,0.00,25.26,5.58,908.20
2013,135,49540.78,0.00,557.65,0.00,30.52,10.87,1300.57
2013,136,49629.12,0.00,441.00,0.00,28.21,15.87,1801.76
2013,137,49715.69,1.85,488.82,0.00,28.37,13.90,1587.15
2013,138,49800.44,1.89,330.21,0.00,25.02,16.75,1906.36
2013,139,49883.32,1.73,233.65,0.00,23.54,17.97,2058.40
2013,140,49964.30,0.00,440.21,0.00,29.64,17.47,1994.87
2013,141,50043.34,2.12,353.02,0.00,31.49,17.70,2024.58
2013,142,50120.39,5.90,354.45,0.00,30.00,16.46,1871.93
2013,143,50195.40,0.00,428.06,0.00,28.93,17.58,2008.52
2013,144,50268.35,0.00,447.89,0.00,25.37,14.00,1597.76
2013,145,50339.18,0.00,563.98,0.00,25.62,8.10,1079.74
2013,146,50407.86,0.00,562.11,0.00,27.86,9.87,1216.44
2013,147,50474.35,0.00,546.60,0.00,29.72,12.17,1417.64
2013,148,50538.60,0.00,481.86,0.00,29.48,15.53,1763.87
2013,149,50600.59,0.00,493.75,0.00,29.10,14.54,1654.12
2013,150,50660.28,0.00,457.15,0.00,29.28,16.38,1861.60
2013,151,50717.62,0.00,432.76,0.00,30.51,18.22,2091.16
2013,152,50772.58,0.00,433.51,0.00,30.73,18.20,2089.12
2013,153,50825.13,16.01,272.14,0.00,28.67,18.79,2167.37
2013,154,50875.24,3.77,286.59,0.00,29.73,18.94,2188.74
2013,155,50922.87,0.00,403.13,0.00,30.39,18.73,2158.94
2013,156,50967.99,71.99,242.01,0.00,28.62,19.79,2307.24
2013,157,51010.58,13.36,161.26,0.00,24.61,19.18,2220.42
2013,158,51050.60,9.98,276.42,0.00,29.48,19.37,2246.94
2013,159,51088.03,0.00,360.94,0.00,28.34,18.76,2163.29
2013,160,51122.84,17.15,288.12,0.00,29.87,19.40,2252.06
2013,161,51155.02,27.85,180.07,0.00,25.30,19.44,2256.95
2013,162,51184.53,0.00,411.07,0.00,32.09,20.43,2400.28
2013,163,51211.36,0.00,443.56,0.00,34.53,21.08,2497.40
2013,164,51235.50,5.61,321.23,0.00,33.66,21.23,2520.90
2013,165,51256.91,0.00,413.40,0.00,29.79,18.91,2183.79
2013,166,51275.60,0.00,488.19,0.00,30.02,16.08,1826.47
2013,167,51291.54,8.08,355.18,0.00,30.46,17.10,1949.17
2013,168,51304.73,35.43,309.87,0.00,30.15,19.13,2214.16
2013,169,51315.15,28.83,274.97,0.00,29.46,19.95,2330.40
2013,170,51322.80,0.00,283.39,0.00,27.24,20.38,2392.54
2013,171,51327.67,0.00,408.52,0.00,28.78,18.26,2097.08
2013,172,51329.76,0.00,426.84,0.00,28.67,17.61,2012.33
2013,173,51329.07,0.00,458.30,0.00,29.24,16.88,1922.12
2013,174,51325.60,0.41,452.19,0.00,30.32,17.96,2057.53
2013,175,51319.35,0.00,431.43,0.00,30.76,19.25,2231.34
2013,176,51310.33,2.81,327.13,0.00,31.36,19.70,2294.72
2013,177,51298.54,4.60,315.53,0.00,31.66,20.66,2433.85
2013,178,51283.98,0.00,367.58,0.00,31.50,22.34,2697.70
2013,179,51266.68,0.00,433.87,0.00,33.36,21.70,2594.07
2013,180,51246.64,6.46,288.63,0.00,30.79,21.37,2543.07
2013,181,51223.87,4.37,245.98,0.00,28.22,20.80,2456.22
2013,182,51198.40,1.31,344.59,0.00,28.33,20.57,2420.30
2013,183,51170.24,0.00,361.42,0.00,29.35,21.05,2493.47
2013,184,51139.40,27.48,240.67,0.00,26.99,20.06,2345.64
2013,185,51105.92,35.95,282.01,0.00,27.97,19.59,2279.10
2013,186,51069.80,27.12,279.03,0.00,28.52,20.19,2365.18
2013,187,51031.08,27.80,303.93,0.00,30.08,20.47,2405.69
2013,188,50989.79,5.50,263.33,0.00,29.01,21.13,2505.32
2013,189,50945.94,3.64,311.53,0.00,30.27,20.35,2388.53
2013,190,50899.57,63.34,300.75,0.00,30.25,20.80,2456.09
2013,191,50850.71,26.31,295.59,0.00,30.55,21.17,2511.98
2013,192,50799.39,0.00,281.64,0.00,27.05,21.08,2498.80
2013,193,50745.64,4.49,308.49,0.00,29.58,20.06,2345.61
2013,194,50689.49,4.32,193.42,0.00,25.27,20.12,2354.22
2013,195,50630.99,4.53,232.51,0.00,27.18,20.83,2459.28
2013,196,50570.16,1.20,400.53,0.00,29.54,20.73,2445.22
2013,197,50507.04,0.00,445.38,0.00,30.95,20.50,2410.57
2013,198,50441.67,43.87,361.48,0.00,32.59,20.17,2361.69
2013,199,50374.09,0.00,460.53,0.00,30.86,19.78,2305.94
2013,200,50304.34,0.00,450.27,0.00,31.78,20.77,2451.43
2013,201,50232.46,7.25,279.09,0.00,30.01,21.84,2617.67
2013,202,50158.48,8.21,315.91,0.00,31.10,21.31,2534.14
2013,203,50082.45,8.72,300.93,0.00,30.30,21.36,2540.83
2013,204,50004.41,0.63,401.65,0.00,29.77,20.98,2483.41
2013,205,49924.41,0.00,430.68,0.00,30.99,21.12,2504.26
2013,206,49842.48,0.00,468.34,0.00,31.52,20.10,2351.96
2013,207,49758.66,6.81,327.59,0.00,29.99,20.11,2352.83
2013,208,49673.01,0.00,398.62,0.00,28.61,20.14,2358.20
2013,209,49585.55,5.40,350.41,0.00,30.42,19.35,2245.35
2013,210,49496.35,0.00,464.81,0.00,30.36,19.34,2243.32
2013,211,49405.43,0.40,527.16,0.00,31.61,16.75,1905.80
2013,212,49312.84,4.13,228.12,0.00,25.79,19.76,2303.24
2013,213,49218.62,0.00,385.87,0.00,30.62,21.99,2641.34
2013,214,49122.82,0.00,466.00,0.00,31.92,20.12,2353.86
2013,215,49025.48,0.00,444.78,0.00,30.78,20.03,2341.33
2013,216,48926.64,0.00,425.66,0.00,32.02,21.61,2581.14
