Species,ID_No,Tank_Density,Tank,Year,Date_of_metamorphosis,Mass_at_metamorphosis_g,Mark,Fate_Comments,Mortality,Facility,Person Entering Data
,658,,12,,7/11/2022,4.97,,"*weigh after, 7/16, 3 cups labeled T12 from 7/11 on 7/16 their masses were 4.97+6.47+ one (one not weighed yet)",,White Hall,CP
,659,,14,,7/11/2022,2.92,,1 cm tail,,White Hall,CP
,660,,14,,7/11/2022,2.87,,,,White Hall,CP
,661,,14,,7/11/2022,2.55,,,,White Hall,CP
,662,,14,,7/11/2022,3.05,,"*weigh after, 7/16",,White Hall,CP
,663,,15,,7/11/2022,4.94,,.5 cm tail,,White Hall,CP
,664,,15,,7/11/2022,4.03,,1 cm tail,,White Hall,CP
,665,,15,,7/11/2022,4.57,,,,White Hall,CP
,666,,15,,7/11/2022,5.06,,1 cm tail,,White Hall,CP
,667,,15,,7/11/2022,5.21,,1 cm tail,,White Hall,CP
,668,,19,,7/11/2022,4.69,,2 cm tail,,White Hall,CP
,669,,19,,7/11/2022,4.18,,,,White Hall,CP
,670,,19,,7/11/2022,3.75,,,,White Hall,CP
,671,,19,,7/11/2022,4.56,,,,White Hall,CP
,672,,19,,7/11/2022,3.77,,,,White Hall,CP
,673,,21,,7/11/2022,6.65,,,,White Hall,CP
,674,,21,,7/11/2022,4.65,,,,White Hall,CP
,675,,21,,7/11/2022,5.80,,.5 cm tail,,White Hall,CP
,676,,21,,7/11/2022,6.00,,1 cm tail,,White Hall,CP
,677,,21,,7/11/2022,5.68,,*weigh after,,White Hall,CP
,678,,23,,7/11/2022,4.07,,,,White Hall,CP
,679,,23,,7/11/2022,3.09,,,,White Hall,CP
,680,,23,,7/11/2022,3.68,,*weigh after,,White Hall,CP
,681,,23,,7/11/2022,3.29,,*weigh after,,White Hall,CP
,682,,12,,7/11/2022,7.22,,"*weigh after, 7/17",,White Hall,CP
,683,,12,,7/11/2022,6.47,,"*weigh after, 7/16",,White Hall,CP
,684,,23,,7/13/2022,2.62,,"*weigh after, 7/17",,White Hall,CP
,685,,23,,7/13/2022,4.03,,"*weigh after, 7/17",,White Hall,CP
,686,,23,,7/13/2022,3.09,,,,White Hall,CP
,687,,19,,7/13/2022,4.56,,,,White Hall,CP
,688,,21,,7/13/2022,5.77,,,,White Hall,CP
,689,,21,,7/13/2022,5.48,,,,White Hall,CP
,690,,19,,7/13/2022,4.25,,,,White Hall,CP
,691,,19,,7/13/2022,5.08,,,,White Hall,CP
,692,,19,,7/13/2022,4.87,,,,White Hall,CP
,693,,19,,7/13/2022,5.58,,,,White Hall,CP
,694,,19,,7/13/2022,5.53,,"*weigh after, 7/17",,White Hall,CP
,695,,14,,7/13/2022,3.22,,"*weigh after, 7/17",,White Hall,CP
,696,,14,,7/13/2022,3.62,,,,White Hall,CP
,697,,2,,7/13/2022,died,,"*weigh after, very dead 7/15",,White Hall,CP
,698,,9,,7/13/2022,6.88,,,,White Hall,CP
,699,,9,,7/13/2022,6.36,,,,White Hall,CP
,700,,9,,7/13/2022,7.33,,,,White Hall,CP
,701,,8,,7/13/2022,died,,"*weigh after, 7/14 dead ",,White Hall,CP
,702,,8,,7/13/2022,3.85,,,,White Hall,CP
,703,,19,,7/15/2022,4.28,,"*weigh after, 7/17",,White Hall,CP
,704,,19,,7/15/2022,4.84,,"*weigh after, 7/17",,White Hall,CP
,705,,19,,7/15/2022,2.97,,"*weigh after, 7/19",,White Hall,CP
,706,,19,,7/15/2022,4.08,,,,White Hall,CP
,707,,23,,7/15/2022,3.96,,,,White Hall,CP
,708,,21,,7/15/2022,3.88,,,,White Hall,CP
,709,,1,,7/15/2022,7.00,,"*weigh after, 7/17",,White Hall,CP
,710,,1,,7/15/2022,4.79,,,,White Hall,CP
,711,,1,,7/15/2022,5.14,,,,White Hall,CP
,712,,8,,7/15/2022,3.50,,,,White Hall,CP
,713,,8,,7/15/2022,2.87,,"*weigh after, 7/17",,White Hall,CP
,714,,14,,7/15/2022,3.03,,,,White Hall,CP
,715,,14,,7/15/2022,4.16,,"*weigh after, 7/17",,White Hall,CP
,716,,14,,7/15/2022,3.57,,"*weigh after, 7/17",,White Hall,CP
,717,,14,,7/15/2022,,,"*weigh after, died 7/17",,White Hall,CP
,718,,15,,7/15/2022,4.88,,,,White Hall,CP
,719,,15,,7/15/2022,4.97,,"*weigh after, 7/17",,White Hall,CP
,720,,15,,7/15/2022,3.43,,,,White Hall,CP
,721,,15,,7/15/2022,4.22,,,,White Hall,CP
,722,,15,,7/15/2022,5.91,,"*weigh after, 7/17",,White Hall,CP
,723,,15,,7/15/2022,6.39,,"*weigh after, 7/19",,White Hall,CP
,724,,15,,7/15/2022,4.71,,,,White Hall,CP
,725,,15,,7/15/2022,5.15,,,,White Hall,CP
,726,,23,,7/17/2022,3.72,,,,White Hall,CP
,727,,23,,7/17/2022,3.20,,,,White Hall,CP
,728,,23,,7/17/2022,3.09,,"*weigh after, 7/19",,White Hall,CP
,729,,23,,7/17/2022,2.90,,"*weigh after, 7/19",,White Hall,CP
,730,,2,,7/17/2022,4.25,,,,White Hall,CP
,731,,20,,7/17/2022,4.47,,,,White Hall,CP
,732,,21,,7/17/2022,6.51,,,,White Hall,CP
,733,,21,,7/17/2022,6.06,,1 cm tail,,White Hall,CP
,734,,21,,7/17/2022,4.60,,,,White Hall,CP
,735,,21,,7/17/2022,5.42,,,,White Hall,CP
,736,,21,,7/17/2022,6.00,,"*weigh after, 7/19",,White Hall,CP
,737,,21,,7/17/2022,5.87,,"*weigh after, 7/19",,White Hall,CP
,738,,14,,7/17/2022,3.56,,,,White Hall,CP
,739,,19,,7/17/2022,5.49,,,,White Hall,CP
,740,,19,,7/17/2022,4.52,,,,White Hall,CP
,741,,19,,7/17/2022,4.68,,,,White Hall,CP
,742,,15,,7/17/2022,6.45,,"*weigh after, 7/19",,White Hall,CP
,743,,15,,7/17/2022,5.33,,,,White Hall,CP
,744,,15,,7/17/2022,5.86,,,,White Hall,CP
,745,,?,,7/17/2022,5.11,,found hopping in greenhouse,,White Hall,CP
,746,,21,,7/17/2022,6.64,,"*weigh after, 7/25",,White Hall,CP
,747,,15,,7/18/2022,7.87,,,,White Hall,CP
,748,,19,,7/19/2022,6.51,,"*weigh after, 7/19",,White Hall,CP
,749,,19,,7/19/2022,5.43,,"*weigh after, 7/19",,White Hall,CP
,750,,19,,7/19/2022,6.23,,"*weigh after, 7/19",,White Hall,CP
,751,,19,,7/19/2022,4.88,,"*weigh after, 7/23",,White Hall,CP
,752,,19,,7/19/2022,,,*weigh after,,White Hall,CP
,753,,19,,7/19/2022,4.37,,,,White Hall,CP
,754,,19,,7/19/2022,5.75,,,,White Hall,CP
,755,,19,,7/19/2022,5.37,,,,White Hall,CP
,756,,19,,7/19/2022,4.30,,,,White Hall,CP
,757,,24,,7/21/2022,4.58,,"*weigh after, 7/25",,White Hall,CP
,758,,24,,7/21/2022,,,*weigh after,,White Hall,CP
,759,,24,,7/21/2022,3.07,,,,White Hall,CP
,760,,19,,7/21/2022,6.97,,"*weigh after, 7/25",,White Hall,CP
,761,,19,,7/21/2022,4.34,,,,White Hall,CP
,762,,19,,7/21/2022,5.55,,,,White Hall,CP
,763,,19,,7/21/2022,5.62,,,,White Hall,CP
,764,,19,,7/21/2022,4.89,,,,White Hall,CP
,765,,21,,7/23/2022,,,*weigh after,,White Hall,CP
,766,,21,,7/23/2022,,,*weigh after,,White Hall,CP
,767,,21,,7/23/2022,,,*weigh after,,White Hall,CP
,768,,19,,7/23/2022,2.97,,,,White Hall,CP
,769,,19,,7/23/2022,7.00,,,,White Hall,CP
,770,,19,,7/23/2022,6.40,,,,White Hall,CP
,771,,23,,7/23/2022,3.54,,"*weigh after, 7/25",,White Hall,CP
,772,,23,,7/23/2022,5.20,,,,White Hall,CP
,773,,19,,7/25/2022,3.87,,,,White Hall,CP
,774,,19,,7/25/2022,7.20,,,,White Hall,CP
,775,,19,,7/25/2022,5.15,,,,White Hall,CP
,776,,23,,7/25/2022,3.62,,"*weigh after, 7/29",,White Hall,CP
,777,,23,,7/25/2022,3.24,,"*weigh after, 7/29",,White Hall,CP
,778,,19,,7/25/2022,5.33,,"*weigh after, 7/29",,White Hall,CP
,779,,19,,7/25/2022,5.21,,"*weigh after, 8/2",,White Hall,CP
,780,,23,,7/25/2022,2.87,,,,White Hall,CP
,781,,19,,7/29/2022,4.89,,,,White Hall,CP
,782,,19,,7/29/2022,4.68,,,,White Hall,CP
,783,,19,,7/21/2022,5.22,,"could not find line, 7/29",,White Hall,CP
,784,,19,,7/29/2022,5.50,,"says T21? couldn't find line, 7/29",,White Hall,CP
,785,,19,,7/23/2022,4.04,,"could not find line, 7/29",,White Hall,CP
,786,,19,,7/29/2022,3.84,,"could not find line, 7/29, says T12 6/27",,White Hall,CP
,787,,19,,7/29/2022,2.75,,"could not find line, 7/29, says T5 6/27",,White Hall,CP
,788,,19,,7/23/2022,3.69,,"could not find line, 7/29",,White Hall,CP
,789,,19,,7/23/2022,6.29,,"could not find line, 7/29",,White Hall,CP
,790,,?,,7/29/2022,5.47,,found in bin of moss,,White Hall,CP
,791,,?,,7/29/2022,4.96,,in unmarked cup 7/29,,White Hall,CP
,792,,?,,7/18/2022,6.86,,found in greenhouse,,White Hall,CP
,793,,?,,7/23/2022,4.76,,in unmarked cup 7/23,,White Hall,CP
,794,,?,,7/23/2022,4.05,,in unmarked cup 7/23,,White Hall,CP
,795,,?,,7/18/2022,7.83,,"7/18 greenhouse, 7/29",,White Hall,CP
,796,,19,,8/2/2022,3.70,,,,White Hall,CP
,797,,19,,8/2/2022,6.24,,,,White Hall,CP
,798,,19,,8/2/2022,,,*weigh after,,White Hall,CP
,799,,,,,,,,,,
,800,,,,,,,,,,
