Latitude: 33.8906965  Longitude: -83.3577535,,,,,,,,
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34,,,,,,,,
Tile: 11029,,,,,,,,
Elevation: 193 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2017,60,40503.12,10.18,246.91,0,25.27,12.29,1428.99
2017,61,40628.28,0,326.18,0,16.2,4.64,850.14
2017,62,40753.93,0,401.28,0,15.97,0.46,631.5
2017,63,40880.04,0,444.4,0,17.03,-1.99,527.74
2017,64,41006.58,0,447.51,0,19.84,0.05,613
2017,65,41133.53,0,348.9,0,20.98,7.97,1070.4
2017,66,41260.87,6.46,253.84,0,22.61,10.09,1235.13
2017,67,41388.56,0,345.66,0,22.31,9.69,1201.8
2017,68,41516.58,5.4,347.38,0,24.36,3.06,760.78
2017,69,41644.9,0,394.5,0,22.56,7.18,1013.65
2017,70,41773.51,7.51,299.16,0,15.95,1.1,661.47
2017,71,41902.37,2.23,155.31,0,7.09,0.73,644.12
2017,72,42031.47,5.37,139.08,0,4.6,-0.8,575.98
2017,73,42160.77,0,323.73,0,9.74,-0.38,593.91
2017,74,42290.25,0,328.01,0,6.97,-2.99,489.95
2017,75,42419.9,0,477.61,0,13.27,-4.83,426.71
2017,76,42549.68,0,495.78,0,18.26,-2.35,513.81
2017,77,42679.58,3.78,298.48,0,21.3,7.51,1036.94
2017,78,42809.57,0,422.61,0,18.65,4.18,823.18
2017,79,42939.63,0,498.04,0,23.76,2.47,729.41
2017,80,43069.73,41.13,359.19,0,30.42,9.35,1174.69
2017,81,43199.86,0,303.95,0,22.13,12.44,1442.96
2017,82,43329.98,0,321.11,0,17.63,7.79,1056.73
2017,83,43460.09,0,401.89,0,23.12,9.4,1178.66
