Species,ID_No,Tank_Density,Tank,Year,Date_of_metamorphosis,Mass_at_metamorphosis_g,Mark,Fate_Comments,Mortality,Facility
Lcapito,736,,14,2017,6/19/17,3.55,,tail,,UGA
Lcapito,737,,14,2017,6/19/17,3.87,,,,UGA
Lcapito,738,,4,2017,6/20/17,7.28,,tail,,UGA
Lcapito,739,,6,2017,6/20/17,4.46,,tail,,UGA
Lcapito,740,,12,2017,6/20/17,9.79,,,,UGA
Lcapito,741,,14,2017,6/20/17,3.28,,tail,,UGA
Lcapito,742,,14,2017,6/20/17,4.00,,tail,,UGA
Lcapito,743,,5,2017,6/21/17,6.85,,,,UGA
Lcapito,744,,5,2017,6/21/17,4.41,,dead 7/3,yes,UGA
Lcapito,745,,17,2017,6/21/17,6.18,,,,UGA
Lcapito,746,,1,2017,6/22/17,6.90,,,,UGA
Lcapito,747,,2,2017,6/22/17,6.58,,,,UGA
Lcapito,748,,3,2017,6/22/17,6.04,,,,UGA
Lcapito,749,,6,2017,6/22/17,4.04,,tail,,UGA
Lcapito,750,,9,2017,6/22/17,5.96,,,,UGA
Lcapito,751,,9,2017,6/22/17,5.61,,dead 6/26,yes,UGA
Lcapito,752,,12,2017,6/22/17,5.90,,,,UGA
Lcapito,753,,2,2017,6/23/17,6.54,,,,UGA
Lcapito,754,,2,2017,6/23/17,6.75,,tail,,UGA
Lcapito,755,,13,2017,6/23/17,5.34,,,,UGA
Lcapito,756,,1,2017,6/24/17,6.20,,,,UGA
Lcapito,757,,2,2017,6/24/17,7.21,,tail,,UGA
Lcapito,758,,6,2017,6/24/17,4.81,,,,UGA
Lcapito,759,,14,2017,6/24/17,4.30,,,,UGA
Lcapito,760,,2,2017,6/26/17,7.16,,,,UGA
Lcapito,761,,4,2017,6/26/17,7.74,,tail,,UGA
Lcapito,762,,5,2017,6/26/17,5.55,,,,UGA
Lcapito,763,,5,2017,6/26/17,4.42,,,,UGA
Lcapito,764,,5,2017,6/26/17,4.54,,dead 6/30,yes,UGA
Lcapito,765,,6,2017,6/26/17,3.63,,,,UGA
Lcapito,766,,6,2017,6/26/17,4.33,,dead 7/5,yes,UGA
Lcapito,767,,8,2017,6/26/17,6.00,,,,UGA
Lcapito,768,,13,2017,6/26/17,6.70,,tail,,UGA
Lcapito,769,,13,2017,6/26/17,5.54,,,,UGA
Lcapito,770,,14,2017,6/26/17,3.97,,,,UGA
Lcapito,771,,14,2017,6/26/17,3.89,,,,UGA
Lcapito,772,,14,2017,6/26/17,3.47,,,,UGA
Lcapito,773,,5,2017,6/27/17,5.02,,dead 7/7,yes,UGA
Lcapito,774,,5,2017,6/28/17,5.17,,tail; dead 7/6,yes,UGA
Lcapito,775,,5,2017,6/28/17,4.78,,tail ,,UGA
Lcapito,776,,5,2017,6/28/17,4.09,,,,UGA
Lcapito,777,,5,2017,6/28/17,5.17,,,,UGA
Lcapito,778,,6,2017,6/28/17,5.20,,,,UGA
Lcapito,779,,6,2017,6/28/17,4.99,,,,UGA
Lcapito,780,,6,2017,6/28/17,5.54,,,,UGA
Lcapito,781,,13,2017,6/28/17,7.07,,tail,,UGA
Lcapito,782,,14,2017,6/28/17,4.52,,,,UGA
Lcapito,783,,14,2017,6/28/17,4.34,,,,UGA
Lcapito,784,,5,2017,6/30/17,4.72,,,,UGA
Lcapito,785,,5,2017,6/30/17,4.74,,,,UGA
Lcapito,786,,8,2017,6/30/17,6.67,,,,UGA
Lcapito,787,,9,2017,6/30/17,8.83,,tail,,UGA
Lcapito,788,,14,2017,6/30/17,4.36,,,,UGA
Lcapito,789,,5,2017,7/3/17,4.57,,,,UGA
Lcapito,790,,5,2017,7/3/17,4.63,,dead 7/7,yes,UGA
Lcapito,791,,6,2017,7/3/17,5.35,,,,UGA
Lcapito,792,,6,2017,7/3/17,4.90,,,,UGA
Lcapito,793,,6,2017,7/3/17,5.87,,,,UGA
Lcapito,794,,14,2017,7/3/17,4.45,,1 cm tail,,UGA
Lcapito,795,,5,2017,7/4/17,5.28,,,,UGA
Lcapito,796,,6,2017,7/4/17,6.26,,,,UGA
Lcapito,797,,6,2017,7/4/17,4.54,,,,UGA
Lcapito,798,,14,2017,7/5/17,4.08,,,,UGA
Lcapito,799,,12,2017,7/5/17,8.67,,,,UGA
Lcapito,780,,6,2017,7/5/17,4.07,,,,UGA
Lcapito,781,,6,2017,7/5/17,5.63,,,,UGA
Lcapito,782,,8,2017,7/5/17,2.98,,,,UGA
Lcapito,783,,14,2017,7/5/17,4.04,,1 cm tail,,UGA
Lcapito,784,,18,2017,7/5/17,4.73,,0.5 cm tail,,UGA
Lcapito,785,,18,2017,7/7/17,4.50,,,,UGA
Lcapito,786,,18,2017,7/7/17,4.83,,long tail,,UGA
Lcapito,787,,3,2017,7/9/17,6.69,,,,UGA
Lcapito,788,,6,2017,7/9/17,6.25,,,,UGA
Lcapito,789,,14,2017,7/9/17,4.20,,,,UGA
Lcapito,790,,17,2017,7/9/17,2.86,,,,UGA
Lcapito,791,,17,2017,7/9/17,3.84,,,,UGA
Lcapito,792,,18,2017,7/9/17,N/A,,,,UGA
Lcapito,793,,14,2017,7/10/17,5.01,,tail bud,,UGA
Lcapito,794,,14,2017,7/10/17,4.53,,tail bud,,UGA
Lcapito,795,,17,2017,7/10/17,3.83,,tail bud,,UGA
Lcapito,796,,18,2017,7/10/17,5.52,,,,UGA
Lcapito,797,,8,2017,7/11/17,5.15,,tail,,UGA
Lcapito,798,,17,2017,7/11/17,4.18,,dead 7/21,yes,UGA
Lcapito,799,,14,2017,7/11/17,5.65,,no left eye,,UGA
Lcapito,800,,6,2017,7/12/17,5.86,,tail,,UGA
Lcapito,801,,17,2017,7/12/17,3.70,,tail,,UGA
Lcapito,802,,3,2017,7/14/17,4.72,,,,UGA
Lcapito,803,,3,2017,7/14/17,4.42,,tail,,UGA
Lcapito,804,,8,2017,7/14/17,4.30,,,,UGA
Lcapito,805,,8,2017,7/14/17,4.96,,tail,,UGA
Lcapito,806,,8,2017,7/14/17,4.63,,tail,,UGA
Lcapito,807,,18,2017,7/14/17,4.05,,,,UGA
Lcapito,808,,18,2017,7/14/17,4.55,,,,UGA
Lcapito,809,,8,2017,7/16/17,4.59,,tail,,UGA
Lcapito,810,,17,2017,7/16/17,4.85,,tail,,UGA
Lcapito,811,,17,2017,7/16/17,3.52,,,,UGA
Lcapito,812,,17,2017,7/16/17,5.18,,,,UGA
Lcapito,813,,18,2017,7/17/17,3.58,,,,UGA
Lcapito,814,,19,2017,7/19/17,4.56,,tail,,UGA
Lcapito,815,,17,2017,7/24/17,4.23,,tail,,UGA
Lcapito,816,,17,2017,7/24/17,3.58,,,,UGA
Lcapito,817,,17,2017,7/24/17,4.50,,,,UGA
Lcapito,818,,17,2017,7/26/17,3.89,,tail,,UGA
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
