Species,ID_No,Tank_Density,Tank,Year,Date.metamorphosed,Mass.g.metamorphosed,Mass_at_meta_g,Mark,Fate.comments
Lcaptio,488,,9,2015,7/12/15,2.34,,,
Lcaptio,489,,10,2015,7/12/15,2.21,,,
Lcaptio,490,,12,2015,7/12/15,3.22,2.56,,
Lcaptio,491,,5,2015,7/12/15,3.36,,,
Lcaptio,492,,5,2015,7/12/15,3.56,2.87,,
Lcaptio,493,,5,2015,7/12/15,2.79,,,
Lcaptio,494,,5,2015,7/12/15,2.55,,,
Lcaptio,495,,5,2015,7/12/15,2.96,,,
Lcaptio,496,,5,2015,7/12/15,NA,,,Dead in tank
Lcaptio,497,,10,2015,7/12/15,NA,,,Dead in tank
Lcaptio,498,,10,2015,7/12/15,NA,,,Dead in tank
Lcaptio,499,,9,2015,7/12/15,NA,,,Dead in tank
Lcaptio,500,,11,2015,7/12/15,NA,,,Dead in tank
Lcaptio,501,,11,2015,7/13/15,NA,,,Dead in tank
Lcaptio,502,,1,2015,7/13/15,4.37,4.72,,
Lcaptio,503,,1,2015,7/13/15,4.84,4.4,,
Lcaptio,504,,1,2015,7/13/15,4.23,3.61,,
Lcaptio,505,,1,2015,7/13/15,4.63,4.02,,
Lcaptio,506,,3,2015,7/13/15,3.99,,,
Lcaptio,507,,4,2015,7/13/15,NA,,,Dead in tank
Lcaptio,508,,4,2015,7/13/15,2.62,,,
Lcaptio,509,,4,2015,7/13/15,4.02,3.4,,
Lcaptio,510,,6,2015,7/13/15,2.67,,,
Lcaptio,511,,6,2015,7/13/15,2.16,,,
Lcaptio,512,,10,2015,7/13/15,NA,,,Dead in tank
Lcaptio,513,,8,2015,7/13/15,4.6,3.96,,
Lcaptio,514,,5,2015,7/13/15,3.16,,,
Lcaptio,515,,5,2015,7/13/15,2.84,,,
Lcaptio,516,,5,2015,7/13/15,3.53,2.98,,
Lcaptio,517,,11,2015,7/13/15,6.32,,,
Lcaptio,518,,11,2015,7/13/15,5.39,4.9,,
Lcaptio,519,,7,2015,7/13/15,4.57,,,
Lcaptio,520,,7,2015,7/13/15,3.95,4,,
Lcaptio,521,,7,2015,7/13/15,3.69,,,
Lcaptio,522,,7,2015,7/13/15,3.97,,,
Lcaptio,523,,1,2015,7/14/15,3.73,,,
Lcaptio,524,,6,2015,7/14/15,2.64,,,
Lcaptio,525,,10,2015,7/14/15,2.95,,,
Lcaptio,526,,10,2015,7/14/15,2.64,,,
Lcaptio,527,,10,2015,7/14/15,2.7,,,
Lcaptio,528,,10,2015,7/14/15,3.1,2.81,,
Lcaptio,529,,10,2015,7/14/15,2.79,,,
Lcaptio,530,,8,2015,7/14/15,NA,,,Dead in tank
Lcaptio,531,,12,2015,7/14/15,3.17,,,
Lcaptio,532,,12,2015,7/14/15,2.68,,,
Lcaptio,533,,7,2015,7/14/15,4.02,,,
Lcaptio,534,,7,2015,7/14/15,4.17,,,
Lcaptio,535,,5,2015,7/14/15,3.27,,,
Lcaptio,536,,5,2015,7/14/15,3.12,2.82,,
Lcaptio,537,,5,2015,7/14/15,4.02,3.42,,
Lcaptio,538,,5,2015,7/14/15,3.74,3.12,,
Lcaptio,539,,1,2015,7/15/15,5.82,,,
Lcaptio,540,,3,2015,7/15/15,4.93,,,
Lcaptio,541,,4,2015,7/15/15,3.12,2.68,,
Lcaptio,542,,6,2015,7/15/15,2.87,,,
Lcaptio,543,,6,2015,7/15/15,3.87,,,
Lcaptio,544,,6,2015,7/15/15,3.12,,,
Lcaptio,545,,6,2015,7/15/15,2.73,,,
Lcaptio,546,,8,2015,7/15/15,3.15,,,
Lcaptio,547,,9,2015,7/15/15,3.15,,,
Lcaptio,548,,9,2015,7/15/15,3.4,,,
Lcaptio,549,,9,2015,7/15/15,3.02,2.63,,
Lcaptio,550,,9,2015,7/15/15,2.49,,,
Lcaptio,551,,9,2015,7/15/15,2.69,,,
Lcaptio,552,,10,2015,7/15/15,3.11,3.62,,
Lcaptio,553,,7,2015,7/15/15,NA,,,Dead in tank
Lcaptio,554,,5,2015,7/15/15,3.47,,,
Lcaptio,555,,5,2015,7/15/15,3.5,,,
Lcaptio,556,,5,2015,7/15/15,4.05,3.72,,
Lcaptio,557,,5,2015,7/15/15,2.97,,,
Lcaptio,558,,11,2015,7/15/15,5.33,,,
Lcaptio,559,,1,2015,7/16/15,5.6,,,
Lcaptio,560,,NA,2015,7/16/15,4.39,4.52,,
Lcaptio,561,,3,2015,7/16/15,5.9,,,
Lcaptio,562,,3,2015,7/16/15,5.22,,,
Lcaptio,563,,4,2015,7/16/15,4.65,,,
Lcaptio,564,,7,2015,7/16/15,5.1,,,
Lcaptio,565,,10,2015,7/16/15,3.11,2.68,,
Lcaptio,566,,11,2015,7/16/15,6.13,,,
Lcaptio,567,,5,2015,7/17/15,3.63,,,
Lcaptio,568,,5,2015,7/17/15,2.93,,,
Lcaptio,569,,7,2015,7/17/15,4.85,,,
Lcaptio,570,,8,2015,7/17/15,3.51,,,
Lcaptio,571,,8,2015,7/17/15,3.65,,,
Lcaptio,572,,7,2015,7/17/15,4.19,,,
Lcaptio,573,,9,2015,7/17/15,NA,,,Dead in tank
Lcaptio,574,,9,2015,7/17/15,3.31,,,
Lcaptio,575,,9,2015,7/17/15,3.01,2.77,,
Lcaptio,576,,9,2015,7/17/15,2.64,,,
Lcaptio,577,,10,2015,7/17/15,3.79,,,
Lcaptio,578,,12,2015,7/17/15,3.62,,,
Lcaptio,579,,12,2015,7/17/15,2.68,,,
Lcaptio,580,,12,2015,7/17/15,2.43,,,
Lcaptio,581,,4,2015,7/18/15,NA,,,Dead in tank
Lcaptio,582,,4,2015,7/18/15,4.23,,,
Lcaptio,583,,4,2015,7/18/15,5,,,
Lcaptio,584,,4,2015,7/18/15,3.84,,,
Lcaptio,585,,4,2015,7/18/15,3.97,,,
Lcaptio,586,,1,2015,7/18/15,4.93,,,
Lcaptio,587,,1,2015,7/18/15,5.76,,,
Lcaptio,588,,2,2015,7/18/15,6.13,,,
Lcaptio,589,,10,2015,7/18/15,NA,,,Dead in tank
Lcaptio,590,,10,2015,7/18/15,4.23,3.92,,
Lcaptio,591,,9,2015,7/18/15,2.43,,,
Lcaptio,592,,9,2015,7/18/15,2.89,,,
Lcaptio,593,,9,2015,7/18/15,3.58,,,
Lcaptio,594,,9,2015,7/18/15,3.25,,,
Lcaptio,595,,9,2015,7/18/15,3.14,2.93,,
Lcaptio,596,,6,2015,7/18/15,3.35,,,
Lcaptio,597,,6,2015,7/18/15,3.48,,,
Lcaptio,598,,6,2015,7/18/15,2.57,,,
Lcaptio,599,,6,2015,7/18/15,3.58,,,
Lcaptio,600,,6,2015,7/18/15,3.61,,,
Lcaptio,601,,6,2015,7/18/15,3.31,,,
Lcaptio,602,,12,2015,7/18/15,3.75,,,
Lcaptio,603,,12,2015,7/18/15,4.24,,,
Lcaptio,604,,8,2015,7/18/15,3.38,,,
Lcaptio,605,,11,2015,7/18/15,5.05,,,
Lcaptio,606,,11,2015,7/18/15,5.52,,,
Lcaptio,607,,11,2015,7/18/15,4.98,,,
Lcaptio,608,,5,2015,7/18/15,3.43,,,
Lcaptio,609,,5,2015,7/18/15,3.72,,,
Lcaptio,610,,5,2015,7/18/15,3.39,,,
Lcaptio,611,,7,2015,7/18/15,5.2,,,
Lcaptio,612,,7,2015,7/18/15,5.07,,,
Lcaptio,613,,8,2015,7/19/15,NA,,,Dead in tank
Lcaptio,614,,8,2015,7/19/15,4.75,,,
Lcaptio,615,,9,2015,7/19/15,3.58,3.33,,
Lcaptio,616,,9,2015,7/19/15,3.09,,,
Lcaptio,617,,9,2015,7/19/15,7.65,,,
Lcaptio,618,,10,2015,7/19/15,3.55,,,
Lcaptio,619,,10,2015,7/19/15,3.27,,,
Lcaptio,620,,6,2015,7/19/15,NA,,,Dead in tank
Lcaptio,621,,6,2015,7/19/15,NA,,,Dead in tank
Lcaptio,622,,6,2015,7/19/15,NA,,,Dead in tank
Lcaptio,623,,3,2015,7/19/15,6.85,,,
Lcaptio,624,,6,2015,7/19/15,3.51,,,
Lcaptio,625,,6,2015,7/19/15,2.52,,,
Lcaptio,626,,6,2015,7/19/15,4.02,,,
Lcaptio,627,,6,2015,7/19/15,3.3,,,
Lcaptio,628,,12,2015,7/19/15,3.01,,,
Lcaptio,629,,12,2015,7/19/15,4.44,,,
Lcaptio,630,,4,2015,7/19/15,4.57,,,
Lcaptio,631,,4,2015,7/19/15,3.54,,,
Lcaptio,632,,4,2015,7/19/15,4.25,,,
Lcaptio,633,,5,2015,7/19/15,4.51,,,
Lcaptio,634,,5,2015,7/19/15,3.59,,,
Lcaptio,635,,5,2015,7/19/15,3.68,,,
Lcaptio,636,,5,2015,7/19/15,3.96,,,
Lcaptio,637,,7,2015,7/19/15,5.72,,,
Lcaptio,638,,7,2015,7/19/15,4.82,,,
Lcaptio,639,,4,2015,7/20/15,4.16,,,
Lcaptio,640,,6,2015,7/20/15,3.31,,,
Lcaptio,641,,6,2015,7/20/15,3.05,,,
Lcaptio,642,,6,2015,7/20/15,NA,,,Dead in tank
Lcaptio,643,,6,2015,7/20/15,NA,,,Dead in tank
Lcaptio,644,,5,2015,7/20/15,2.93,,,
Lcaptio,645,,12,2015,7/20/15,NA,,,Dead in tank
Lcaptio,646,,12,2015,7/20/15,NA,,,Dead in tank
Lcaptio,647,,12,2015,7/20/15,3.49,,,
Lcaptio,648,,6,2015,7/21/15,NA,,,Dead in tank
Lcaptio,649,,1,2015,7/21/15,4.63,,,
Lcaptio,650,,7,2015,7/21/15,5.67,,,
Lcaptio,651,,9,2015,7/21/15,3.46,,,
Lcaptio,652,,9,2015,7/21/15,3.01,,,
Lcaptio,653,,12,2015,7/21/15,3.51,,,
Lcaptio,654,,12,2015,7/21/15,4.34,,,
Lcaptio,655,,4,2015,7/22/15,4.68,,,
Lcaptio,656,,5,2015,7/22/15,4.09,,,
Lcaptio,657,,6,2015,7/22/15,3.21,,,
Lcaptio,658,,6,2015,7/22/15,3.06,,,
Lcaptio,659,,6,2015,7/22/15,3.18,,,
Lcaptio,660,,7,2015,7/22/15,5.38,,,
Lcaptio,661,,7,2015,7/22/15,4.12,,,
Lcaptio,662,,7,2015,7/22/15,5.31,,,
Lcaptio,663,,8,2015,7/22/15,3.14,,,
Lcaptio,664,,9,2015,7/22/15,2.71,,,
Lcaptio,665,,9,2015,7/22/15,2.93,,,
Lcaptio,666,,10,2015,7/22/15,NA,,,Dead in tank
Lcaptio,667,,10,2015,7/22/15,3.64,,,
Lcaptio,668,,10,2015,7/23/15,NA,,,Dead in tank
Lcaptio,669,,5,2015,7/23/15,3.99,,,
Lcaptio,670,,4,2015,7/23/15,2.62,,,
Lcaptio,671,,6,2015,7/23/15,2.56,,,
Lcaptio,672,,8,2015,7/23/15,4.4,,,
Lcaptio,673,,8,2015,7/23/15,4.72,,,
Lcaptio,674,,8,2015,7/23/15,3.72,,,
Lcaptio,675,,8,2015,7/23/15,3.52,,,
Lcaptio,676,,9,2015,7/23/15,4.22,,,
Lcaptio,677,,9,2015,7/23/15,3.29,,,
Lcaptio,678,,10,2015,7/23/15,3.64,,,
Lcaptio,679,,12,2015,7/23/15,3.17,,,
Lcaptio,680,,12,2015,7/23/15,3.46,,,
Lcaptio,681,,12,2015,7/24/15,NA,,,Dead in tank
Lcaptio,682,,6,2015,7/24/15,NA,,,Dead in tank
Lcaptio,683,,12,2015,7/24/15,3.74,,,
Lcaptio,684,,12,2015,7/24/15,3.59,,,
Lcaptio,685,,10,2015,7/24/15,2.78,,,
Lcaptio,686,,8,2015,7/24/15,3.62,,,
Lcaptio,687,,6,2015,7/24/15,2.64,,,
Lcaptio,688,,8,2015,7/24/15,4.6,,,
Lcaptio,689,,7,2015,7/24/15,5.33,,,
Lcaptio,690,,6,2015,7/24/15,3.72,,,
Lcaptio,691,,7,2015,7/24/15,5.5,,,
Lcaptio,692,,6,2015,7/24/15,3.86,,,
Lcaptio,693,,4,2015,7/24/15,3.8,,,
Lcaptio,694,,5,2015,7/24/15,NA,,,Dead in tank
Lcaptio,695,,4,2015,7/25/15,NA,,,Dead in tank
Lcaptio,696,,4,2015,7/25/15,3.63,,,
Lcaptio,697,,5,2015,7/25/15,3.69,,,
Lcaptio,698,,5,2015,7/25/15,3.52,,,
Lcaptio,699,,5,2015,7/25/15,3.96,,,
Lcaptio,700,,5,2015,7/25/15,3.53,,,
Lcaptio,701,,6,2015,7/25/15,2.77,,,
Lcaptio,702,,6,2015,7/25/15,2.86,,,
Lcaptio,703,,6,2015,7/25/15,3.02,,,
Lcaptio,704,,8,2015,7/25/15,4.13,,,
Lcaptio,705,,8,2015,7/25/15,3.76,,,
Lcaptio,706,,8,2015,7/25/15,3.73,,,
Lcaptio,707,,9,2015,7/25/15,3.11,,,
Lcaptio,708,,9,2015,7/25/15,2.23,,,
Lcaptio,709,,12,2015,7/25/15,4.34,,,
Lcaptio,710,,12,2015,7/25/15,3.14,,,
Lcaptio,711,,12,2015,7/25/15,3.97,,,
Lcaptio,712,,12,2015,7/25/15,4.63,,,
Lcaptio,713,,12,2015,7/25/15,4.37,,,
Lcaptio,714,,5,2015,7/26/15,NA,,,Dead in tank
Lcaptio,715,,8,2015,7/26/15,NA,,,Dead in tank
Lcaptio,716,,8,2015,7/26/15,NA,,,Dead in tank
Lcaptio,717,,12,2015,7/26/15,NA,,,Dead in tank
Lcaptio,718,,12,2015,7/26/15,2.59,,,
Lcaptio,719,,12,2015,7/26/15,3.33,,,
Lcaptio,720,,10,2015,7/26/15,2.67,,,
Lcaptio,721,,9,2015,7/26/15,3.61,,,
Lcaptio,722,,8,2015,7/26/15,4.09,,,
Lcaptio,723,,8,2015,7/26/15,4.41,,,
Lcaptio,724,,8,2015,7/26/15,4.76,,,
Lcaptio,725,,8,2015,7/26/15,3.5,,,
Lcaptio,726,,7,2015,7/26/15,3.78,,,
Lcaptio,727,,6,2015,7/26/15,2.63,,,
Lcaptio,728,,6,2015,7/26/15,2.51,,,
Lcaptio,729,,5,2015,7/26/15,5,,,
Lcaptio,730,,4,2015,7/26/15,4.3,,,
Lcaptio,731,,4,2015,7/26/15,4.21,,,
Lcaptio,732,,4,2015,7/26/15,5.09,,,
Lcaptio,733,,4,2015,7/27/15,4.09,,,
Lcaptio,734,,7,2015,7/27/15,5.19,,,
Lcaptio,735,,1,2015,7/27/15,3.94,,,
Lcaptio,736,,4,2015,7/27/15,3.5,,,
Lcaptio,737,,5,2015,7/27/15,NA,,,Dead in tank
Lcaptio,738,,5,2015,7/27/15,NA,,,Dead in tank
Lcaptio,739,,6,2015,7/27/15,4.46,,,
Lcaptio,740,,6,2015,7/27/15,4.24,,,
Lcaptio,741,,5,2015,7/27/15,4.65,,,
Lcaptio,742,,5,2015,7/27/15,3.99,,,
Lcaptio,743,,5,2015,7/27/15,4.74,,,
Lcaptio,744,,4,2015,7/27/15,5.75,,,
Lcaptio,745,,6,2015,7/27/15,4.79,,,
Lcaptio,746,,7,2015,7/27/15,6.94,,,
Lcaptio,747,,7,2015,7/27/15,5.61,,,
Lcaptio,748,,7,2015,7/27/15,6.51,,,
Lcaptio,749,,8,2015,7/27/15,4,,,
Lcaptio,750,,9,2015,7/27/15,3.86,,,
Lcaptio,751,,8,2015,7/27/15,NA,,,Dead in tank
Lcaptio,752,,9,2015,7/27/15,3.6,,,
Lcaptio,753,,9,2015,7/27/15,3.56,,,
Lcaptio,754,,9,2015,7/27/15,4,,,
Lcaptio,755,,9,2015,7/27/15,3.59,,,
Lcaptio,756,,9,2015,7/27/15,4.04,,,
Lcaptio,757,,9,2015,7/27/15,4.77,,,
Lcaptio,758,,9,2015,7/27/15,4.51,,,
Lcaptio,759,,9,2015,7/27/15,4.23,,,
Lcaptio,760,,9,2015,7/27/15,3.8,,,
Lcaptio,761,,9,2015,7/27/15,3.57,,,
Lcaptio,762,,8,2015,7/27/15,3.92,,,
Lcaptio,763,,9,2015,7/27/15,4.1,,,
Lcaptio,764,,9,2015,7/27/15,4.91,,,
Lcaptio,765,,10,2015,7/27/15,4.82,,,
Lcaptio,766,,10,2015,7/27/15,4.7,,,
Lcaptio,767,,10,2015,7/27/15,3.47,,,
Lcaptio,768,,10,2015,7/27/15,5,,,
Lcaptio,769,,10,2015,7/27/15,3.64,,,
Lcaptio,770,,10,2015,7/27/15,4.93,,,
Lcaptio,771,,10,2015,7/27/15,4.4,,,
Lcaptio,772,,10,2015,7/27/15,4.03,,,
Lcaptio,773,,12,2015,7/27/15,3.47,,,
Lcaptio,774,,12,2015,7/27/15,3.68,,,
Lcaptio,775,,12,2015,7/27/15,3.67,,,
Lcaptio,776,,12,2015,7/27/15,3.35,,,
Lcaptio,777,,12,2015,7/27/15,,,,tail
Lcaptio,778,,4,2015,7/28/15,5.33,,,
Lcaptio,779,,4,2015,7/28/15,NA,,,Dead in tank
Lcaptio,780,,6,2015,7/28/15,NA,,,Dead in tank
Lcaptio,781,,8,2015,7/28/15,4.6,,,
Lcaptio,782,,8,2015,7/28/15,,,,tail
Lcaptio,783,,10,2015,7/28/15,4.4,,,
Lcaptio,784,,4,2015,7/28/15,4.58,,,
Lcaptio,785,,10,2015,7/28/15,5.06,,,
Lcaptio,786,,9,2015,7/28/15,,,,tail
Lcaptio,787,,9,2015,7/28/15,,,,tail
Lcaptio,788,,9,2015,7/28/15,,,,tail
Lcaptio,789,,9,2015,7/28/15,,,,tail
Lcaptio,790,,8,2015,7/28/15,,,,tail
Lcaptio,791,,5,2015,7/28/15,4.53,,,
Lcaptio,792,,8,2015,7/28/15,5,,,
Lcaptio,793,,7,2015,7/28/15,6.67,,,
Lcaptio,794,,7,2015,7/28/15,6.66,,,
Lcaptio,795,,12,2015,7/28/15,,,,tail
Lcaptio,796,,12,2015,7/28/15,4.08,,,
Lcaptio,797,,12,2015,7/28/15,,,,tail
Lcaptio,798,,8,2015,7/28/15,NA,,,Dead in tank
Lcaptio,799,,4,2015,7/28/15,5.98,,,
Lcaptio,800,,5,2015,7/28/15,4.2,,,
Lcaptio,801,,5,2015,7/28/15,4.51,,,
Lcaptio,802,,7,2015,7/28/15,,,,tail
Lcaptio,803,,7,2015,7/28/15,,,,tail
Lcaptio,804,,9,2015,7/28/15,3.1,,,
Lcaptio,805,,9,2015,7/28/15,NA,,,Dead in tank
Lcaptio,806,,9,2015,7/28/15,,,,tail
Lcaptio,807,,9,2015,7/28/15,,,,tail
Lcaptio,808,,8,2015,7/28/15,5.5,,,
Lcaptio,809,,12,2015,7/28/15,3.67,,,
Lcaptio,810,,12,2015,7/28/15,4.22,,,
