ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Facility,Other - Facility,Tank,Other - Tank,Mass,Mark,Notes,x,y
337,33c2cd4a-229a-4cce-b215-06fb23f45887,6/19/2024 1:50:51 PM,cjn07548_USG,6/19/2024 1:50:51 PM,cjn07548_USG,6/19/2024 1:47:00 PM,Corrie Navis,,UGA,,6,,4.68,,,-83.3577116797468,33.8908280148182
338,974ac37c-87da-41f8-804a-3f75583d6a51,6/19/2024 1:50:59 PM,cjn07548_USG,6/19/2024 1:50:59 PM,cjn07548_USG,6/19/2024 1:48:00 PM,Corrie Navis,,UGA,,6,,4.25,,,-83.3576916354378,33.8908043402217
339,587d3541-10ab-41ff-bdb9-3d27ab00396e,6/19/2024 1:52:31 PM,cjn07548_USG,6/19/2024 1:52:31 PM,cjn07548_USG,6/19/2024 1:51:00 PM,Corrie Navis,,UGA,,24,,5.48,,,-83.3577389886138,33.8907440787468
340,567dc957-f308-45b6-8104-26465d325982,6/19/2024 1:52:32 PM,cjn07548_USG,6/19/2024 1:52:32 PM,cjn07548_USG,6/19/2024 1:51:00 PM,Corrie Navis,,UGA,,24,,6.05,,,-83.3576852635255,33.8907878372685
341,63470cfe-6cba-4c20-86bc-c5f9932c0aae,6/19/2024 2:13:54 PM,cjn07548_USG,6/19/2024 2:13:54 PM,cjn07548_USG,6/19/2024 1:52:00 PM,Corrie Navis,,UGA,,1,,6.3,,,-83.3576936797638,33.8907835194404
342,cdba430e-c91e-4341-9d63-9710d939d855,6/19/2024 2:13:54 PM,cjn07548_USG,6/19/2024 2:13:54 PM,cjn07548_USG,6/19/2024 2:12:00 PM,Corrie Navis,,UGA,,1,,6.53,,,-83.3576822638517,33.8908096620561
343,9f139d49-7d2e-48b9-96b5-b72fa335b7e8,6/19/2024 2:13:55 PM,cjn07548_USG,6/19/2024 2:13:55 PM,cjn07548_USG,6/19/2024 2:13:00 PM,Corrie Navis,,UGA,,1,,6.71,,,-83.3577460615816,33.890836332322
344,a44b623e-2a8e-4f12-beae-634750bc5f5f,6/19/2024 2:13:56 PM,cjn07548_USG,6/19/2024 2:13:56 PM,cjn07548_USG,6/19/2024 2:13:00 PM,Corrie Navis,,UGA,,1,,6.5,,,-83.3577387567494,33.8908253509898
345,f823b548-93a4-4707-bd28-11fa48c2eb79,6/19/2024 2:17:39 PM,cjn07548_USG,6/19/2024 2:17:39 PM,cjn07548_USG,6/19/2024 2:14:00 PM,Corrie Navis,,UGA,,17,,5.43,,,-83.3576819552008,33.8907908856635
346,48c0bd32-499a-4e61-b13a-a916af6a1206,6/19/2024 2:17:39 PM,cjn07548_USG,6/19/2024 2:17:39 PM,cjn07548_USG,6/19/2024 2:14:00 PM,Corrie Navis,,UGA,,17,,4.73,,,-83.3577273600791,33.890812164671
347,5c30e20a-f650-4f22-a45a-3e1020b95baa,6/19/2024 2:17:41 PM,cjn07548_USG,6/19/2024 2:17:41 PM,cjn07548_USG,6/19/2024 2:15:00 PM,Corrie Navis,,UGA,,17,,4.81,,,-83.3577395363265,33.8908411760491
348,ee1a5c66-0ff0-40ae-94f0-737d32567aab,6/19/2024 2:17:42 PM,cjn07548_USG,6/19/2024 2:17:42 PM,cjn07548_USG,6/19/2024 2:16:00 PM,Corrie Navis,,UGA,,17,,4.36,,,-83.3577404437186,33.890810814518
349,d8f2b65c-5160-4d62-af0b-fb014498fe67,6/19/2024 2:17:43 PM,cjn07548_USG,6/19/2024 2:17:43 PM,cjn07548_USG,6/19/2024 2:16:00 PM,Corrie Navis,,UGA,,17,,5.76,,,-83.3577466863599,33.8908305246214
350,83d416cf-b5d8-4c3d-b3f0-cf2058b23772,6/19/2024 2:17:44 PM,cjn07548_USG,6/19/2024 2:17:44 PM,cjn07548_USG,6/19/2024 2:16:00 PM,Corrie Navis,,UGA,,17,,5.12,,,-83.3577505970765,33.89079930794
351,d2487a7b-4254-437f-bef7-c9a21fd82387,6/19/2024 2:17:45 PM,cjn07548_USG,6/19/2024 2:17:45 PM,cjn07548_USG,6/19/2024 2:17:00 PM,Corrie Navis,,UGA,,17,,4.83,,,-83.3577435676758,33.8907596442505
352,5e7fb32c-198a-4ded-879f-be5401106954,6/19/2024 2:18:54 PM,cjn07548_USG,6/19/2024 2:18:54 PM,cjn07548_USG,6/19/2024 2:18:00 PM,Corrie Navis,,UGA,,16,,5.76,,,-83.3576788564271,33.8908194956153
353,c06dadb3-8dda-4491-8dcb-be67a922bbd1,6/19/2024 2:18:55 PM,cjn07548_USG,6/19/2024 2:18:55 PM,cjn07548_USG,6/19/2024 2:18:00 PM,Corrie Navis,,UGA,,16,,5.24,,,-83.3576482461057,33.890786205619
354,45b61df7-3b82-4abd-afa3-bb59d223debc,6/19/2024 2:18:56 PM,cjn07548_USG,6/19/2024 2:18:56 PM,cjn07548_USG,6/19/2024 2:18:00 PM,Corrie Navis,,UGA,,16,,4.57,,,-83.3576627938864,33.890782904587
355,d68d170b-8657-4227-a127-e4a71a1199c5,6/19/2024 2:19:23 PM,cjn07548_USG,6/19/2024 2:19:23 PM,cjn07548_USG,6/19/2024 2:19:00 PM,Corrie Navis,,UGA,,21,,3.52,,,-83.3575934646624,33.8907703474588
356,53f26942-766b-4445-ab81-4ff15f810d12,6/19/2024 2:20:24 PM,cjn07548_USG,6/19/2024 2:20:24 PM,cjn07548_USG,6/19/2024 2:19:00 PM,Corrie Navis,,UGA,,23,,6.57,,,-83.3576782127062,33.8907834404381
357,e874453f-d5d5-4dfe-9d42-1b5f672008bf,6/19/2024 2:20:24 PM,cjn07548_USG,6/19/2024 2:20:24 PM,cjn07548_USG,6/19/2024 2:19:00 PM,Corrie Navis,,UGA,,23,,4.97,,,-83.3576622429697,33.8907751321829
358,36ef7a58-00ba-4b27-9091-b3b87037d6a6,6/19/2024 2:21:05 PM,cjn07548_USG,6/19/2024 2:21:05 PM,cjn07548_USG,6/19/2024 2:20:00 PM,Corrie Navis,,UGA,,12,,5.79,,,-83.3576613010525,33.8908065565385
359,de4bc09f-9d8d-479f-8263-57d8b09c05e7,6/19/2024 2:21:06 PM,cjn07548_USG,6/19/2024 2:21:06 PM,cjn07548_USG,6/19/2024 2:20:00 PM,Corrie Navis,,UGA,,12,,4.72,,,-83.3576702619738,33.8907878226672
360,1b119e01-8b72-4c10-9c9c-cd20b7105451,6/19/2024 2:23:38 PM,cjn07548_USG,6/19/2024 2:23:38 PM,cjn07548_USG,6/19/2024 2:21:00 PM,Corrie Navis,,UGA,,13,,3.47,,,-83.3576785601224,33.8907901283905
361,6cfab308-1c2a-4c44-8044-6ee7416cb28a,6/19/2024 2:23:38 PM,cjn07548_USG,6/19/2024 2:23:38 PM,cjn07548_USG,6/19/2024 2:22:00 PM,Corrie Navis,,UGA,,13,,4.45,,,-83.3576770970862,33.8907905647243
362,eeb92206-bdb8-4fac-adae-ca109c755877,6/19/2024 2:23:39 PM,cjn07548_USG,6/19/2024 2:23:39 PM,cjn07548_USG,6/19/2024 2:22:00 PM,Corrie Navis,,UGA,,22,,4.88,,,-83.3576239876122,33.8908031673401
363,0202603e-e6f9-4330-9c1e-a866f6223611,6/19/2024 2:23:40 PM,cjn07548_USG,6/19/2024 2:23:40 PM,cjn07548_USG,6/19/2024 2:23:00 PM,Corrie Navis,,UGA,,22,,6.13,,,-83.3576839739621,33.890795684308
364,100a3a9c-3f99-46a4-8c8b-fd659f062b83,6/19/2024 2:25:19 PM,cjn07548_USG,6/19/2024 2:25:19 PM,cjn07548_USG,6/19/2024 2:23:00 PM,Corrie Navis,,UGA,,2,,4.38,,,-83.3576816932742,33.8908124182803
365,736bbea6-da34-48c9-9e45-726980146435,6/19/2024 2:25:20 PM,cjn07548_USG,6/19/2024 2:25:20 PM,cjn07548_USG,6/19/2024 2:24:00 PM,Corrie Navis,,UGA,,2,,3.61,,,-83.3577706537662,33.8908181211816
366,ceff7887-8d01-4aaf-bea8-b45961cbcb20,6/19/2024 2:25:20 PM,cjn07548_USG,6/19/2024 2:25:20 PM,cjn07548_USG,6/19/2024 2:25:00 PM,Corrie Navis,,UGA,,2,,4.24,,,-83.3576446852273,33.8908059368944
367,710fe4a7-9e2e-480c-9253-c81c9efff9e8,6/19/2024 2:26:24 PM,cjn07548_USG,6/19/2024 2:26:24 PM,cjn07548_USG,6/19/2024 2:26:00 PM,Corrie Navis,,UGA,,19,,4.91,,,-83.35767507626,33.8907840081659
368,81e492c9-1c61-4207-93db-95732321da93,6/19/2024 2:27:12 PM,cjn07548_USG,6/19/2024 2:27:12 PM,cjn07548_USG,6/19/2024 2:26:00 PM,Corrie Navis,,UGA,,25,,5.08,,,-83.3576772655843,33.8907915174826
369,1015b213-6d39-49d9-81be-9c3dc01f56e2,6/19/2024 2:27:12 PM,cjn07548_USG,6/19/2024 2:27:12 PM,cjn07548_USG,6/19/2024 2:26:00 PM,Corrie Navis,,UGA,,25,,4.17,,,-83.3576969933553,33.8908013771139
370,40381d7e-8877-4e1b-be12-054b5786b965,6/19/2024 2:28:54 PM,cjn07548_USG,6/19/2024 2:28:54 PM,cjn07548_USG,6/19/2024 2:28:00 PM,Corrie Navis,,UGA,,3,,6.78,,,-83.3576773208716,33.8907582486306
371,cbd126cf-449b-4b4d-a45e-971f798a0f9a,6/19/2024 2:31:29 PM,cjn07548_USG,6/19/2024 2:31:29 PM,cjn07548_USG,6/19/2024 2:29:00 PM,Corrie Navis,,UGA,,13,,4.36,,,-83.3576681450004,33.8908009959152
372,75cc4a07-52ad-49b1-ba84-cb9a009114a6,6/19/2024 2:31:30 PM,cjn07548_USG,6/19/2024 2:31:30 PM,cjn07548_USG,6/19/2024 2:30:00 PM,Corrie Navis,,UGA,,9,,5.29,,,-83.3576544480307,33.8908098703404
373,6fd09abd-87dc-4dc7-9b4a-d4e768999ac0,6/19/2024 2:31:31 PM,cjn07548_USG,6/19/2024 2:31:31 PM,cjn07548_USG,6/19/2024 2:30:00 PM,Corrie Navis,,UGA,,21,,5,,,-83.3576574379248,33.8908073092225
374,0f0bd142-e284-4056-b4dd-0fbea655bd65,6/19/2024 2:31:31 PM,cjn07548_USG,6/19/2024 2:31:31 PM,cjn07548_USG,6/19/2024 2:31:00 PM,Corrie Navis,,UGA,,22,,7.13,,,-83.3576773858533,33.8908055975204
375,359b4a20-091f-4014-b0f9-e400b2a46dce,6/19/2024 3:04:23 PM,cjn07548_USG,6/19/2024 3:04:23 PM,cjn07548_USG,6/19/2024 2:47:00 PM,Corrie Navis,,UGA,,10,,6.54,,,-83.357644518262,33.8907768727875
376,469ee936-d6bc-4acd-8f00-2b9ce39b8812,6/19/2024 3:04:24 PM,cjn07548_USG,6/19/2024 3:04:24 PM,cjn07548_USG,6/19/2024 2:48:00 PM,Corrie Navis,,other,,19,,6.01,,,-83.3576781603904,33.8907916626053
377,cb6e257b-2d23-4f3c-b6c2-2503f0eccb31,6/19/2024 3:04:25 PM,cjn07548_USG,6/19/2024 3:04:25 PM,cjn07548_USG,6/19/2024 3:03:00 PM,Corrie Navis,,UGA,,1,,6.06,,,-83.3577100612991,33.8908184558989
378,558a09b1-cce2-498e-92b2-0c693bbe9d3c,6/21/2024 12:01:51 PM,agc93487_USG,6/21/2024 12:01:51 PM,agc93487_USG,6/21/2024 11:58:00 AM,Andie Crenshaw,,UGA,,17,,6.3,,,-83.3576918137669,33.8907900012515
379,d0be14f6-13d8-4b1b-bbde-8961a896c013,6/21/2024 12:01:52 PM,agc93487_USG,6/21/2024 12:01:52 PM,agc93487_USG,6/21/2024 12:01:00 PM,Andie Crenshaw,,UGA,,17,,6.63,,,-83.3576908309924,33.890782593905
380,94828953-0932-44bc-b6e9-544f0b71dde8,6/21/2024 12:02:06 PM,agc93487_USG,6/21/2024 12:02:06 PM,agc93487_USG,6/21/2024 12:01:00 PM,Andie Crenshaw,,UGA,,17,,6.54,,,-83.357686714189,33.8908050769213
381,f2a24cd1-27cc-4120-bb71-91ed111c5592,6/21/2024 12:02:36 PM,agc93487_USG,6/21/2024 12:02:36 PM,agc93487_USG,6/21/2024 12:02:00 PM,Andie Crenshaw,,UGA,,17,,4.89,,,-83.3576705348987,33.8907966990127
382,7a4bd2a6-7d19-4c1e-ac31-6d878088e0d9,6/21/2024 12:03:07 PM,agc93487_USG,6/21/2024 12:03:07 PM,agc93487_USG,6/21/2024 12:02:00 PM,Andie Crenshaw,,UGA,,17,,6.67,,,-83.3576789069227,33.8907978335318
383,f47fd479-f6c2-4bdf-9151-2b06bd654498,6/21/2024 12:03:53 PM,agc93487_USG,6/21/2024 12:03:53 PM,agc93487_USG,6/21/2024 12:03:00 PM,Andie Crenshaw,,UGA,,17,,5.41,,,-83.357677355283,33.8907898330049
384,ed38beb3-0c3b-4500-bcb6-7772664d99c7,6/21/2024 12:04:17 PM,agc93487_USG,6/21/2024 12:04:17 PM,agc93487_USG,6/21/2024 12:04:00 PM,Andie Crenshaw,,UGA,,17,,5.55,,,-83.357677355283,33.8907898330049
385,ff33312f-4658-405e-8e85-4ccc02cbc9e0,6/21/2024 12:04:41 PM,agc93487_USG,6/21/2024 12:04:41 PM,agc93487_USG,6/21/2024 12:04:00 PM,Andie Crenshaw,,UGA,,17,,5.47,,,-83.357677355283,33.8907898330049
386,25cbf8f9-78ef-46f7-b9f0-fad3eed6a796,6/21/2024 12:05:15 PM,agc93487_USG,6/21/2024 12:05:15 PM,agc93487_USG,6/21/2024 12:04:00 PM,Andie Crenshaw,,UGA,,17,,5.53,,,-83.357677355283,33.8907898330049
387,e0277e96-4e39-4190-8654-dd3ba018034d,6/21/2024 12:05:49 PM,agc93487_USG,6/21/2024 12:05:49 PM,agc93487_USG,6/21/2024 12:05:00 PM,Andie Crenshaw,,UGA,,17,,4.92,,,-83.357681948939,33.8908004541853
388,45ca353e-797b-43fc-9975-3d9e75a3e00e,6/21/2024 12:06:51 PM,agc93487_USG,6/21/2024 12:06:51 PM,agc93487_USG,6/21/2024 12:06:00 PM,Andie Crenshaw,,UGA,,8,,5.64,,,-83.357681948939,33.8908004541853
389,e039f6bb-568a-4e54-93ae-4d26dc0ce174,6/21/2024 12:07:29 PM,agc93487_USG,6/21/2024 12:07:29 PM,agc93487_USG,6/21/2024 12:07:00 PM,Andie Crenshaw,,UGA,,8,,4.36,,,-83.3577045706246,33.8907898322644
390,7f5344d1-eace-468a-bdf7-a4674d76562c,6/21/2024 12:08:17 PM,agc93487_USG,6/21/2024 12:08:17 PM,agc93487_USG,6/21/2024 12:07:00 PM,Andie Crenshaw,,UGA,,8,,4.96,,,-83.3577045706246,33.8907898322644
391,28b66924-64c0-4d4b-bb4d-16e673a649a4,6/21/2024 12:08:52 PM,agc93487_USG,6/21/2024 12:08:52 PM,agc93487_USG,6/21/2024 12:08:00 PM,Andie Crenshaw,,UGA,,12,,4.54,,,-83.3577045706246,33.8907898322644
392,fefa24b7-622d-4112-b823-3647f5d920c5,6/21/2024 12:12:54 PM,agc93487_USG,6/21/2024 12:12:54 PM,agc93487_USG,6/21/2024 12:12:00 PM,Andie Crenshaw,,UGA,,17,,7.42,,,-83.3576967433483,33.8907983199564
393,e3ea30c9-5f21-4a64-b437-a510d8196d64,6/21/2024 12:13:10 PM,agc93487_USG,6/21/2024 12:13:10 PM,agc93487_USG,6/21/2024 12:12:00 PM,Andie Crenshaw,,UGA,,17,,5.74,,,-83.3576967433483,33.8907983199564
394,3ec5aa16-22b8-42d9-a3de-653b366ebd21,6/21/2024 12:15:00 PM,agc93487_USG,6/21/2024 12:15:00 PM,agc93487_USG,6/21/2024 12:14:00 PM,Andie Crenshaw,,UGA,,20,,4.49,,,-83.3576743208881,33.8908128823755
395,82edae17-9622-4c61-a811-986342218e09,6/21/2024 12:18:32 PM,agc93487_USG,6/21/2024 12:18:32 PM,agc93487_USG,6/21/2024 12:17:00 PM,Andie Crenshaw,,UGA,,5,,4.91,,,-83.3576503136193,33.8907769822325
396,8d494311-6010-444c-bba7-13f8b71ce2a0,6/21/2024 12:19:11 PM,agc93487_USG,6/21/2024 12:19:11 PM,agc93487_USG,6/21/2024 12:18:00 PM,Andie Crenshaw,,UGA,,5,,5.07,,,-83.3576831059826,33.8908024716094
397,5f4e4977-b074-45e6-8acb-a51e8ac9df3d,6/21/2024 12:20:02 PM,agc93487_USG,6/21/2024 12:20:02 PM,agc93487_USG,6/21/2024 12:19:00 PM,Andie Crenshaw,,UGA,,5,,5.3,,,-83.3576831059826,33.8908024716094
398,4b78c010-af0b-4292-97a1-712b9247384a,6/21/2024 12:21:45 PM,agc93487_USG,6/21/2024 12:21:45 PM,agc93487_USG,6/21/2024 12:21:00 PM,Andie Crenshaw,,UGA,,24,,5.87,,,-83.3576831059826,33.8908024716094
399,496cbc1b-c44d-44f7-a910-1da071425550,6/21/2024 12:22:47 PM,agc93487_USG,6/21/2024 12:22:47 PM,agc93487_USG,6/21/2024 12:21:00 PM,Andie Crenshaw,,UGA,,24,,5.16,,,-83.357667937253,33.8908035444718
400,6dc27bfc-4a66-4c2d-85e5-330894f8cfc1,6/21/2024 12:23:36 PM,agc93487_USG,6/21/2024 12:23:36 PM,agc93487_USG,6/21/2024 12:23:00 PM,Andie Crenshaw,,UGA,,23,,5.51,,,-83.357667937253,33.8908035444718
401,dae1228f-d65b-421c-b629-620c6261a529,6/21/2024 12:24:17 PM,agc93487_USG,6/21/2024 12:24:17 PM,agc93487_USG,6/21/2024 12:23:00 PM,Andie Crenshaw,,UGA,,23,,5.24,,,-83.357667937253,33.8908035444718
402,9ef39ca0-2b3d-420d-b2dd-c13d372c548b,6/21/2024 12:24:39 PM,agc93487_USG,6/21/2024 12:24:39 PM,agc93487_USG,6/21/2024 12:24:00 PM,Andie Crenshaw,,UGA,,23,,5.21,,,-83.357667937253,33.8908035444718
403,6a75d336-6996-4c8f-8203-657f5ef52fa1,6/21/2024 12:25:02 PM,agc93487_USG,6/21/2024 12:25:02 PM,agc93487_USG,6/21/2024 12:24:00 PM,Andie Crenshaw,,UGA,,23,,5.24,,,-83.357667937253,33.8908035444718
404,60235052-b5c1-46c6-88bb-e26e6317fdd6,6/21/2024 12:25:18 PM,agc93487_USG,6/21/2024 12:25:18 PM,agc93487_USG,6/21/2024 12:25:00 PM,Andie Crenshaw,,UGA,,23,,4.28,,,-83.357667937253,33.8908035444718
405,777d1f29-a021-40fb-9f9e-c0a2db020633,6/21/2024 12:25:46 PM,agc93487_USG,6/21/2024 12:25:46 PM,agc93487_USG,6/21/2024 12:25:00 PM,Andie Crenshaw,,UGA,,22,,5.78,,,-83.357667937253,33.8908035444718
406,55cb63c9-726c-4346-b495-e0cefaed7324,6/21/2024 12:26:10 PM,agc93487_USG,6/21/2024 12:26:10 PM,agc93487_USG,6/21/2024 12:26:00 PM,Andie Crenshaw,,UGA,,24,,7.79,,,-83.357667937253,33.8908035444718
407,5e6ed69a-8646-42c9-acbd-19570df03c0a,6/21/2024 12:26:30 PM,agc93487_USG,6/21/2024 12:26:30 PM,agc93487_USG,6/21/2024 12:26:00 PM,Andie Crenshaw,,UGA,,22,,5.09,,,-83.357667937253,33.8908035444718
408,5143f6d5-ec4f-4aec-9ecb-7b7d0d76e641,6/21/2024 12:26:54 PM,agc93487_USG,6/21/2024 12:26:54 PM,agc93487_USG,6/21/2024 12:26:00 PM,Andie Crenshaw,,UGA,,21,,4.29,,,-83.357667937253,33.8908035444718
409,938d388e-9a43-4264-9870-68be9a7de073,6/21/2024 12:27:27 PM,agc93487_USG,6/21/2024 12:27:27 PM,agc93487_USG,6/21/2024 12:27:00 PM,Andie Crenshaw,,UGA,,21,,3.32,,,-83.357667937253,33.8908035444718
410,f2df469e-95df-4779-8245-5c872f4209a3,6/21/2024 12:27:49 PM,agc93487_USG,6/21/2024 12:27:49 PM,agc93487_USG,6/21/2024 12:27:00 PM,Andie Crenshaw,,UGA,,21,,6.14,,,-83.357667937253,33.8908035444718
411,22750f42-8727-4361-9c1f-474edb19c26a,6/21/2024 12:29:40 PM,agc93487_USG,6/21/2024 12:29:40 PM,agc93487_USG,6/21/2024 12:29:00 PM,Andie Crenshaw,,UGA,,20,,3.94,,,-83.357667937253,33.8908035444718
412,2b53179b-6251-4502-a5d8-f4abfc04081a,6/21/2024 12:30:49 PM,agc93487_USG,6/21/2024 12:30:49 PM,agc93487_USG,6/21/2024 12:29:00 PM,Andie Crenshaw,,UGA,,19,,5.41,,,-83.357667937253,33.8908035444718
413,87649cb6-36f7-47a4-8622-1385320deb05,6/21/2024 12:32:13 PM,agc93487_USG,6/21/2024 12:32:13 PM,agc93487_USG,6/21/2024 12:30:00 PM,Andie Crenshaw,,UGA,,18,,5.15,,,-83.3577001874354,33.8907946873322
414,a6ef8d3f-b02d-4858-adaf-93a15a28c4b4,6/21/2024 12:32:40 PM,agc93487_USG,6/21/2024 12:32:40 PM,agc93487_USG,6/21/2024 12:32:00 PM,Andie Crenshaw,,UGA,,18,,5.89,,,-83.3577001874354,33.8907946873322
415,382b7077-d5fd-4a92-961e-e97a68eff130,6/21/2024 12:33:01 PM,agc93487_USG,6/21/2024 12:33:01 PM,agc93487_USG,6/21/2024 12:32:00 PM,Andie Crenshaw,,UGA,,18,,5.23,,,-83.3577001874354,33.8907946873322
416,ae40cee8-3f84-447d-830a-83856494b516,6/21/2024 12:33:21 PM,agc93487_USG,6/21/2024 12:33:21 PM,agc93487_USG,6/21/2024 12:33:00 PM,Andie Crenshaw,,UGA,,18,,5.92,,,-83.3577001874354,33.8907946873322
417,d757efb3-c959-4348-9555-f4c14e6bcb45,6/21/2024 12:33:47 PM,agc93487_USG,6/21/2024 12:33:47 PM,agc93487_USG,6/21/2024 12:33:00 PM,Andie Crenshaw,,UGA,,18,,5.08,,,-83.3577001874354,33.8907946873322
418,553143c0-38ef-4db5-9fc6-958a1078024d,6/21/2024 12:34:16 PM,agc93487_USG,6/21/2024 12:34:16 PM,agc93487_USG,6/21/2024 12:33:00 PM,Andie Crenshaw,,UGA,,17,,6.24,,,-83.3577001874354,33.8907946873322
419,4c8f0f7d-ed55-42ff-88f3-5510e19e692d,6/21/2024 12:40:17 PM,agc93487_USG,6/21/2024 12:40:17 PM,agc93487_USG,6/21/2024 12:39:00 PM,Andie Crenshaw,,UGA,,16,,5.03,,,-83.357710096947,33.8908222154321
420,d7623f86-5679-419a-bfe4-0fffb6e07d08,6/21/2024 12:40:35 PM,agc93487_USG,6/21/2024 12:40:35 PM,agc93487_USG,6/21/2024 12:40:00 PM,Andie Crenshaw,,UGA,,16,,4.87,,,-83.3577098144575,33.8908056259477
421,6fca3abc-21cc-41b4-b835-d80922ec4114,6/21/2024 12:41:01 PM,agc93487_USG,6/21/2024 12:41:01 PM,agc93487_USG,6/21/2024 12:40:00 PM,Andie Crenshaw,,UGA,,16,,4.88,,,-83.3577098144575,33.8908056259477
422,894b0d65-a506-45fa-b90f-f27ae47cc4bd,6/21/2024 12:41:18 PM,agc93487_USG,6/21/2024 12:41:18 PM,agc93487_USG,6/21/2024 12:41:00 PM,Andie Crenshaw,,UGA,,16,,4.18,,,-83.3577098144575,33.8908056259477
423,72c615f3-7bf6-41c9-8dc5-84abae544f19,6/21/2024 12:41:46 PM,agc93487_USG,6/21/2024 12:41:46 PM,agc93487_USG,6/21/2024 12:41:00 PM,Andie Crenshaw,,UGA,,15,,5.84,,,-83.3577098144575,33.8908056259477
424,a2c6deb3-a76a-4a07-8b5c-2ef951dc660b,6/21/2024 12:42:09 PM,agc93487_USG,6/21/2024 12:42:09 PM,agc93487_USG,6/21/2024 12:41:00 PM,Andie Crenshaw,,UGA,,15,,5.46,,,-83.3577098144575,33.8908056259477
425,987e3837-9e92-4869-9637-ab1482b9f028,6/21/2024 12:42:30 PM,agc93487_USG,6/21/2024 12:42:30 PM,agc93487_USG,6/21/2024 12:42:00 PM,Andie Crenshaw,,UGA,,15,,4.87,,,-83.3577098144575,33.8908056259477
426,5c809a38-ee44-4b47-a0d2-f849c27dd416,6/21/2024 12:42:54 PM,agc93487_USG,6/21/2024 12:42:54 PM,agc93487_USG,6/21/2024 12:42:00 PM,Andie Crenshaw,,UGA,,15,,4.88,,,-83.3577098144575,33.8908056259477
427,df5a8fe5-4a89-4f34-a1e3-7fce926b2df0,6/21/2024 12:43:15 PM,agc93487_USG,6/21/2024 12:43:15 PM,agc93487_USG,6/21/2024 12:43:00 PM,Andie Crenshaw,,UGA,,15,,4.98,,,-83.3577098144575,33.8908056259477
428,a79ce354-f8e9-4747-a2b8-851c629cb818,6/21/2024 12:45:08 PM,agc93487_USG,6/21/2024 12:45:08 PM,agc93487_USG,6/21/2024 12:44:00 PM,Andie Crenshaw,,UGA,,16,,4.74,,,-83.3576922671279,33.8907956746198
429,4b4292ac-a18d-4462-bf2e-720b425f574d,6/21/2024 12:45:38 PM,agc93487_USG,6/21/2024 12:45:38 PM,agc93487_USG,6/21/2024 12:45:00 PM,Andie Crenshaw,,UGA,,14,,4.86,,,-83.3577498646183,33.8908386643745
430,920d6021-409c-49bb-8940-5140dd0233c4,6/21/2024 12:45:54 PM,agc93487_USG,6/21/2024 12:45:54 PM,agc93487_USG,6/21/2024 12:45:00 PM,Andie Crenshaw,,UGA,,14,,3.86,,,-83.3577538284492,33.8908138827733
431,4bf48bdd-3356-4dd7-ae9a-4cb04557bb8a,6/21/2024 12:46:07 PM,agc93487_USG,6/21/2024 12:46:07 PM,agc93487_USG,6/21/2024 12:45:00 PM,Andie Crenshaw,,UGA,,14,,4.14,,,-83.3577538284492,33.8908138827733
432,cf44b7af-1fa2-458d-9c3d-7a6a71eda885,6/21/2024 12:46:22 PM,agc93487_USG,6/21/2024 12:46:22 PM,agc93487_USG,6/21/2024 12:46:00 PM,Andie Crenshaw,,UGA,,14,,4.25,,,-83.3577538284492,33.8908138827733
433,2d977396-f9f5-4716-af53-16e609028dff,6/21/2024 12:46:46 PM,agc93487_USG,6/21/2024 12:46:46 PM,agc93487_USG,6/21/2024 12:46:00 PM,Andie Crenshaw,,UGA,,13,,3.95,,,-83.3577538284492,33.8908138827733
434,48e3c1b6-2433-4bb2-9704-42fb591d1897,6/21/2024 12:47:12 PM,agc93487_USG,6/21/2024 12:47:12 PM,agc93487_USG,6/21/2024 12:47:00 PM,Andie Crenshaw,,UGA,,13,,5.67,,,-83.3577538284492,33.8908138827733
435,67af1e36-3f7d-49d7-93c6-8e7ce665f367,6/21/2024 12:47:28 PM,agc93487_USG,6/21/2024 12:47:28 PM,agc93487_USG,6/21/2024 12:47:00 PM,Andie Crenshaw,,UGA,,13,,5.15,,,-83.3577538284492,33.8908138827733
436,88e2cb6d-d29e-43c7-96b2-5d0845c42629,6/21/2024 12:47:48 PM,agc93487_USG,6/21/2024 12:47:48 PM,agc93487_USG,6/21/2024 12:47:00 PM,Andie Crenshaw,,UGA,,13,,4.65,,,-83.3577538284492,33.8908138827733
437,5b73d0c6-2bcf-406e-9191-a162eef07346,6/21/2024 12:48:24 PM,agc93487_USG,6/21/2024 12:48:24 PM,agc93487_USG,6/21/2024 12:48:00 PM,Andie Crenshaw,,UGA,,11,,4.95,,,-83.3577538284492,33.8908138827733
438,18ee2492-a15e-486b-a992-21614ea1db8d,6/21/2024 12:48:49 PM,agc93487_USG,6/21/2024 12:48:49 PM,agc93487_USG,6/21/2024 12:48:00 PM,Andie Crenshaw,,UGA,,10,,5.67,,,-83.3577538284492,33.8908138827733
439,11f0fa8d-2604-4bed-b8d9-691413d70073,6/21/2024 12:49:06 PM,agc93487_USG,6/21/2024 12:49:06 PM,agc93487_USG,6/21/2024 12:48:00 PM,Andie Crenshaw,,UGA,,10,,3.5,,,-83.3577538284492,33.8908138827733
