ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Facility,Other - Facility,Tank,Other - Tank,Mass,Mark,Notes,x,y
1,c76cf63b-6349-4ac6-97b9-b3be231f9d39,6/7/2024 3:09:43 PM,vkinney_USG,6/7/2024 3:09:43 PM,vkinney_USG,6/7/2024 3:08:00 PM,Vanessa Terrell,,UGA,,8,,4.61,,,-83.3577867318721,33.8907907018754
2,c3c90feb-9199-44a2-9106-671e036a8f35,6/7/2024 3:10:29 PM,vkinney_USG,6/7/2024 3:10:29 PM,vkinney_USG,6/7/2024 3:10:00 PM,Vanessa Terrell,,UGA,,8,,3.17,,,-83.3577104421059,33.8907861064793
3,b0a364d0-9aea-45d2-8d2b-fb906a58b995,6/7/2024 3:11:18 PM,vkinney_USG,6/7/2024 3:11:18 PM,vkinney_USG,6/7/2024 3:11:00 PM,Vanessa Terrell,,UGA,,12,,5.39,,,-83.3577179312226,33.8907840847763
4,9893210e-f402-4d7f-84b7-48abc4c1aacc,6/7/2024 3:12:03 PM,vkinney_USG,6/7/2024 3:12:03 PM,vkinney_USG,6/7/2024 3:11:00 PM,Vanessa Terrell,,UGA,,12,,5.23,,,-83.3576600469518,33.8908091340143
5,b4122128-b89a-4706-92ed-2f13816093de,6/7/2024 3:12:59 PM,vkinney_USG,6/7/2024 3:12:59 PM,vkinney_USG,6/7/2024 3:12:00 PM,Vanessa Terrell,,UGA,,12,,3.93,,,-83.3577085149448,33.8907870868056
6,5bad164a-f79a-4855-bfe1-8f385173b203,6/7/2024 3:13:35 PM,vkinney_USG,6/7/2024 3:13:35 PM,vkinney_USG,6/7/2024 3:13:00 PM,Vanessa Terrell,,UGA,,12,,4.42,,,-83.3576886545671,33.8907835740014
7,073f363d-72e2-4cf0-ac0a-6766bca42349,6/7/2024 3:14:11 PM,vkinney_USG,6/7/2024 3:14:11 PM,vkinney_USG,6/7/2024 3:13:00 PM,Vanessa Terrell,,UGA,,12,,3.78,,,-83.3576769489692,33.890804779307
8,4e8a39d4-86a3-42bb-ae5c-602882aab287,6/7/2024 3:14:46 PM,vkinney_USG,6/7/2024 3:14:46 PM,vkinney_USG,6/7/2024 3:14:00 PM,Vanessa Terrell,,UGA,,12,,4.45,,,-83.3576967202613,33.890790580041
9,4aaaf388-477d-45d9-bc0c-b1c41e54c5c4,6/7/2024 3:15:24 PM,vkinney_USG,6/7/2024 3:15:24 PM,vkinney_USG,6/7/2024 3:15:00 PM,Vanessa Terrell,,UGA,,12,,4.7,,,-83.3576786815394,33.890809101466
10,94ceaa78-a3be-49b3-9f70-7c4e73cff0e0,6/10/2024 12:57:14 PM,vkinney_USG,6/10/2024 12:57:14 PM,vkinney_USG,6/10/2024 12:56:00 PM,Vanessa Terrell,,UGA,,22,,5.16,,,-83.3576874324778,33.8907286952467
11,a61900b8-1a9b-405b-bf49-85f048b968cc,6/10/2024 12:58:21 PM,vkinney_USG,6/10/2024 12:58:21 PM,vkinney_USG,6/10/2024 12:57:00 PM,Vanessa Terrell,,UGA,,12,,4.95,,,-83.3576780101829,33.8907526633262
12,8476f110-caeb-4789-9f6c-5167bbefee2b,6/10/2024 12:59:00 PM,vkinney_USG,6/10/2024 12:59:00 PM,vkinney_USG,6/10/2024 12:58:00 PM,Vanessa Terrell,,UGA,,12,,4.04,,,-83.3576909479361,33.8907651358878
13,4e020308-9d82-475c-b10d-46098a2684b6,6/10/2024 12:59:58 PM,vkinney_USG,6/10/2024 12:59:58 PM,vkinney_USG,6/10/2024 12:59:00 PM,Vanessa Terrell,,UGA,,12,,4.43,,,-83.3576909479361,33.8907651358878
14,f98f2ade-b260-4825-a37f-c9411e2cf258,6/10/2024 1:00:29 PM,vkinney_USG,6/10/2024 1:00:29 PM,vkinney_USG,6/10/2024 1:00:00 PM,Vanessa Terrell,,UGA,,12,,4.63,,,-83.3576655283054,33.8907400437146
15,150f60c7-5edd-4859-a27f-213e89e7a2e7,6/10/2024 1:00:57 PM,vkinney_USG,6/10/2024 1:00:57 PM,vkinney_USG,6/10/2024 1:00:00 PM,Vanessa Terrell,,UGA,,12,,4.02,,,-83.3576785690747,33.8907582452696
16,944b0052-1255-4382-9df0-03a32cfb9454,6/10/2024 1:01:20 PM,vkinney_USG,6/10/2024 1:01:20 PM,vkinney_USG,6/10/2024 1:00:00 PM,Vanessa Terrell,,UGA,,12,,3.57,,,-83.3576437396027,33.890744959309
17,9af36865-e118-47d2-a503-ebb2e8c7866a,6/10/2024 1:01:50 PM,vkinney_USG,6/10/2024 1:01:50 PM,vkinney_USG,6/10/2024 1:01:00 PM,Vanessa Terrell,,UGA,,12,,5.58,,,-83.3576641184782,33.8907316011285
18,95ca5fcd-2da4-4948-a273-68d96cac70f0,6/10/2024 1:02:13 PM,vkinney_USG,6/10/2024 1:02:13 PM,vkinney_USG,6/10/2024 1:01:00 PM,Vanessa Terrell,,UGA,,12,,5.25,,,-83.3576695197542,33.8907427864335
19,4baf58de-7c87-4ca8-a230-16370e0c7fd1,6/10/2024 1:02:53 PM,vkinney_USG,6/10/2024 1:02:53 PM,vkinney_USG,6/10/2024 1:02:00 PM,Vanessa Terrell,,UGA,,12,,4.47,,,-83.357690506425,33.8907533275435
20,2bf8cd1d-bd67-4ef8-b1b8-a5546bf780db,6/10/2024 1:03:26 PM,vkinney_USG,6/10/2024 1:03:26 PM,vkinney_USG,6/10/2024 1:02:00 PM,Vanessa Terrell,,UGA,,12,,4.41,,,-83.3576673148316,33.8907332890258
21,b8b91a4b-b5fd-4110-81e5-faf905692cb1,6/10/2024 1:04:52 PM,vkinney_USG,6/10/2024 1:04:52 PM,vkinney_USG,6/10/2024 1:03:00 PM,Vanessa Terrell,,UGA,,16,,4.24,,,-83.3576721037605,33.890773193465
22,4c672a63-1adc-411a-8802-3935165579b2,6/10/2024 1:05:20 PM,vkinney_USG,6/10/2024 1:05:20 PM,vkinney_USG,6/10/2024 1:05:00 PM,Vanessa Terrell,,UGA,,16,,4.83,,,-83.35766776806,33.8907683533885
23,51cf20fe-8f4a-4fe9-866d-8f188c4ccf8a,6/10/2024 1:05:39 PM,vkinney_USG,6/10/2024 1:05:39 PM,vkinney_USG,6/10/2024 1:05:00 PM,Vanessa Terrell,,UGA,,16,,4.08,,,-83.3576892875337,33.8907667577247
24,624dec5f-e599-4c63-8eca-860bbd2f3a66,6/10/2024 1:07:26 PM,vkinney_USG,6/10/2024 1:07:26 PM,vkinney_USG,6/10/2024 1:05:00 PM,Vanessa Terrell,,UGA,,2,,5.41,,,-83.3576909420743,33.890765582713
25,962f069a-ad35-491b-944c-56b1ece27f08,6/10/2024 1:08:13 PM,vkinney_USG,6/10/2024 1:08:13 PM,vkinney_USG,6/10/2024 1:07:00 PM,Vanessa Terrell,,UGA,,2,,6.49,,,-83.357679439274,33.8907569352335
26,5af6596b-786b-442e-92ab-c87b3589923a,6/10/2024 1:08:39 PM,vkinney_USG,6/10/2024 1:08:39 PM,vkinney_USG,6/10/2024 1:08:00 PM,Vanessa Terrell,,UGA,,2,,4.59,,,-83.3576700725728,33.8907569303152
27,5bbe3575-f1fe-44c0-96ea-2abf8159460f,6/10/2024 1:09:14 PM,vkinney_USG,6/10/2024 1:09:14 PM,vkinney_USG,6/10/2024 1:08:00 PM,Vanessa Terrell,,UGA,,2,,4.74,,,-83.3576745279628,33.8907636998171
28,bd717365-879f-42db-b077-370bb10b5f40,6/10/2024 1:10:56 PM,vkinney_USG,6/10/2024 1:10:56 PM,vkinney_USG,6/10/2024 1:09:00 PM,Vanessa Terrell,,UGA,,8,,5.42,,,-83.3576696519241,33.8907633848348
29,1af2b284-7e28-4ffe-8671-a339f205602a,6/10/2024 1:11:57 PM,vkinney_USG,6/10/2024 1:11:57 PM,vkinney_USG,6/10/2024 1:11:00 PM,Vanessa Terrell,,UGA,,8,,4.83,,,-83.3576749148841,33.8907931932892
30,d98d258d-0ba4-4e94-81fd-b9d7751ce825,6/10/2024 1:12:24 PM,vkinney_USG,6/10/2024 1:12:24 PM,vkinney_USG,6/10/2024 1:12:00 PM,Vanessa Terrell,,UGA,,8,,5.1,,,-83.3576634288898,33.8907718975516
31,df4be143-6d26-4f1c-bfbf-9b35175656cf,6/10/2024 1:12:48 PM,vkinney_USG,6/10/2024 1:12:48 PM,vkinney_USG,6/10/2024 1:12:00 PM,Vanessa Terrell,,UGA,,8,,4.24,,,-83.3576878748271,33.8907880090907
32,f136ae31-ae5c-4a38-a9a4-fc9c7cfe8623,6/10/2024 1:13:14 PM,vkinney_USG,6/10/2024 1:13:14 PM,vkinney_USG,6/10/2024 1:12:00 PM,Vanessa Terrell,,UGA,,8,,4.5,,,-83.357686127904,33.8907921784069
33,fdf2af16-53b4-4b4a-b4e6-eb81c3c3d15c,6/10/2024 1:13:52 PM,vkinney_USG,6/10/2024 1:13:52 PM,vkinney_USG,6/10/2024 1:13:00 PM,Vanessa Terrell,,UGA,,8,,5.24,,,-83.357686127904,33.8907921784069
34,b9658630-f685-4c06-aa51-c56300eee53f,6/10/2024 1:14:11 PM,vkinney_USG,6/10/2024 1:14:11 PM,vkinney_USG,6/10/2024 1:13:00 PM,Vanessa Terrell,,UGA,,8,,5.11,,,-83.357686127904,33.8907921784069
35,83407956-83e6-4a56-8b13-bd1caf30e4ca,6/10/2024 1:14:37 PM,vkinney_USG,6/10/2024 1:14:37 PM,vkinney_USG,6/10/2024 1:14:00 PM,Vanessa Terrell,,UGA,,8,,4.72,,,-83.3576705920353,33.8907654158847
36,d582898a-a84b-4830-8571-c410e7b09763,6/10/2024 1:16:01 PM,vkinney_USG,6/10/2024 1:16:01 PM,vkinney_USG,6/10/2024 1:14:00 PM,Vanessa Terrell,,UGA,,21,,3.06,,,-83.357698597163,33.8907716319519
37,c2e1ea44-95a1-4a5f-830a-670c04285dc3,6/10/2024 1:16:45 PM,vkinney_USG,6/10/2024 1:16:45 PM,vkinney_USG,6/10/2024 1:16:00 PM,Vanessa Terrell,,UGA,,21,,4.66,,,-83.3576814309476,33.8907755316082
38,7b86662e-d403-4bae-b393-b9043ae3b115,6/10/2024 1:17:09 PM,vkinney_USG,6/10/2024 1:17:09 PM,vkinney_USG,6/10/2024 1:16:00 PM,Vanessa Terrell,,UGA,,21,,3.48,,,-83.3576804425932,33.8907771925156
39,c3ca6a18-a162-4672-94a9-6ef18ee26726,6/10/2024 1:17:31 PM,vkinney_USG,6/10/2024 1:17:31 PM,vkinney_USG,6/10/2024 1:17:00 PM,Vanessa Terrell,,UGA,,21,,2.77,,,-83.3576804425932,33.8907771925156
40,3b05f548-fd62-4f85-a80a-d4072ab6bbe8,6/10/2024 1:17:55 PM,vkinney_USG,6/10/2024 1:17:55 PM,vkinney_USG,6/10/2024 1:17:00 PM,Vanessa Terrell,,UGA,,21,,3.09,,,-83.3576404180816,33.8907702537992
41,21073cc9-87ea-4d3b-8e4c-75f4a286ed8e,6/10/2024 1:18:18 PM,vkinney_USG,6/10/2024 1:18:18 PM,vkinney_USG,6/10/2024 1:18:00 PM,Vanessa Terrell,,UGA,,21,,4.91,,,-83.3576402059904,33.8907705700097
42,79e99bec-625f-4083-97e8-51efe01cd0dd,6/10/2024 1:19:46 PM,vkinney_USG,6/10/2024 1:19:46 PM,vkinney_USG,6/10/2024 1:18:00 PM,Vanessa Terrell,,UGA,,9,,3.25,,,-83.3576315781117,33.8907687451091
43,7226c85d-0cdf-4cc2-bd1c-59260975e811,6/10/2024 1:20:21 PM,vkinney_USG,6/10/2024 1:20:21 PM,vkinney_USG,6/10/2024 1:19:00 PM,Vanessa Terrell,,UGA,,9,,5.94,,,-83.3576315781117,33.8907687451091
44,3970a5ae-65c5-4623-83cf-6a90cd69d648,6/10/2024 1:20:44 PM,vkinney_USG,6/10/2024 1:20:44 PM,vkinney_USG,6/10/2024 1:20:00 PM,Vanessa Terrell,,UGA,,9,,4.54,,,-83.3576600218158,33.8907797762626
45,251f0edb-a64c-473f-8d33-3d10a1a2fcc6,6/10/2024 1:32:32 PM,vkinney_USG,6/10/2024 1:32:32 PM,vkinney_USG,6/10/2024 1:32:00 PM,Vanessa Terrell,,UGA,,2,,6.32,,,-83.3576926978817,33.8907408221354
46,1a377325-c370-4798-90bc-7bb70b55ab82,6/10/2024 1:34:13 PM,vkinney_USG,6/10/2024 1:34:13 PM,vkinney_USG,6/10/2024 1:33:00 PM,Vanessa Terrell,,UGA,,12,,5.32,,,-83.3576548607038,33.8907505803792
47,5405d393-3db0-4dab-ac7b-d7ce72dcdd59,6/12/2024 12:39:28 PM,vkinney_USG,6/12/2024 12:39:28 PM,vkinney_USG,6/12/2024 12:37:00 PM,Vanessa Terrell,,UGA,,22,,5.74,,,-83.3576597695499,33.890757110919
48,04e3d597-9362-41ac-a48e-2c7e26e94596,6/12/2024 12:39:49 PM,vkinney_USG,6/12/2024 12:39:49 PM,vkinney_USG,6/12/2024 12:39:00 PM,Vanessa Terrell,,UGA,,22,,5.13,,,-83.3576871814159,33.8907781171846
49,126b1ca8-51b9-40c8-8feb-b3bb2bed99dc,6/12/2024 12:40:32 PM,vkinney_USG,6/12/2024 12:40:32 PM,vkinney_USG,6/12/2024 12:40:00 PM,Vanessa Terrell,,UGA,,2,,4.98,,,-83.3576689073103,33.8907780894152
50,bdc39742-b9c0-43d8-9b41-51d843da6f36,6/12/2024 12:41:08 PM,vkinney_USG,6/12/2024 12:41:08 PM,vkinney_USG,6/12/2024 12:40:00 PM,Vanessa Terrell,,UGA,,2,,4.95,,,-83.3576788948915,33.8907792628878
51,c1a0cea2-e094-4ee0-8594-6c80d8dd24d8,6/12/2024 12:41:34 PM,vkinney_USG,6/12/2024 12:41:34 PM,vkinney_USG,6/12/2024 12:41:00 PM,Vanessa Terrell,,UGA,,2,,4.72,,,-83.357692135465,33.8907704972166
52,6fefca6f-7151-4a31-8aa6-5997f461d575,6/12/2024 12:41:53 PM,vkinney_USG,6/12/2024 12:41:53 PM,vkinney_USG,6/12/2024 12:41:00 PM,Vanessa Terrell,,UGA,,2,,6.12,,,-83.3576728813179,33.8907698874562
53,250b8784-9a95-4505-a5db-9f2ffadbc417,6/12/2024 12:42:32 PM,vkinney_USG,6/12/2024 12:42:32 PM,vkinney_USG,6/12/2024 12:41:00 PM,Vanessa Terrell,,UGA,,8,,4.07,,,-83.3576907083204,33.8907801567148
54,ae1cbc66-591d-468d-a6fc-a77ca39e4464,6/12/2024 12:42:53 PM,vkinney_USG,6/12/2024 12:42:53 PM,vkinney_USG,6/12/2024 12:42:00 PM,Vanessa Terrell,,UGA,,8,,5.53,,,-83.3576914368267,33.890764370597
55,cbe6b800-73a6-49c1-8792-79aaa934ff8e,6/12/2024 12:43:13 PM,vkinney_USG,6/12/2024 12:43:13 PM,vkinney_USG,6/12/2024 12:42:00 PM,Vanessa Terrell,,UGA,,8,,5.4,,,-83.3577235853182,33.8907750958967
56,2163a5b6-7c0a-44f1-94e7-54eedec20adf,6/12/2024 12:43:36 PM,vkinney_USG,6/12/2024 12:43:36 PM,vkinney_USG,6/12/2024 12:43:00 PM,Vanessa Terrell,,UGA,,8,,5.09,,,-83.3577254380926,33.8907825689489
57,dc991ddd-013b-46d5-acd2-3bba46825f5a,6/12/2024 12:43:53 PM,vkinney_USG,6/12/2024 12:43:53 PM,vkinney_USG,6/12/2024 12:43:00 PM,Vanessa Terrell,,UGA,,8,,5.38,,,-83.357684444041,33.8907593231648
58,35fb46a8-07ac-49a7-9964-79872fb79752,6/12/2024 12:44:06 PM,vkinney_USG,6/12/2024 12:44:06 PM,vkinney_USG,6/12/2024 12:43:00 PM,Vanessa Terrell,,UGA,,8,,3.92,,,-83.3576793526271,33.8907684963038
59,ed4d391a-d339-4751-b937-c6cdb3005fe2,6/12/2024 12:44:24 PM,vkinney_USG,6/12/2024 12:44:24 PM,vkinney_USG,6/12/2024 12:44:00 PM,Vanessa Terrell,,UGA,,8,,4.6,,,-83.3576632959277,33.8907665420562
60,439f4526-d4df-4c91-9816-b0249306f14a,6/12/2024 12:44:50 PM,vkinney_USG,6/12/2024 12:44:50 PM,vkinney_USG,6/12/2024 12:44:00 PM,Vanessa Terrell,,UGA,,8,,3.99,,,-83.3576720827035,33.8907509321273
61,79d1fd68-3384-47f5-a1ec-2d837cf19f74,6/12/2024 12:47:27 PM,vkinney_USG,6/12/2024 12:47:27 PM,vkinney_USG,6/12/2024 12:45:00 PM,Vanessa Terrell,,UGA,,21,,4.1,,,-83.3576768861499,33.8907727004407
62,1a811dda-2238-460a-80fc-7a6107b22cd9,6/12/2024 12:48:28 PM,vkinney_USG,6/12/2024 12:48:28 PM,vkinney_USG,6/12/2024 12:47:00 PM,Vanessa Terrell,,UGA,,21,,3.8,,,-83.3576767105019,33.8908079062451
63,b4fdba49-f3b5-415e-9a64-e65e5c83ba7e,6/12/2024 12:49:13 PM,vkinney_USG,6/12/2024 12:49:13 PM,vkinney_USG,6/12/2024 12:48:00 PM,Vanessa Terrell,,UGA,,21,,3.76,,,-83.3576664686792,33.8907777233379
64,782e02a5-ef0e-45ed-be90-08aa6652b22b,6/12/2024 12:49:58 PM,vkinney_USG,6/12/2024 12:49:58 PM,vkinney_USG,6/12/2024 12:49:00 PM,Vanessa Terrell,,UGA,,21,,2.72,,,-83.3576789279851,33.8907609292535
65,8ccc016a-7759-4dee-9693-386658566eb4,6/12/2024 12:50:29 PM,vkinney_USG,6/12/2024 12:50:29 PM,vkinney_USG,6/12/2024 12:50:00 PM,Vanessa Terrell,,UGA,,21,,5.33,,,-83.357681238676,33.8907702673806
66,b889bf2c-4d57-4f95-830e-05cf149f95ad,6/12/2024 12:50:53 PM,vkinney_USG,6/12/2024 12:50:53 PM,vkinney_USG,6/12/2024 12:50:00 PM,Vanessa Terrell,,UGA,,21,,3.56,,,-83.3577183469649,33.89075693582
67,2edb9dd9-834b-4622-b385-ca67d09d1610,6/12/2024 12:51:16 PM,vkinney_USG,6/12/2024 12:51:16 PM,vkinney_USG,6/12/2024 12:51:00 PM,Vanessa Terrell,,UGA,,21,,3.46,,,-83.3577110264585,33.8907548723007
68,3ccfd7b8-8a92-4213-8e56-951986425436,6/12/2024 12:51:36 PM,vkinney_USG,6/12/2024 12:51:36 PM,vkinney_USG,6/12/2024 12:51:00 PM,Vanessa Terrell,,UGA,,21,,4.31,,,-83.3577163244808,33.890750247072
69,c4267925-52ba-4534-8130-1aaa0c8646b0,6/12/2024 12:53:38 PM,vkinney_USG,6/12/2024 12:53:38 PM,vkinney_USG,6/12/2024 12:52:00 PM,Vanessa Terrell,,UGA,,24,,5.6,,,-83.3576891634722,33.8907706467097
70,02873653-32a6-460f-8b74-1ce691f5b39e,6/12/2024 12:54:50 PM,vkinney_USG,6/12/2024 12:54:50 PM,vkinney_USG,6/12/2024 12:53:00 PM,Vanessa Terrell,,UGA,,15,,6.12,,,-83.3576741543343,33.8907650386335
71,ebf6bbbd-37c9-4667-a54a-62ec8ee0ac0d,6/12/2024 12:55:33 PM,vkinney_USG,6/12/2024 12:55:33 PM,vkinney_USG,6/12/2024 12:54:00 PM,Vanessa Terrell,,UGA,,15,,4.96,,,-83.3577046514553,33.8907974384861
72,b29310f2-10e1-48cd-a55a-872bba9b2e14,6/12/2024 12:56:05 PM,vkinney_USG,6/12/2024 12:56:05 PM,vkinney_USG,6/12/2024 12:55:00 PM,Vanessa Terrell,,UGA,,15,,5.01,,,-83.3576949224818,33.8907916771093
73,a9432439-20e9-4f23-a53d-3fa9c76b1b0c,6/12/2024 12:56:50 PM,vkinney_USG,6/12/2024 12:56:50 PM,vkinney_USG,6/12/2024 12:56:00 PM,Vanessa Terrell,,UGA,,17,,6.68,,,-83.3576729493978,33.8907936430586
74,1e0857e6-a1a2-43fc-ba2f-b71f5a8bb54f,6/12/2024 12:57:21 PM,vkinney_USG,6/12/2024 12:57:21 PM,vkinney_USG,6/12/2024 12:56:00 PM,Vanessa Terrell,,UGA,,17,,5.11,,,-83.3577069007129,33.890780409649
75,8dbe1730-8244-4362-a3c8-21e61f5e5d52,6/12/2024 12:57:46 PM,vkinney_USG,6/12/2024 12:57:46 PM,vkinney_USG,6/12/2024 12:57:00 PM,Vanessa Terrell,,UGA,,17,,5.42,,,-83.3577342414207,33.8907612621469
76,d93b10a3-c463-4867-8a58-7ea79fa4b77f,6/12/2024 12:58:34 PM,vkinney_USG,6/12/2024 12:58:34 PM,vkinney_USG,6/12/2024 12:57:00 PM,Vanessa Terrell,,UGA,,9,,5.8,,,-83.3576994830358,33.8907537462321
77,2a24cdf2-da5e-4067-ba44-b11c5f78c3e4,6/12/2024 12:58:55 PM,vkinney_USG,6/12/2024 12:58:55 PM,vkinney_USG,6/12/2024 12:58:00 PM,Vanessa Terrell,,UGA,,9,,4.12,,,-83.3576996908971,33.8907690750145
78,06b75d44-badc-42e0-9b76-e8e34aa20c55,6/12/2024 1:00:19 PM,vkinney_USG,6/12/2024 1:00:19 PM,vkinney_USG,6/12/2024 12:58:00 PM,Vanessa Terrell,,UGA,,16,,4.56,,,-83.3576768768023,33.8907655604739
79,b9a9b76c-080f-46f1-bd24-5f39efc4baa9,6/12/2024 1:01:23 PM,vkinney_USG,6/12/2024 1:01:23 PM,vkinney_USG,6/12/2024 1:00:00 PM,Vanessa Terrell,,UGA,,16,,4.72,,,-83.3576979261243,33.8907753527541
80,cdd9180d-dc7d-441c-a58a-e87446402d1b,6/12/2024 1:03:47 PM,vkinney_USG,6/12/2024 1:03:47 PM,vkinney_USG,6/12/2024 1:03:00 PM,Vanessa Terrell,,UGA,,12,,4.99,,,-83.3576740285566,33.8907678744597
81,dda0cbc9-f1ba-4cd4-ae42-9245f60fa754,6/12/2024 5:17:28 PM,kfh39602_USG,6/12/2024 5:17:28 PM,kfh39602_USG,6/8/2024 4:59:00 PM,Kristina Hefferle,,UGA,,12,,5.03,,,-83.3576790286829,33.890779498026
82,0683ee7e-dda0-4154-b0f6-0cef8df2f257,6/12/2024 5:17:29 PM,kfh39602_USG,6/12/2024 5:17:29 PM,kfh39602_USG,6/8/2024 5:00:00 PM,Kristina Hefferle,,UGA,,12,,4.58,,,-83.3576482863552,33.8908112445157
83,85101738-61d2-454b-b3a6-c875fb3476ab,6/12/2024 5:17:29 PM,kfh39602_USG,6/12/2024 5:17:29 PM,kfh39602_USG,6/8/2024 5:01:00 PM,Kristina Hefferle,,UGA,,12,,5.5,,,-83.3576682688118,33.8907753464161
84,3da04a9d-0080-4908-8040-be69153b3b64,6/12/2024 5:17:30 PM,kfh39602_USG,6/12/2024 5:17:30 PM,kfh39602_USG,6/8/2024 5:03:00 PM,Kristina Hefferle,,UGA,,12,,5.07,,,-83.3576838551871,33.8907783146776
85,2249fa2d-3ddd-48f7-a961-08254d348efa,6/12/2024 5:17:30 PM,kfh39602_USG,6/12/2024 5:17:30 PM,kfh39602_USG,6/8/2024 5:04:00 PM,Kristina Hefferle,,UGA,,12,,4,,,-83.3576838551871,33.8907783146776
86,8a9d620f-2a12-43a0-9ae8-152706bd6344,6/12/2024 5:17:31 PM,kfh39602_USG,6/12/2024 5:17:31 PM,kfh39602_USG,6/8/2024 5:05:00 PM,Kristina Hefferle,,UGA,,12,,4.58,,,-83.3576973592498,33.8907753670944
87,85412bf5-1213-4a8c-886d-03547491643f,6/14/2024 1:13:20 PM,agc93487_USG,6/14/2024 1:13:20 PM,agc93487_USG,6/14/2024 1:11:00 PM,Andie Crenshaw,,UGA,,15,,4.91,,,-83.3577453084124,33.8907483305941
88,44e2d9d9-3090-40e2-8f4f-31d74eeee511,6/14/2024 1:13:21 PM,agc93487_USG,6/14/2024 1:13:21 PM,agc93487_USG,6/14/2024 1:12:00 PM,Andie Crenshaw,,UGA,,15,,6.44,,,-83.3577778066346,33.890772193706
89,84bdce39-e23b-4191-9113-79e885fdd4f2,6/14/2024 1:13:59 PM,agc93487_USG,6/14/2024 1:13:59 PM,agc93487_USG,6/14/2024 1:13:00 PM,Andie Crenshaw,,UGA,,15,,5.02,,,-83.3577149205606,33.8907608712915
90,99a1b986-24a8-4855-bc07-c12b7c3ff019,6/14/2024 1:14:48 PM,agc93487_USG,6/14/2024 1:14:48 PM,agc93487_USG,6/14/2024 1:14:00 PM,Andie Crenshaw,,UGA,,15,,6.42,,,-83.3577223223205,33.8907661507641
91,c730f6c9-eadd-4f1a-977e-03563aee88ab,6/14/2024 1:15:23 PM,agc93487_USG,6/14/2024 1:15:23 PM,agc93487_USG,6/14/2024 1:14:00 PM,Andie Crenshaw,,UGA,,15,,4.3,,,-83.3577412932847,33.8907693671244
92,9d6cca9b-a720-4052-9ad6-b4e654869bdc,6/14/2024 1:19:59 PM,agc93487_USG,6/14/2024 1:19:59 PM,agc93487_USG,6/14/2024 1:19:00 PM,Andie Crenshaw,,UGA,,15,,4.17,,,-83.3577337124397,33.890759889077
93,954a75bd-ec13-472c-aaf9-e91eae7a8a41,6/14/2024 1:20:57 PM,agc93487_USG,6/14/2024 1:20:57 PM,agc93487_USG,6/14/2024 1:20:00 PM,Andie Crenshaw,,UGA,,15,,5.4,,,-83.3576835349341,33.8907739631781
94,70a8ec13-737f-47b5-81c5-bd14e22b4727,6/14/2024 1:21:49 PM,agc93487_USG,6/14/2024 1:21:49 PM,agc93487_USG,6/14/2024 1:21:00 PM,Andie Crenshaw,,UGA,,15,,5.39,,,-83.3576799174597,33.8907850310787
95,4c286961-11e5-4a78-9dbc-c8e111219cd6,6/14/2024 1:22:34 PM,agc93487_USG,6/14/2024 1:22:34 PM,agc93487_USG,6/14/2024 1:21:00 PM,Andie Crenshaw,,UGA,,15,,5.85,,,-83.3576902939251,33.8907585088884
96,b155babe-8578-47e9-bb31-09eda0209f4d,6/14/2024 1:23:20 PM,agc93487_USG,6/14/2024 1:23:20 PM,agc93487_USG,6/14/2024 1:22:00 PM,Andie Crenshaw,,UGA,,15,,6.43,,,-83.3576926108356,33.8907861458887
97,f72ed3d9-970c-4e0c-848c-33acaaaf7ed2,6/14/2024 1:35:22 PM,agc93487_USG,6/14/2024 1:35:22 PM,agc93487_USG,6/14/2024 1:35:00 PM,Andie Crenshaw,,UGA,,15,,5.62,,,-83.357690249348,33.8908017631408
98,7f0dc0c2-8e84-4ce6-a55e-0f624715870d,6/14/2024 1:36:40 PM,agc93487_USG,6/14/2024 1:36:40 PM,agc93487_USG,6/14/2024 1:35:00 PM,Andie Crenshaw,,UGA,,9,,6.2,,,-83.357701211554,33.8908017311344
99,a6cf1a23-d438-4a52-a199-b1c329a4a2ec,6/14/2024 1:37:23 PM,agc93487_USG,6/14/2024 1:37:23 PM,agc93487_USG,6/14/2024 1:36:00 PM,Andie Crenshaw,,UGA,,9,,3.73,,,-83.3576828488403,33.8908124192252
100,8a51bcb4-aafd-4ab5-9050-fbbfd4112d26,6/14/2024 1:42:46 PM,kfh39602_USG,6/14/2024 1:42:46 PM,kfh39602_USG,6/14/2024 1:24:00 PM,Kristina Hefferle,,UGA,,8,,5.16,,,-83.3576982058196,33.8907835759241
101,839c7ff0-e2c9-484a-9959-1b3edfc9e62b,6/14/2024 1:42:47 PM,kfh39602_USG,6/14/2024 1:42:47 PM,kfh39602_USG,6/14/2024 1:25:00 PM,Kristina Hefferle,,UGA,,8,,4.33,,,-83.3577040588736,33.8907824886346
102,06785b33-72b9-427f-ab12-e04336005dd7,6/14/2024 1:42:47 PM,kfh39602_USG,6/14/2024 1:42:47 PM,kfh39602_USG,6/14/2024 1:25:00 PM,Kristina Hefferle,,UGA,,8,,4.39,,,-83.3577006995725,33.8907932308514
103,fdc63b3b-469d-44d6-a541-e86967393645,6/14/2024 1:42:48 PM,kfh39602_USG,6/14/2024 1:42:48 PM,kfh39602_USG,6/14/2024 1:26:00 PM,Andie Crenshaw,,UGA,,8,,4.49,,,-83.3577006995725,33.8907932308514
