Latitude: 33.8906965  Longitude: -83.3577535,,,,,,,,
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34,,,,,,,,
Tile: 11029,,,,,,,,
Elevation: 193 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2015,84,43590.14,0.4,360.94,0,20.88,11.18,1327.77
2015,85,43720.13,0,347.63,0,23.25,13.73,1569.88
2015,86,43850.03,0,383.18,0,17.26,6.98,1000.13
2015,87,43979.82,0,422.67,0,12.55,1.05,658.86
2015,88,44109.46,2.84,398.47,0,15.56,-3.06,487.58
2015,89,44238.95,3.41,367.73,0,21.44,5.3,890.11
2015,90,44368.25,0.82,529.03,0,25.51,4.6,847.75
2015,91,44497.35,0,474,0,27.95,11.39,1346.4
2015,92,44626.21,4.94,218.35,0,21.77,13.7,1566.99
2015,93,44754.81,6.84,344.08,0,28.32,12.83,1480.05
2015,94,44883.14,0,394.62,0,22.31,10.92,1305.47
2015,95,45011.16,0,456.16,0,20.2,6.37,958.94
2015,96,45138.85,16.88,254.67,0,19.88,10.85,1299.05
2015,97,45266.19,0,416.81,0,26.71,14.46,1645.7
2015,98,45393.14,0,459.6,0,30.22,15.17,1722.92
2015,99,45519.69,0,435.09,0,30.07,16.43,1868.29
2015,100,45645.8,12.01,218.83,0,25,17.27,1970.13
2015,101,45771.45,0,457.94,0,27.25,13.06,1503.33
2015,102,45896.61,1.34,354.45,0,21.58,12.12,1413.19
2015,103,46021.25,44.34,200.8,0,22.61,15.68,1780.64
2015,104,46145.35,4.2,238.52,0,27.65,18.95,2189.05
2015,105,46268.87,30.33,219.78,0,20.36,13.34,1530.4
2015,106,46391.79,0.61,185.9,0,14.27,10.29,1251.26
2015,107,46514.07,19.81,229.23,0,18,11.12,1322.94
2015,108,46635.69,6.63,238.22,0,23.09,15.53,1763.01
2015,109,46756.61,31.42,141.43,0,20.81,16.66,1895.73
2015,110,46876.81,1.85,369.3,0,23.73,15.04,1708.77
2015,111,46996.24,0,502.76,0,22.37,8.72,1125.9
2015,112,47114.88,0,568.2,0,25.67,5.99,933.98
2015,113,47232.7,0,445.3,0,22.15,10.97,1309.48
2015,114,47349.65,4.75,423.26,0,23.78,5.21,884.84
2015,115,47465.71,10.28,360.48,0,25.33,11.94,1396.22
2015,116,47580.84,0,467.61,0,27.78,14.49,1649.4
2015,117,47695,0,444.71,0,22.51,11.03,1314.4
2015,118,47808.16,8.56,364.53,0,22.7,9.68,1201.07
2015,119,47920.28,10.27,217.42,0,17.27,10.98,1309.89
2015,120,48031.32,0,504.1,0,23.53,10.14,1239.04
2015,121,48141.25,0,529.22,0,22.71,8.22,1088.33
2015,122,48250.02,0,561.33,0,24.73,7.2,1015.45
2015,123,48357.61,0,555.2,0,26.07,8.72,1126.03
2015,124,48463.96,0,533.3,0,27.01,10.93,1305.86
2015,125,48569.03,0,530.32,0,27.36,11.34,1342.39
2015,126,48672.8,0,537.71,0,27.77,10.95,1308.04
2015,127,48775.21,0,533.86,0,28.51,11.64,1368.74
2015,128,48876.23,0,512.25,0,30.17,14.23,1621.54
2015,129,48975.81,0,464.03,0,29.38,16.14,1833.96
2015,130,49073.91,0,498.3,0,31.35,15.74,1787.31
2015,131,49170.5,0,486.23,0,32.23,17.02,1938.87
2015,132,49265.52,0,443.06,0,30.55,17.69,2022.51
2015,133,49358.93,0,467.56,0,30.31,16.26,1847.62
2015,134,49450.7,0,483.14,0,28.11,13.65,1561.33
2015,135,49540.78,0,395.08,0,27.53,16.58,1886
2015,136,49629.12,0,444.38,0,29.66,16.31,1854.12
2015,137,49715.69,0,444.23,0,30.24,16.63,1891.23
2015,138,49800.44,4.28,300.51,0,30.34,18.32,2104.46
2015,139,49883.32,0,428.13,0,31.61,18.08,2072.92
2015,140,49964.3,2.08,336,0,32.34,17.65,2017.88
2015,141,50043.34,0,412.04,0,28.27,15.89,1804.26
2015,142,50120.39,0,495.49,0,25.67,10.22,1245.18
2015,143,50195.4,0,514.22,0,28.2,11.06,1316.96
2015,144,50268.35,0,496.92,0,29.06,12.8,1477.45
2015,145,50339.18,2.09,351.78,0,29.26,14.31,1630.48
2015,146,50407.86,18.58,290.35,0,28.94,17.4,1986.81
2015,147,50474.35,0,338.11,0,28.29,18.52,2130.75
2015,148,50538.6,6.26,268.31,0,28.6,18.2,2089.47
2015,149,50600.59,0,390.7,0,29.3,17.58,2009.2
2015,150,50660.28,0,430.28,0,29.99,16.66,1894.8
2015,151,50717.62,13.33,305.5,0,30.16,17.72,2027.38
2015,152,50772.58,5.13,285.29,0,29.73,18.48,2125.41
2015,153,50825.13,29.92,304.85,0,29.8,17.72,2027
2015,154,50875.24,12.14,291.32,0,27.11,16.2,1840.37
2015,155,50922.87,0,361.47,0,26.19,16.4,1864.26
2015,156,50967.99,0,465.78,0,30.46,16.22,1842.75
2015,157,51010.58,0,450.11,0,31.78,18.02,2065.11
2015,158,51050.6,0,447.6,0,31.95,18.31,2103.77
2015,159,51088.03,0.37,377.35,0,31.11,20.34,2386.18
2015,160,51122.84,9.42,270.47,0,30.1,20.13,2356.55
2015,161,51155.02,0,324.16,0,27.88,19.43,2255.94
2015,162,51184.53,1.29,402,0,30.11,18.99,2194.34
2015,163,51211.36,0,390.21,0,30.41,19.71,2295.42
2015,164,51235.5,0,444.31,0,32.73,19.61,2280.97
2015,165,51256.91,0,446.5,0,34.05,20.43,2400.73
2015,166,51275.6,0,459.17,0,35.35,20.76,2449.83
2015,167,51291.54,0,447.78,0,35.46,21.35,2540.14
2015,168,51304.73,0,425.32,0,35.8,22.54,2730.32
2015,169,51315.15,3.8,332.23,0,35.75,21.72,2598.13
2015,170,51322.8,0,444.31,0,34.39,20.71,2442.57
2015,171,51327.67,5.96,269.27,0,32.55,22.46,2717.37
2015,172,51329.76,0,414.05,0,34.36,22.05,2651.42
2015,173,51329.07,0,436.27,0,35.98,22.43,2712.7
2015,174,51325.6,0,426.95,0,35.67,22.68,2753.66
2015,175,51319.35,0,412.84,0,35.37,23.08,2822.05
2015,176,51310.33,0,466.58,0,36.15,21.2,2516.84
2015,177,51298.54,0,411.43,0,35.33,22.96,2802.19
2015,178,51283.98,6.06,271.18,0,32.3,22.31,2693.07
2015,179,51266.68,0,418.94,0,29.72,18.28,2099.69
2015,180,51246.64,0,518.66,0,31.25,14.84,1686.54
2015,181,51223.87,18.02,328.96,0,31.56,18.94,2187.62
2015,182,51198.4,8.6,285.11,0,29.77,19.56,2274.06
2015,183,51170.24,27.39,299.08,0,30.69,19.73,2299
2015,184,51139.4,35.08,210.54,0,27.41,20.41,2397.43
2015,185,51105.92,4.01,265.5,0,29.31,20.08,2348.94
2015,186,51069.8,0,342.3,0,29.48,20.68,2437.98
2015,187,51031.08,0,389.8,0,30.2,19.93,2326.42
2015,188,50989.79,0,425.66,0,32.44,20.54,2416.14
2015,189,50945.94,0,442.58,0,33.85,20.89,2468.72
2015,190,50899.57,0,436.78,0,34.44,21.49,2561.68
2015,191,50850.71,0,444.27,0,35.26,21.62,2581.76
2015,192,50799.39,0,421.26,0,34.76,22.18,2671.33
2015,193,50745.64,8.04,315.35,0,33.93,21.53,2567.5
2015,194,50689.49,0,441.96,0,34.4,21,2485.63
2015,195,50630.99,23.11,297.32,0,32.68,21.49,2561.02
2015,196,50570.16,0,428.09,0,32.91,20.56,2418.89
2015,197,50507.04,0,422.54,0,33.05,20.9,2471.33
2015,198,50441.67,0,428.89,0,33.89,21.31,2534.13
2015,199,50374.09,0,439.9,0,34.56,21.37,2542.51
2015,200,50304.34,0,430.88,0,34.83,21.96,2636.6
2015,201,50232.46,3.4,318.96,0,35.33,22.48,2720.63
2015,202,50158.48,6.94,319.24,0,35.57,22.6,2740.48
2015,203,50082.45,0,428.01,0,34.76,21.93,2630.8
2015,204,50004.41,1.43,373.42,0,32.91,22.54,2730.98
2015,205,49924.41,0,381.62,0,33.45,22.73,2762.96
2015,206,49842.48,0,389.09,0,32.8,22.04,2648.46
2015,207,49758.66,0,456.29,0,34.05,20.32,2383.33
2015,208,49673.01,0,473.46,0,35.75,20.49,2409.62
2015,209,49585.55,0,449.68,0,36.37,22.02,2645.24
