Species,Species.ID,Tank.ID,Mass.g.metamorphosed,Date.metamorphosed,Date.eggs.hatched,Clutch.ID,Stocking.density,Date.stocked,Days.to.metamorphosis,Fate.comments,Year
Rcapito,767,9,3.06,7/6/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,819,9,3.58,7/8/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,820,9,4.35,7/8/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,821,9,4.36,7/8/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,823,9,4.26,7/12/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,827,9,4.72,7/10/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,831,9,4.15,7/10/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,893,9,3.83,7/16/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,916,9,3.81,7/14/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,961,9,4.16,7/16/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,962,9,4.84,7/16/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,963,9,3.48,7/16/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,964,9,3.53,7/16/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,972,9,5.52,7/18/20,2/20/20,W2,50,3/6/20,,weighed on 7/20/20,2020
Rcapito,1019,9,8.52,7/24/20,2/20/20,W2,50,3/6/20,,hearty chonk,2020
Rcapito,1034,9,5.1,7/27/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,70,10,4.54,6/18/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,89,10,6.58,6/20/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,255,10,4.82,6/26/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,338,10,5.99,6/28/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,339,10,4.74,6/28/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,340,10,5.52,6/28/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,341,10,5.41,6/28/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,342,10,4.66,6/28/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,455,10,5.66,6/30/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,456,10,4.44,6/30/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,457,10,4.68,6/30/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,502,10,4.67,6/28/20,2/20/20,W2,50,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,503,10,5.42,6/28/20,2/20/20,W2,50,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,504,10,3.97,6/28/20,2/20/20,W2,50,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,538,10,5.45,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,541,10,4.12,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,544,10,4.75,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,549,10,4.6,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,590,10,4.22,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,591,10,4.67,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,592,10,4.82,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,593,10,4.67,7/2/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,618,10,4.47,7/4/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,619,10,4.37,7/4/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,620,10,4.87,7/4/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,688,10,4.6,7/4/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,689,10,4.58,7/4/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,752,10,4.87,7/6/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,753,10,4.78,7/6/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,754,10,5.19,7/6/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,818,10,6.02,7/8/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,829,10,4.05,7/10/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,832,10,4.76,7/10/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,918,10,6.42,7/14/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,919,10,5.03,7/14/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,920,10,5.83,7/14/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,992,10,7.13,7/20/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,1031,10,8.88,7/26/20,2/20/20,W2,50,3/6/20,,,2020
Rcapito,120,11,5.61,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,121,11,4.34,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,122,11,4.44,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,123,11,4.12,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,124,11,4.15,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,125,11,5.39,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,126,11,5.04,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,248,11,5.63,6/24/20,2/20/20,W3,60,3/6/20,,almost dead,2020
Rcapito,249,11,4.6,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,299,11,3.82,6/26/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,300,11,5.93,6/26/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,347,11,4.59,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,348,11,5.2,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,349,11,4.18,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,350,11,4.77,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,375,11,4.78,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,411,11,5.64,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,412,11,5.11,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,413,11,3.86,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,414,11,5.06,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,466,11,4.4,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,467,11,4.8,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,468,11,5.74,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,517,11,4.95,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,518,11,4.85,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,519,11,6.07,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,520,11,5.97,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,521,11,4.03,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,522,11,4.61,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,523,11,6.3,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,610,11,3.74,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,611,11,3.45,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,612,11,3.44,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,613,11,4.67,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,614,11,4.27,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,707,11,5.8,7/4/20,2/20/20,W3,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,709,11,4.04,7/4/20,2/20/20,W3,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,862,11,4.38,7/12/20,2/20/20,W3,60,3/6/20,,weighed 7/14/20,2020
Rcapito,863,11,4.83,7/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,876,11,4.96,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,877,11,6.14,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,942,11,5.63,7/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,943,11,5.32,7/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,944,11,5.8,7/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,1011,11,4.66,7/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,8,12,7.14,6/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,9,12,6,6/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,38,12,5.34,6/14/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,39,12,4.6,6/14/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,40,12,5.01,6/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,95,12,3.42,6/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,96,12,5.57,6/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,97,12,4.94,6/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,98,12,4.66,6/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,127,12,6,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,128,12,4.99,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,129,12,4.4,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,130,12,6,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,234,12,5.42,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,235,12,5.96,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,236,12,5.52,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,237,12,7.41,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,238,12,7.35,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,239,12,5.12,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,240,12,5.72,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,241,12,4.63,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,242,12,6,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,243,12,4.46,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,244,12,5.84,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,245,12,4.64,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,380,12,6.81,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,381,12,6.13,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,401,12,6.4,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,505,12,5.21,6/28/20,2/20/20,W3,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,524,12,6.01,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,525,12,4.91,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,526,12,5.01,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,527,12,6.35,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,528,12,4.98,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,596,12,na,6/30/20,2/20/20,W3,60,3/6/20,,released before weight was taken,2020
Rcapito,597,12,na,6/30/20,2/20/20,W3,60,3/6/20,,released before weight was taken,2020
Rcapito,598,12,na,6/30/20,2/20/20,W3,60,3/6/20,,released before weight was taken,2020
Rcapito,599,12,na,6/30/20,2/20/20,W3,60,3/6/20,,released before weight was taken,2020
Rcapito,635,12,5.67,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,636,12,5.41,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,637,12,7.19,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,853,12,7.55,7/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,855,12,6.01,7/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,856,12,6.95,7/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,857,12,6.94,7/12/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,937,12,6.32,7/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,10,13,3.45,6/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,29,13,3.19,6/14/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,61,13,2.46,6/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,131,13,2.7,6/22/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,256,13,2.44,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,351,13,4.63,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,352,13,5.11,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,353,13,3.76,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,376,13,3.53,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,377,13,3.68,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,378,13,2.91,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,379,13,3.58,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,458,13,2.63,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,459,13,3.11,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,460,13,4.43,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,461,13,5.77,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,462,13,5.16,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,463,13,3.85,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,464,13,5.63,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,465,13,3.8,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,535,13,4.78,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,568,13,5.31,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,569,13,3.85,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,570,13,5.1,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,571,13,2.69,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,572,13,3.86,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,573,13,4.41,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,574,13,4.47,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,575,13,4.6,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,576,13,4.34,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,600,13,na,6/30/20,2/20/20,W2,60,3/6/20,,released before weight was taken,2020
Rcapito,601,13,na,6/30/20,2/20/20,W2,60,3/6/20,,released before weight was taken,2020
Rcapito,641,13,4.08,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,642,13,4.74,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,643,13,4.31,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,644,13,4.4,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,645,13,4.62,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,646,13,2.6,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,647,13,3.49,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,648,13,4.37,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,649,13,3.98,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,650,13,3.42,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,651,13,2.96,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,652,13,4.77,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,653,13,5.13,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,732,13,4.93,7/6/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,733,13,3.38,7/6/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,734,13,3.51,7/6/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,795,13,4.36,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,796,13,3.8,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,797,13,5.53,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,798,13,5.03,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,799,13,3.96,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,800,13,3.95,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,812,13,4.12,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,813,13,4.42,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,814,13,4.75,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,815,13,4.24,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,816,13,4.25,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,817,13,4.66,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,844,13,3.53,7/10/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,845,13,4.13,7/10/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,896,13,4.2,7/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,897,13,3.44,7/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,898,13,3.82,7/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,909,13,3.94,7/14/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,910,13,4.77,7/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,911,13,3.96,7/14/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,933,13,3.57,7/18/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,947,13,3.69,7/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,948,13,4.5,7/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,982,13,4.06,7/20/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,983,13,3.69,7/20/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,989,13,3.92,7/18/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,990,13,3.67,7/18/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,991,13,3.64,7/18/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,1024,13,3.34,7/24/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,11,14,4.1,6/12/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,34,14,3.8,6/14/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,35,14,3.71,6/14/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,67,14,3.34,6/18/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,68,14,4.68,6/18/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,69,14,3.95,6/18/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,90,14,4.29,6/20/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,132,14,4.2,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,133,14,3.22,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,134,14,3.49,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,135,14,4.15,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,136,14,4.18,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,137,14,4.04,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,138,14,5.32,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,139,14,3.27,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,140,14,4.13,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,141,14,3.26,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,142,14,3.6,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,143,14,5.14,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,144,14,4.31,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,246,14,4.69,6/24/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,278,14,3.68,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,279,14,3.47,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,280,14,3.06,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,281,14,5.14,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,282,14,4.82,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,301,14,4.54,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,302,14,4.58,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,303,14,3.72,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,304,14,4.28,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,382,14,4.07,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,383,14,3.88,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,384,14,4.45,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,415,14,4.41,6/26/20,2/20/20,W1a,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,416,14,3.95,6/26/20,2/20/20,W1a,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,417,14,4.41,6/26/20,2/20/20,W1a,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,418,14,3.84,6/26/20,2/20/20,W1a,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,469,14,4.12,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,470,14,4.05,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,471,14,4.2,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,472,14,3.96,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,506,14,4.31,6/28/20,2/20/20,W1a,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,507,14,3.76,6/28/20,2/20/20,W1a,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,508,14,4.33,6/28/20,2/20/20,W1a,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,509,14,4.11,6/28/20,2/20/20,W1a,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,510,14,4.35,6/28/20,2/20/20,W1a,60,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,553,14,4.54,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,554,14,4.59,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,622,14,3.87,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,623,14,4.1,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,624,14,4.06,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,625,14,3.99,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,708,14,4.9,7/4/20,2/20/20,W1a,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,786,14,4.8,7/8/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,826,14,4.83,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,894,14,6.93,7/16/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,938,14,9.27,7/16/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,939,14,5.63,7/16/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,1037,14,6.48,7/27/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,511,15,3.26,6/28/20,2/20/20,W3,75,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,512,15,3.19,6/28/20,2/20/20,W3,75,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,552,15,3.48,7/2/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,703,15,2.81,7/4/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,704,15,3.89,7/4/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,711,15,3.6,7/4/20,2/20/20,W3,75,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,713,15,4.07,7/4/20,2/20/20,W3,75,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,735,15,3.13,7/6/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,736,15,3.05,7/6/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,737,15,3.85,7/6/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,738,15,2.81,7/6/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,739,15,3.01,7/6/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,791,15,2.92,7/8/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,792,15,3.21,7/8/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,793,15,2.93,7/8/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,794,15,3.41,7/8/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,825,15,3.39,7/12/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,839,15,3.06,7/10/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,840,15,2.75,7/10/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,851,15,3.48,7/10/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,905,15,3.58,7/14/20,2/20/20,W3,75,3/6/20,,lid says T19?,2020
Rcapito,906,15,3.17,7/14/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,907,15,3.68,7/14/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,925,15,4.53,7/14/20,2/20/20,W3,75,3/6/20,,took out of deeper water and weighed at 3.40g on 7/18/20 DB,2020
Rcapito,926,15,3.65,7/14/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,927,15,4.47,7/14/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,928,15,3.09,7/14/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,949,15,3.8,7/16/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,950,15,3.38,7/16/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,951,15,2.96,7/16/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,952,15,3.93,7/16/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,953,15,3.77,7/16/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,979,15,3.07,7/20/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,980,15,4.52,7/20/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,981,15,4.48,7/20/20,2/20/20,W3,75,3/6/20,,,2020
