Latitude: 33.8906965  Longitude: -83.3577535,,,,,,,,
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34,,,,,,,,
Tile: 11029,,,,,,,,
Elevation: 193 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2012,82,43329.98,0,345.76,0,24.97,14.4,1639.72
2012,83,43460.09,0,285.06,0,24.39,16.14,1833.06
2012,84,43590.14,0,353.97,0,25.19,14.63,1664.31
2012,85,43720.13,0,441.07,0,24.12,9.9,1219.15
2012,86,43850.03,0,484.91,0,28.12,10.03,1230.01
2012,87,43979.82,0,415.36,0,23.97,11.1,1320.94
2012,88,44109.46,0,456.2,0,27.37,11.83,1385.87
2012,89,44238.95,0,438.89,0,28.1,13.42,1538.76
2012,90,44368.25,5.52,332.36,0,27.52,12.71,1468.33
2012,91,44497.35,0,330.16,0,24.66,15.03,1708.05
2012,92,44626.21,0,470.76,0,28.75,12.08,1391.3
2012,93,44754.81,0,453.68,0,30.35,14.22,1605.6
2012,94,44883.14,7.57,304.06,0,29.15,15.64,1775.7
2012,95,45011.16,0,424.87,0,28.54,14.26,1624.65
2012,96,45138.85,0,367.06,0,25.75,14.53,1653.5
2012,97,45266.19,0,308.84,0,18.41,10,1227.09
2012,98,45393.14,0,494.85,0,22.39,5.98,933.65
2012,99,45519.69,0,507.45,0,25.87,7.87,1041.42
2012,100,45645.8,0,496.99,0,26.03,8.79,1109.25
2012,101,45771.45,0,499.01,0,25.94,8.67,1094.68
2012,102,45896.61,0,437.85,0,19.78,6.62,975.51
2012,103,46021.25,0,510.89,0,19.02,1.99,705.18
2012,104,46145.35,0,549.95,0,22.87,2.02,679.22
2012,105,46268.87,0,540.3,0,24.81,4.51,803.39
2012,106,46391.79,0,502.3,0,27.31,9.48,1137.8
2012,107,46514.07,0,426.32,0,26.37,12.71,1468.46
2012,108,46635.69,7.63,336.8,0,28.9,13.74,1570.95
2012,109,46756.61,9.96,126.36,0,17.86,13.43,1539.59
2012,110,46876.81,0,281.59,0,19.7,12.1,1411.39
2012,111,46996.24,0,284.81,0,20.79,13.12,1508.36
2012,112,47114.88,7.29,311.08,0,25.53,13.12,1508.81
2012,113,47232.7,0,368.95,0,20.98,10.7,1286.28
2012,114,47349.65,0,390.01,0,15.76,5.2,884.14
2012,115,47465.71,0,512.25,0,19.62,3.65,716.26
2012,116,47580.84,0,569.33,0,27.7,5.98,755.17
2012,117,47695,0,500.43,0,28.52,11.94,1166.18
2012,118,47808.16,0,379.27,0,28.78,17.4,1855.97
2012,119,47920.28,0,446.41,0,29.63,15.66,1550.1
2012,120,48031.32,0,481.2,0,31.04,15.27,1447.72
2012,121,48141.25,0,499.37,0,32.49,15.28,1410.04
2012,122,48250.02,0,455.85,0,31.5,16.73,1622.88
2012,123,48357.61,0,471.31,0,31.58,16.21,1518.85
2012,124,48463.96,0,449.95,0,30.44,16.22,1562.04
2012,125,48569.03,1.1,398.84,0,29.74,17.65,1805.95
2012,126,48672.8,0,456.24,0,32.88,17.97,1711.14
2012,127,48775.21,0,436.01,0,30.53,16.77,1637.8
2012,128,48876.23,10.76,231.17,0,26.08,17.27,1969.56
2012,129,48975.81,0,352.68,0,28.56,18.29,2028.48
2012,130,49073.91,6.37,254.1,0,23.91,14.69,1670.32
2012,131,49170.5,0,483.88,0,24.41,10.12,1103.99
2012,132,49265.52,0,519.38,0,26.39,9.99,1047.11
2012,133,49358.93,2.59,305.46,0,23.83,12.55,1453.56
2012,134,49450.7,21.18,140.95,0,19.98,15.44,1752.9
2012,135,49540.78,1.62,381.74,0,27.48,17.21,1954.28
2012,136,49629.12,0,458.5,0,28.58,15.66,1661.45
2012,137,49715.69,0,469.08,0,29.08,15.67,1641.04
2012,138,49800.44,1.04,419.97,0,26.78,15.64,1717.27
2012,139,49883.32,0,429.21,0,26.05,14.52,1595.18
2012,140,49964.3,0,464.23,0,27.66,14.56,1504.47
2012,141,50043.34,0,505.43,0,28.41,13.2,1296.26
2012,142,50120.39,6.26,385.8,0,30.35,13.75,1490.11
2012,143,50195.4,3.79,337.47,0,28.31,15.07,1712.66
2012,144,50268.35,0,512.99,0,29.58,13.35,1326.37
2012,145,50339.18,0,519.37,0,32,14.87,1435.21
2012,146,50407.86,0,512.83,0,33.73,16.83,1564.29
2012,147,50474.35,0,494.42,0,34.08,18.1,1721.55
2012,148,50538.6,0,414.22,0,31.97,19.76,2068.11
2012,149,50600.59,3.23,279.87,0,30.72,19.97,2332.75
2012,150,50660.28,11.09,219.74,0,27.34,19.6,2279.65
2012,151,50717.62,0,457.32,0,32.47,18.89,1905.67
2012,152,50772.58,6.97,386.67,0,34.05,16.69,1771.07
