"Year","Date.metamorphosed","Mass.g.metamorphosed","Fate.comments","Clutch.ID","Date.stocked","Date.eggs.hatched","Stocking.density","Tank.ID","Days.to.metamorphosis"
"2009","6/17/09",NA,"found dead 1/2 tail resorbed","Rcap1","3/9/09","na","100","2",100
"2009","6/18/09","2.31",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","2.51",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","2.65",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","2.64",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","2.16",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","2.59",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/18/09","3.18",NA,"Rcap1","3/9/09","na","100","2",101
"2009","6/19/09","2.94",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","2.75",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","3.05",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","3.38",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","3.35",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","2.93",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","2.78",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/19/09","2.69",NA,"Rcap1","3/9/09","na","100","2",102
"2009","6/20/09","3.43",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.71",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.54",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.19",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.89",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.3",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","3.49",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.73",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.34",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.39",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/20/09","2.57",NA,"Rcap1","3/9/09","na","100","2",103
"2009","6/22/09","2.91",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","3.44",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","2.25",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","1.95",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","3",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","2.08",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","2.63",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09","2.45",NA,"Rcap1","3/9/09","na","100","2",105
"2009","6/22/09",NA,"found dead, fully, freshly transformed - preserved for SCWDS","Rcap1","3/9/09","na","100","2",105
"2009","6/22/09",NA,"found dead, fully, transformed - preserved for SCWDS","Rcap1","3/9/09","na","100","2",105
"2009","6/22/09",NA,"metamorphosed abnormal - preserved for SCWDS","Rcap1","3/9/09","na","100","2",105
"2009","6/22/09",NA,"metamorphosed abnormal - preserved for SCWDS","Rcap1","3/9/09","na","100","2",105
"2009","6/22/09",NA,"metamorphosed abnormal - preserved for SCWDS","Rcap1","3/9/09","na","100","2",105
"2009","6/23/09",NA,"found floating, abnormal gularr and spinal morphology","Rcap1","3/9/09","na","100","2",106
"2009","6/26/09","2.13",NA,"Rcap1","3/9/09","na","100","2",109
"2009","6/26/09","2.35",NA,"Rcap1","3/9/09","na","100","2",109
"2009","6/26/09","2.55",NA,"Rcap1","3/9/09","na","100","2",109
"2009","6/26/09","2.11",NA,"Rcap1","3/9/09","na","100","2",109
"2009","6/26/09","3.06",NA,"Rcap1","3/9/09","na","100","2",109
"2009","6/27/09","2.45","blood work - survived to release","Rcap1","3/9/09","na","100","2",110
"2009","6/27/09","1.95","blood work - survived to release","Rcap1","3/9/09","na","100","2",110
"2009","6/27/09","2.46","malformation at rear right foot - survived to release","Rcap1","3/9/09","na","100","2",110
"2009","6/27/09","2.32","tail nub when weighed - survived to release","Rcap1","3/9/09","na","100","2",110
"2009","6/27/09","2.41",NA,"Rcap1","3/9/09","na","100","2",110
"2009","6/28/09","2.28",NA,"Rcap1","3/9/09","na","100","2",111
"2009","6/30/09","2.31","tail nub","Rcap1","3/9/09","na","100","2",113
"2009","6/30/09","1.98",NA,"Rcap1","3/9/09","na","100","2",113
"2009","7/3/09","2.7",NA,"Rcap1","3/9/09","na","100","2",116
"2009","7/8/09","2.09",NA,"Rcap1","3/9/09","na","100","2",121
"2009","7/9/09","2.16",NA,"Rcap1","3/9/09","na","100","2",122
"2009","7/9/09","2.07",NA,"Rcap1","3/9/09","na","100","2",122
"2009","7/9/09","2.33",NA,"Rcap1","3/9/09","na","100","2",122
"2009","7/13/09","2.19",NA,"Rcap1","3/9/09","na","100","2",126
"2009","7/16/09","2.61",NA,"Rcap1","3/9/09","na","100","2",129
"2009","7/19/09","2.5",NA,"Rcap1","3/9/09","na","100","2",132
"2009","6/10/09","2.46",NA,"Rcap1","3/9/09","na","100","3",93
"2009","6/10/09","4.3","Andy took blood","Rcap1","3/9/09","na","100","3",93
"2009","6/10/09","4.48","Andy took blood","Rcap1","3/9/09","na","100","3",93
"2009","6/10/09","3.31",NA,"Rcap1","3/9/09","na","100","3",93
"2009","6/10/09","2.19",NA,"Rcap1","3/9/09","na","100","3",93
"2009","6/10/09","4.92",NA,"Rcap1","3/9/09","na","100","3",93
"2009","6/11/09","3.51",NA,"Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","4.54","Andy took blood","Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","2.74","Andy took blood","Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","3.45",NA,"Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","3.29",NA,"Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","2.92",NA,"Rcap1","3/9/09","na","100","3",94
"2009","6/11/09","4.13",NA,"Rcap1","3/9/09","na","100","3",94
"2009","6/12/09","3.43","Andy took blood - dead on 7/1 hemorrhage tissue on thigh","Rcap1","3/9/09","na","100","3",95
"2009","6/12/09","3.34",NA,"Rcap1","3/9/09","na","100","3",95
"2009","6/12/09","3.44",NA,"Rcap1","3/9/09","na","100","3",95
"2009","6/12/09","3.57",NA,"Rcap1","3/9/09","na","100","3",95
"2009","6/12/09","3.02","Andy took blood","Rcap1","3/9/09","na","100","3",95
"2009","6/12/09","4",NA,"Rcap1","3/9/09","na","100","3",95
"2009","6/14/09","3.73","Andy took blood","Rcap1","3/9/09","na","100","3",97
"2009","6/14/09","3.51",NA,"Rcap1","3/9/09","na","100","3",97
"2009","6/14/09","3.99","Andy took blood","Rcap1","3/9/09","na","100","3",97
"2009","6/14/09","3.59",NA,"Rcap1","3/9/09","na","100","3",97
"2009","6/15/09","3.8",NA,"Rcap1","3/9/09","na","100","3",98
"2009","6/15/09","4.62",NA,"Rcap1","3/9/09","na","100","3",98
"2009","6/15/09","3.51",NA,"Rcap1","3/9/09","na","100","3",98
"2009","6/16/09","4.42",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","2.77",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.66",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.66",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","4.1",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","4.6",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.16",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.05",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.46","Andy took blood","Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.3",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.67","Andy took blood","Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","2.87",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.64",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","4.67",NA,"Rcap1","3/9/09","na","100","3",99
"2009","6/16/09","3.25","killed in action (clipping)","Rcap1","3/9/09","na","100","3",99
"2009","6/18/09","3.17","Andy took blood","Rcap1","3/9/09","na","100","3",101
"2009","6/18/09","3.85",NA,"Rcap1","3/9/09","na","100","3",101
"2009","6/18/09","3.61",NA,"Rcap1","3/9/09","na","100","3",101
"2009","6/18/09","3.74",NA,"Rcap1","3/9/09","na","100","3",101
"2009","6/18/09","4.36",NA,"Rcap1","3/9/09","na","100","3",101
"2009","6/18/09","3.93","Andy took blood","Rcap1","3/9/09","na","100","3",101
"2009","6/19/09","4.15",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","3.29",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","3.21",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","3.62",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","3.25",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","2.96",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","4.22",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/19/09","3.17",NA,"Rcap1","3/9/09","na","100","3",102
"2009","6/20/09","4.15",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.87",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","2.87",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.28",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.12",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.59",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","2.68",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.9",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3.08",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","2.68","Andy took blood/found dead 24hr past blood draw","Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","2.68",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","4.1",NA,"Rcap1","3/9/09","na","100","3",103
"2009","6/20/09","3","Andy took blood","Rcap1","3/9/09","na","100","3",103
"2009","6/22/09","4.41",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/22/09","3.02",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/22/09","3.97",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/22/09","3.98",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/22/09","2.85",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/22/09","3.44",NA,"Rcap1","3/9/09","na","100","3",105
"2009","6/23/09","4.22",NA,"Rcap1","3/9/09","na","100","3",106
"2009","6/23/09","2.79","Andy took blood","Rcap1","3/9/09","na","100","3",106
"2009","6/23/09","3.78","Andy took blood / dead 24 hours past blood draw","Rcap1","3/9/09","na","100","3",106
"2009","6/26/09","3.32",NA,"Rcap1","3/9/09","na","100","3",109
"2009","6/26/09","3.11","Andy took blood","Rcap1","3/9/09","na","100","3",109
"2009","6/26/09","2.75","Andy took blood","Rcap1","3/9/09","na","100","3",109
"2009","6/26/09","3.92",NA,"Rcap1","3/9/09","na","100","3",109
"2009","6/27/09","2.41",NA,"Rcap1","3/9/09","na","100","3",110
"2009","6/28/09",NA,"found dead, fully morphed","Rcap1","3/9/09","na","100","3",111
"2009","6/28/09","3.37","Andy took blood","Rcap1","3/9/09","na","100","3",111
"2009","6/28/09","2.91","Andy took blood, failed","Rcap1","3/9/09","na","100","3",111
"2009","6/28/09","2.88","Andy took blood","Rcap1","3/9/09","na","100","3",111
"2009","6/28/09","2.9",NA,"Rcap1","3/9/09","na","100","3",111
"2009","6/28/09","2.68",NA,"Rcap1","3/9/09","na","100","3",111
"2009","6/29/09","2.55",NA,"Rcap1","3/9/09","na","100","3",112
"2009","6/29/09",NA,"no frog in contained 7/1","Rcap1","3/9/09","na","100","3",112
"2009","6/30/09","3.45","partial tail","Rcap1","3/9/09","na","100","3",113
"2009","7/1/09","3.31","forelimbs emerged but full tail","Rcap1","3/9/09","na","100","3",114
"2009","7/1/09","2.98","forelimbs emerged but full tail","Rcap1","3/9/09","na","100","3",114
"2009","7/1/09","3.06","forelimbs emerged but full tail","Rcap1","3/9/09","na","100","3",114
"2009","7/1/09","3.3","forelimbs emerged but full tail","Rcap1","3/9/09","na","100","3",114
"2009","7/3/09","3.01",NA,"Rcap1","3/9/09","na","100","3",116
"2009","7/6/09","2.87",NA,"Rcap1","3/9/09","na","100","3",119
"2009","7/7/09","3.36",NA,"Rcap1","3/9/09","na","100","3",120
"2009","7/8/09","2.93",NA,"Rcap1","3/9/09","na","100","3",121
"2009","7/9/09","3.09",NA,"Rcap1","3/9/09","na","100","3",122
"2009","7/9/09","3.19",NA,"Rcap1","3/9/09","na","100","3",122
"2009","7/9/09","3.37",NA,"Rcap1","3/9/09","na","100","3",122
"2009","7/15/09","2.87",NA,"Rcap1","3/9/09","na","100","3",128
"2009","7/16/09","3",NA,"Rcap1","3/9/09","na","100","3",129
"2012","6/1/12","4.55","dead? See notes","1","3/22/12","3/6/12","105","1",NA
"2012","6/4/12","3.99",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/4/12","2.89",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/4/12","3.93",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/6/12","3.93",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/6/12","4.53",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/6/12","3.47",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.19",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.78",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.44",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.46",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.08",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.34",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.12",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.69",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","4.1",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/11/12","3.42",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/12/12","4.51",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/12/12","2.49",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/12/12","3.65",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.1",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.71",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.43",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.45",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","2.66",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.49",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.22",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","4.02",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.3",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","3.2",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/14/12","2.9",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/17/12","4.16",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/17/12","3.73",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/17/12","3.55",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/17/12","2.93",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/18/12","3.56",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/18/12","3.3",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/20/12","3.52",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/20/12","3.4",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/20/12","3.74",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/20/12","3.48",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/20/12","4.22",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/21/12","2.03",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/21/12","2.94",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/21/12","4.12",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12",NA,NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12","na","dead, fresh","1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12","2.72","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12","2.98","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12","2.69","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/23/12","2.95","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/24/12","2.4","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/24/12","2.58","weighed 7/3","1","3/22/12","3/6/12","105","1",NA
"2012","6/25/12","3.39",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/25/12","2.93",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/25/12","4.34",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","na","dead, not fresh","1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","na","dead, not fresh","1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","na","dead, not fresh","1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","3.18",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","3.15",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","3.4",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","3",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/28/12","3.06",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/29/12","3.63",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/30/12","na","dead, fresh","1","3/22/12","3/6/12","105","1",NA
"2012","6/30/12","2.82",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/1/12","3.78","longish tail","1","3/22/12","3/6/12","105","1",NA
"2012","7/1/12","4.8","longish tail","1","3/22/12","3/6/12","105","1",NA
"2012","7/1/12","3.9",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/1/12","na","dead tadpole","1","3/22/12","3/6/12","105","1",NA
"2012","7/3/12","3.56",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/5/12","na","dead","1","3/22/12","3/6/12","105","1",NA
"2012","7/6/12","3.83",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/8/12","3.51",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/9/12","4.8",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/10/12","4.25",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/10/12","3.96",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/10/12","na","dead","1","3/22/12","3/6/12","105","1",NA
"2012","7/13/12","3.71",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/13/12","3.8",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/15/12","3.25",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/18/12","3.12",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/18/12","3.46",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/20/12","3.37",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/20/12","3.67",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","7/24/12","3.43",NA,"1","3/22/12","3/6/12","105","1",NA
"2012","6/4/12","3.61",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","4.2",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.16",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.61",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.66",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.43",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.5",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.94",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/6/12","3.08",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.25",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.27",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.03",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","2.63",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.53",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.36",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.4",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.61",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.67",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.46",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.41",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.68",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.51",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","3.12",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/11/12","2.57",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/12/12","3.5",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.49",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.18",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.19",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","2.77",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.52",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","2.68",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","4.12",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","2.94",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","2.78",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.02",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.53",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/14/12","3.42",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/17/12","3.72",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/17/12","3.85",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/17/12","2.6",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/18/12","3.66",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/18/12","4.26",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/18/12","3.63",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/18/12","3.47",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/18/12","3.14",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/19/12","3",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/20/12","3.82",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","3.56",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","3.9",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","3.77",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","3.33",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","4.55",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","3.81",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","na","dead, preserved in 70% EtOH","1","3/22/12","3/6/12","105","2",NA
"2012","6/21/12","na","dead, preserved in 70% EtOH","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.41","dead, fresh","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.83","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.13","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.37","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.51","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.35","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","4.22","weighed 7/3","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.7","weighed 6/28","1","3/22/12","3/6/12","105","2",NA
"2012","6/23/12","3.21","weighed 7/3","1","3/22/12","3/6/12","105","2",NA
"2012","6/24/12","3.3","weighed 7/3","1","3/22/12","3/6/12","105","2",NA
"2012","6/24/12","3.87","weighed 7/3","1","3/22/12","3/6/12","105","2",NA
"2012","6/24/12","4.25","weighed 7/3","1","3/22/12","3/6/12","105","2",NA
"2012","6/25/12","3.97",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.17",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","5.83",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","6.25",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.57","longer tail still","1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.21",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.22",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.46",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","5.65",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","4.23",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/28/12","na","dead, fresh","1","3/22/12","3/6/12","105","2",NA
"2012","6/29/12","4.53",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/29/12","4.83",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","6/30/12","na","dead, fresh","1","3/22/12","3/6/12","105","2",NA
"2012","7/1/12","4.87",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/1/12","4.6",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/1/12","4.96",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/2/12","na","dead","1","3/22/12","3/6/12","105","2",NA
"2012","7/2/12","4.55",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/3/12","6.32",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/5/12","5.75",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/5/12","6.6",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/8/12","6.44","huge! Small tail remaining","1","3/22/12","3/6/12","105","2",NA
"2012","7/8/12","6.07",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/8/12","8.3",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/8/12","7.89",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/10/12","6.32",NA,"1","3/22/12","3/6/12","105","2",NA
"2012","7/10/12","6.63","longish tail remaining","1","3/22/12","3/6/12","105","2",NA
"2012","6/4/12","3.91",NA,"1","3/22/12","3/6/12","105","3",NA
"2012","6/4/12","3.38",NA,"1","3/22/12","3/6/12","105","3",NA
