Species,AnimalID#,Clutch.ID,Date.eggs.hatched,Tank.ID,Stocking.density,Year,Date.stocked,Date.metamorphosed,Days.to.metamorphosis,Mass.g.metamorphosed,Mark,Fate.comments,date.alpha.tag.was.inserted
Rcap-,2412,NA,2/25/13,3,100,2013,3/7/13,6/23/13,108,3.13,2500,,not applicable
Rcap-,2413,NA,2/25/13,3,100,2013,3/7/13,6/23/13,108,3.92,2500,,not applicable
Rcap-,2414,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.94,2500,,not applicable
Rcap-,2415,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.03,2500,,not applicable
Rcap-,2416,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.41,2500,,not applicable
Rcap-,2417,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.34,2500,,not applicable
Rcap-,2418,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.94,2500,,not applicable
Rcap-,2419,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.83,2500,,not applicable
Rcap-,2420,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.98,2500,,not applicable
Rcap-,2421,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.86,2500,,not applicable
Rcap-,2422,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.35,2500,,not applicable
Rcap-,2423,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,2.8,2500,,not applicable
Rcap-,2424,NA,2/25/13,4,100,2013,3/7/13,6/23/13,108,3.32,2500,,not applicable
Rcap-,2425,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,4.02,2500,,not applicable
Rcap-,2426,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.07,2500,,not applicable
Rcap-,2427,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.73,2500,,not applicable
Rcap-,2428,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,4.18,2500,,not applicable
Rcap-,2429,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.26,2500,,not applicable
Rcap-,2430,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.31,2500,,not applicable
Rcap-,2431,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.14,2500,,not applicable
Rcap-,2432,NA,2/25/13,5,100,2013,3/7/13,6/23/13,108,3.39,2500,,not applicable
Rcap-,2433,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,4.45,2500,,not applicable
Rcap-,2434,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.66,2500,,not applicable
Rcap-,2435,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,4.81,2500,,not applicable
Rcap-,2436,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.33,2500,,not applicable
Rcap-,2437,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.1,2500,,not applicable
Rcap-,2438,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.96,2500,,not applicable
Rcap-,2439,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,3.11,2500,,not applicable
Rcap-,2440,NA,2/25/13,6,100,2013,3/7/13,6/23/13,108,2.63,2500,,not applicable
Rcap-,2441,NA,2/25/13,7,100,2013,3/7/13,6/23/13,108,4.18,2500,,not applicable
Rcap-,2442,NA,2/25/13,7,100,2013,3/7/13,6/23/13,108,3.44,2500,missing rear left foot,not applicable
Rcap-,2443,NA,2/25/13,7,100,2013,3/7/13,6/23/13,108,4.22,2500,,not applicable
Rcap-,2444,NA,2/25/13,7,100,2013,3/7/13,6/23/13,108,4.33,2500,,not applicable
Rcap-,2445,NA,2/25/13,8,100,2013,3/7/13,6/23/13,108,3.15,2500,,not applicable
Rcap-,2446,NA,2/25/13,8,100,2013,3/7/13,6/23/13,108,3.54,2500,,not applicable
Rcap-,2447,NA,2/25/13,8,100,2013,3/7/13,6/23/13,108,4.2,2500,,not applicable
Rcap-,2448,NA,2/25/13,8,100,2013,3/7/13,6/23/13,108,3.1,2500,,not applicable
Rcap-,2449,NA,2/25/13,8,100,2013,3/7/13,6/23/13,108,3.02,2500,,not applicable
Rcap-,2450,NA,2/25/13,9,100,2013,3/7/13,6/23/13,108,2.74,2500,,not applicable
Rcap-,2451,NA,2/25/13,9,100,2013,3/7/13,6/23/13,108,3.47,2500,,not applicable
Rcap-,2452,NA,2/25/13,9,100,2013,3/7/13,6/23/13,108,4.04,2500,,not applicable
Rcap-,2453,NA,2/25/13,9,100,2013,3/7/13,6/23/13,108,3.7,2500,,not applicable
Rcap-,2454,NA,2/25/13,9,100,2013,3/7/13,6/23/13,108,4.12,2500,,not applicable
Rcap-,2397,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,2.79,2500,,not applicable
Rcap-,2398,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,4.23,2500,,not applicable
Rcap-,2399,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,3.77,2500,,not applicable
Rcap-,2400,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,4.09,2500,,not applicable
Rcap-,2401,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,3.39,2500,,not applicable
Rcap-,2402,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,4.32,2500,,not applicable
Rcap-,2455,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,5.05,2500,,not applicable
Rcap-,2456,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,2.9,2500,,not applicable
Rcap-,2457,NA,2/25/13,10,100,2013,3/7/13,6/23/13,108,3.45,2500,,not applicable
Rcap-,2458,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.79,2500,,not applicable
Rcap-,2459,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.68,2500,,not applicable
Rcap-,2460,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.41,2500,,not applicable
Rcap-,2461,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.23,2500,,not applicable
Rcap-,2462,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.46,2500,,not applicable
Rcap-,2463,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.78,2500,,not applicable
Rcap-,2464,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.89,2500,,not applicable
Rcap-,2465,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.28,2500,,not applicable
Rcap-,2466,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.24,2500,,not applicable
Rcap-,2467,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.06,2500,,not applicable
Rcap-,2468,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.51,2500,,not applicable
Rcap-,2469,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.19,2500,,not applicable
Rcap-,2470,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.85,2500,,not applicable
Rcap-,2471,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,4.66,2500,,not applicable
Rcap-,2472,NA,2/25/13,11,145,2013,3/7/13,6/23/13,108,3.11,2500,,not applicable
Rcap-,2334,NA,2/25/13,1,100,2013,3/7/13,6/21/13,106,4.4,2500,,not applicable
Rcap-,2344,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,4.99,2500,,not applicable
Rcap-,2345,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,2.92,2500,,not applicable
Rcap-,2346,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,3.19,2500,,not applicable
Rcap-,2347,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,2.87,2500,,not applicable
Rcap-,2348,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,3.6,2500,,not applicable
Rcap-,2349,NA,2/25/13,3,100,2013,3/7/13,6/21/13,106,3.31,2500,,not applicable
Rcap-,2360,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,2.99,2500,,not applicable
Rcap-,2361,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.22,2500,,not applicable
Rcap-,2362,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,4.28,2500,,not applicable
Rcap-,2363,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.89,2500,,not applicable
Rcap-,2364,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.1,2500,,not applicable
Rcap-,2365,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,3.62,2500,,not applicable
Rcap-,2366,NA,2/25/13,4,100,2013,3/7/13,6/21/13,106,4.49,2500,,not applicable
Rcap-,2350,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,3.52,2500,,not applicable
Rcap-,2351,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,3.65,2500,missing rear right foot,not applicable
Rcap-,2352,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.83,2500,,not applicable
Rcap-,2353,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,4.01,2500,,not applicable
Rcap-,2354,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.83,2500,,not applicable
Rcap-,2355,NA,2/25/13,5,100,2013,3/7/13,6/21/13,106,2.89,2500,,not applicable
Rcap-,2335,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.73,2500,,not applicable
Rcap-,2336,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,3.73,2500,,not applicable
Rcap-,2337,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,3.31,2500,,not applicable
Rcap-,2338,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.66,2500,,not applicable
Rcap-,2339,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.59,2500,,not applicable
Rcap-,2340,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,4.37,2500,,not applicable
Rcap-,2341,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.99,2500,,not applicable
Rcap-,2342,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.59,2500,,not applicable
Rcap-,2343,NA,2/25/13,6,100,2013,3/7/13,6/21/13,106,2.86,2500,,not applicable
Rcap-,2367,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,2.88,2500,,not applicable
Rcap-,2368,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,4.59,2500,,not applicable
Rcap-,2369,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,3.65,2500,,not applicable
Rcap-,2370,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,2.98,2500,,not applicable
Rcap-,2371,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,3.83,2500,,not applicable
Rcap-,2372,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,3.9,2500,,not applicable
Rcap-,2373,NA,2/25/13,7,100,2013,3/7/13,6/21/13,106,3.6,2500,,not applicable
Rcap-,2356,NA,2/25/13,8,100,2013,3/7/13,6/21/13,106,3.92,2500,,not applicable
Rcap-,2357,NA,2/25/13,8,100,2013,3/7/13,6/21/13,106,3.36,2500,,not applicable
Rcap-,2358,NA,2/25/13,8,100,2013,3/7/13,6/21/13,106,3.04,2500,,not applicable
Rcap-,2359,NA,2/25/13,8,100,2013,3/7/13,6/21/13,106,3.48,2500,,not applicable
Rcap-,2379,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.89,2500,,not applicable
Rcap-,2380,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.25,2500,,not applicable
Rcap-,2381,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.42,2500,,not applicable
Rcap-,2382,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.6,2500,,not applicable
Rcap-,2383,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,2.75,2500,,not applicable
Rcap-,2384,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.74,2500,,not applicable
Rcap-,2385,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.94,2500,,not applicable
Rcap-,2386,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.22,2500,,not applicable
Rcap-,2387,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.82,2500,,not applicable
Rcap-,2388,NA,2/25/13,9,100,2013,3/7/13,6/21/13,106,3.45,2500,,not applicable
Rcap-,2389,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.05,2500,,not applicable
Rcap-,2390,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.2,2500,,not applicable
Rcap-,2391,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,4.18,2500,,not applicable
Rcap-,2392,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.23,2500,,not applicable
Rcap-,2393,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,2.76,2500,,not applicable
Rcap-,2394,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.09,2500,,not applicable
Rcap-,2395,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.02,2500,,not applicable
Rcap-,2396,NA,2/25/13,10,100,2013,3/7/13,6/21/13,106,3.5,2500,,not applicable
Rcap-,2374,NA,2/25/13,11,145,2013,3/7/13,6/21/13,106,3.49,2500,,not applicable
Rcap-,2375,NA,2/25/13,11,145,2013,3/7/13,6/21/13,106,3.37,2500,,not applicable
Rcap-,2376,NA,2/25/13,11,145,2013,3/7/13,6/21/13,106,3.02,2500,,not applicable
Rcap-,2377,NA,2/25/13,11,145,2013,3/7/13,6/21/13,106,3.39,2500,,not applicable
Rcap-,2378,NA,2/25/13,11,145,2013,3/7/13,6/21/13,106,2.9,2500,,not applicable
Rcap-,2309,NA,2/25/13,1,100,2013,3/7/13,6/19/13,104,3.32,2500,,not applicable
Rcap-,2311,NA,2/25/13,2,100,2013,3/7/13,6/19/13,104,3.58,2500,,not applicable
Rcap-,2333,NA,2/25/13,4,100,2013,3/7/13,6/19/13,104,3.19,2500,,not applicable
Rcap-,2312,NA,2/25/13,5,100,2013,3/7/13,6/19/13,104,2.75,2500,,not applicable
Rcap-,2313,NA,2/25/13,5,100,2013,3/7/13,6/19/13,104,4.1,2500,,not applicable
Rcap-,2314,NA,2/25/13,5,100,2013,3/7/13,6/19/13,104,2.64,2500,,not applicable
Rcap-,2315,NA,2/25/13,5,100,2013,3/7/13,6/19/13,104,3.15,2500,,not applicable
Rcap-,2316,NA,2/25/13,7,100,2013,3/7/13,6/19/13,104,4.11,2500,,not applicable
Rcap-,2317,NA,2/25/13,7,100,2013,3/7/13,6/19/13,104,4.77,2500,,not applicable
Rcap-,2326,NA,2/25/13,8,100,2013,3/7/13,6/19/13,104,4.09,2500,,not applicable
Rcap-,2327,NA,2/25/13,8,100,2013,3/7/13,6/19/13,104,3.43,2500,,not applicable
Rcap-,2328,NA,2/25/13,8,100,2013,3/7/13,6/19/13,104,3.56,2500,,not applicable
Rcap-,2329,NA,2/25/13,9,100,2013,3/7/13,6/19/13,104,3.84,2500,,not applicable
Rcap-,2330,NA,2/25/13,9,100,2013,3/7/13,6/19/13,104,3.64,2500,,not applicable
Rcap-,2331,NA,2/25/13,9,100,2013,3/7/13,6/19/13,104,3.08,2500,,not applicable
Rcap-,2332,NA,2/25/13,9,100,2013,3/7/13,6/19/13,104,3.74,2500,,not applicable
Rcap-,2318,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.75,2500,,not applicable
Rcap-,2319,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.45,2500,,not applicable
Rcap-,2320,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.59,2500,,not applicable
Rcap-,2321,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.6,2500,,not applicable
Rcap-,2322,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.53,2500,,not applicable
Rcap-,2323,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.44,2500,escaped,not applicable
Rcap-,2324,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,3.86,2500,,not applicable
Rcap-,2325,NA,2/25/13,10,100,2013,3/7/13,6/19/13,104,4.14,2500,,not applicable
Rcap-,2310,NA,2/25/13,11,145,2013,3/7/13,6/19/13,104,3.83,2500,,not applicable
Rcap-,2283,NA,2/25/13,2,100,2013,3/7/13,6/18/13,103,3.33,2500,,not applicable
Rcap-,2284,NA,2/25/13,2,100,2013,3/7/13,6/18/13,103,3.53,2500,,not applicable
Rcap-,2236,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,2.45,2500,,not applicable
Rcap-,2237,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.14,2500,,not applicable
Rcap-,2238,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.06,2500,,not applicable
Rcap-,2239,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,2.9,2500,,not applicable
Rcap-,2240,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.89,2500,,not applicable
Rcap-,2241,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.32,2500,,not applicable
Rcap-,2242,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.07,2500,,not applicable
Rcap-,2243,NA,2/25/13,3,100,2013,3/7/13,6/18/13,103,3.04,2500,,not applicable
Rcap-,2256,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.92,2500,,not applicable
Rcap-,2257,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,2.91,2500,,not applicable
Rcap-,2258,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.19,2500,,not applicable
Rcap-,2259,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.62,2500,,not applicable
Rcap-,2260,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.37,2500,,not applicable
Rcap-,2261,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.22,2500,,not applicable
Rcap-,2262,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,4.15,2500,,not applicable
Rcap-,2263,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.44,2500,,not applicable
Rcap-,2264,NA,2/25/13,4,100,2013,3/7/13,6/18/13,103,3.36,2500,,not applicable
Rcap-,2285,NA,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.26,2500,,not applicable
Rcap-,2286,NA,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.68,2500,,not applicable
Rcap-,2287,NA,2/25/13,5,100,2013,3/7/13,6/18/13,103,4.11,2500,,not applicable
Rcap-,2288,NA,2/25/13,5,100,2013,3/7/13,6/18/13,103,3.49,2500,,not applicable
Rcap-,2289,NA,2/25/13,5,100,2013,3/7/13,6/18/13,103,2.93,2500,,not applicable
Rcap-,2290,NA,2/25/13,6,100,2013,3/7/13,6/18/13,103,3.54,2500,,not applicable
Rcap-,2291,NA,2/25/13,6,100,2013,3/7/13,6/18/13,103,3.23,2500,,not applicable
Rcap-,2292,NA,2/25/13,6,100,2013,3/7/13,6/18/13,103,4.12,2500,,not applicable
Rcap-,2293,NA,2/25/13,6,100,2013,3/7/13,6/18/13,103,4.84,2500,,not applicable
Rcap-,2298,NA,2/25/13,7,100,2013,3/7/13,6/18/13,103,4,2500,,not applicable
Rcap-,2299,NA,2/25/13,7,100,2013,3/7/13,6/18/13,103,4.33,2500,,not applicable
Rcap-,2300,NA,2/25/13,7,100,2013,3/7/13,6/18/13,103,3.96,2500,,not applicable
Rcap-,2265,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.6,2500,,not applicable
Rcap-,2266,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.25,2500,,not applicable
Rcap-,2267,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.63,2500,,not applicable
Rcap-,2268,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.27,2500,,not applicable
Rcap-,2269,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.8,2500,,not applicable
Rcap-,2270,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.4,2500,,not applicable
Rcap-,2271,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.86,2500,,not applicable
Rcap-,2272,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.31,2500,,not applicable
Rcap-,2273,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.51,2500,,not applicable
Rcap-,2274,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.23,2500,,not applicable
Rcap-,2275,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.41,2500,,not applicable
Rcap-,2276,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.95,2500,,not applicable
Rcap-,2277,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.01,2500,,not applicable
Rcap-,2278,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,4.15,2500,,not applicable
Rcap-,2279,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.95,2500,,not applicable
Rcap-,2280,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,2.78,2500,,not applicable
Rcap-,2281,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,3.3,2500,,not applicable
Rcap-,2282,NA,2/25/13,8,100,2013,3/7/13,6/18/13,103,2.77,2500,,not applicable
Rcap-,2244,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,4.09,2500,,not applicable
Rcap-,2245,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,3.98,2500,,not applicable
Rcap-,2246,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,3.6,2500,,not applicable
Rcap-,2247,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,4.66,2500,,not applicable
Rcap-,2248,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,5.11,2500,,not applicable
Rcap-,2249,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,4.6,2500,,not applicable
Rcap-,2250,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,4.2,2500,,not applicable
Rcap-,2251,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,3.19,2500,,not applicable
Rcap-,2252,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,3.95,2500,,not applicable
Rcap-,2253,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,2.82,2500,,not applicable
Rcap-,2254,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,2.72,2500,,not applicable
Rcap-,2255,NA,2/25/13,9,100,2013,3/7/13,6/18/13,103,3.69,2500,,not applicable
Rcap-,2301,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,3.83,2500,,not applicable
Rcap-,2302,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,4.44,2500,,not applicable
Rcap-,2303,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,3.88,2500,,not applicable
Rcap-,2304,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,3.87,2500,,not applicable
Rcap-,2305,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,5.42,2500,,not applicable
Rcap-,2306,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,4.2,2500,,not applicable
Rcap-,2307,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,4.09,2500,,not applicable
Rcap-,2308,NA,2/25/13,10,100,2013,3/7/13,6/18/13,103,3.78,2500,,not applicable
Rcap-,2294,NA,2/25/13,11,145,2013,3/7/13,6/18/13,103,4.53,2500,,not applicable
Rcap-,2295,NA,2/25/13,11,145,2013,3/7/13,6/18/13,103,4.37,2500,,not applicable
Rcap-,2296,NA,2/25/13,11,145,2013,3/7/13,6/18/13,103,3.34,2500,,not applicable
Rcap-,2297,NA,2/25/13,11,145,2013,3/7/13,6/18/13,103,4.84,2500,,not applicable
Rcap-,2211,NA,2/25/13,1,100,2013,3/7/13,6/17/13,102,4.96,2500,,not applicable
Rcap-,2212,NA,2/25/13,1,100,2013,3/7/13,6/17/13,102,4.05,2500,,not applicable
Rcap-,2213,NA,2/25/13,1,100,2013,3/7/13,6/17/13,102,4.31,2500,,not applicable
Rcap-,2214,NA,2/25/13,1,100,2013,3/7/13,6/17/13,102,3.09,2500,,not applicable
Rcap-,2222,NA,2/25/13,2,100,2013,3/7/13,6/17/13,102,3.91,2500,,not applicable
Rcap-,2223,NA,2/25/13,2,100,2013,3/7/13,6/17/13,102,4.45,2500,,not applicable
Rcap-,2224,NA,2/25/13,2,100,2013,3/7/13,6/17/13,102,3.31,2500,,not applicable
Rcap-,2225,NA,2/25/13,2,100,2013,3/7/13,6/17/13,102,3.71,2500,,not applicable
Rcap-,2226,NA,2/25/13,2,100,2013,3/7/13,6/17/13,102,4.12,2500,,not applicable
Rcap-,2227,NA,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.6,2500,,not applicable
Rcap-,2228,NA,2/25/13,5,100,2013,3/7/13,6/17/13,102,3.99,2500,,not applicable
Rcap-,2229,NA,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.23,2500,,not applicable
Rcap-,2230,NA,2/25/13,5,100,2013,3/7/13,6/17/13,102,4.17,2500,,not applicable
Rcap-,2231,NA,2/25/13,5,100,2013,3/7/13,6/17/13,102,3.27,2500,,not applicable
Rcap-,2215,NA,2/25/13,6,100,2013,3/7/13,6/17/13,102,3.61,2500,,not applicable
Rcap-,2216,NA,2/25/13,6,100,2013,3/7/13,6/17/13,102,2.7,2500,,not applicable
Rcap-,2232,NA,2/25/13,7,100,2013,3/7/13,6/17/13,102,4.43,2500,,not applicable
Rcap-,2233,NA,2/25/13,7,100,2013,3/7/13,6/17/13,102,3.59,2500,,not applicable
Rcap-,2234,NA,2/25/13,7,100,2013,3/7/13,6/17/13,102,3.86,2500,,not applicable
Rcap-,2235,NA,2/25/13,7,100,2013,3/7/13,6/17/13,102,3.85,2500,,not applicable
Rcap-,2217,NA,2/25/13,10,100,2013,3/7/13,6/17/13,102,3.59,2500,,not applicable
Rcap-,2218,NA,2/25/13,10,100,2013,3/7/13,6/17/13,102,4.09,2500,,not applicable
Rcap-,2219,NA,2/25/13,11,145,2013,3/7/13,6/17/13,102,4.12,2500,,not applicable
Rcap-,2220,NA,2/25/13,11,145,2013,3/7/13,6/17/13,102,3.89,2500,,not applicable
Rcap-,2221,NA,2/25/13,11,145,2013,3/7/13,6/17/13,102,3.37,2500,,not applicable
Rcap-,2097,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.79,2500,,not applicable
Rcap-,2098,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,5.6,2500,,not applicable
Rcap-,2099,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,4.39,2500,,not applicable
Rcap-,2100,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,2.37,2500,,not applicable
Rcap-,2101,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.75,2500,,not applicable
Rcap-,2102,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,2.68,2500,,not applicable
Rcap-,2103,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.99,2500,,not applicable
Rcap-,2104,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,4.57,2500,,not applicable
Rcap-,2105,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.5,2500,,not applicable
Rcap-,2106,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.81,2500,,not applicable
Rcap-,2107,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,3.18,2500,,not applicable
Rcap-,2108,NA,2/25/13,2,100,2013,3/7/13,6/16/13,101,2.82,2500,,not applicable
Rcap-,2109,NA,2/25/13,3,100,2013,3/7/13,6/16/13,101,3.42,2500,,not applicable
