"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Tank.ID","Date.stocked","Days.to.metamorphosis","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data"
"Rcapito",777,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/25/22",3.24,NA,"*weigh after, 7/29",NA,"White Hall","CP"
"Rcapito",441,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",3.25,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",154,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/20/22",3.27,NA,NA,NA,"White Hall","CP"
"Rcapito",157,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/20/22",3.27,NA,NA,NA,"White Hall","CP"
"Rcapito",222,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/22/22",3.27,NA,NA,NA,"White Hall","CP"
"Rcapito",42,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/13/22",3.28,NA,NA,NA,"White Hall","CP"
"Rcapito",211,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/22/22",3.28,NA,NA,NA,"White Hall","CP"
"Rcapito",444,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","6/29/22",3.28,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",626,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/8/22",3.28,NA,NA,NA,"White Hall","CP"
"Rcapito",13,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/8/22",3.29,NA,NA,"died in observation","White Hall","CP"
"Rcapito",47,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/13/22",3.29,NA,NA,NA,"White Hall","CP"
"Rcapito",619,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/6/22",3.29,NA,NA,NA,"White Hall","CP"
"Rcapito",681,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/11/22",3.29,NA,"*weigh after",NA,"White Hall","CP"
"Rcapito",389,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/24/22",3.3,NA,NA,NA,"White Hall","CP"
"Rcapito",451,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/29/22",3.31,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",527,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/4/22",3.31,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",82,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.32,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",143,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/20/22",3.32,NA,NA,NA,"White Hall","CP"
"Rcapito",306,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/24/22",3.32,NA,NA,NA,"White Hall","CP"
"Rcapito",40,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/13/22",3.33,NA,NA,NA,"White Hall","CP"
"Rcapito",59,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/13/22",3.33,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",239,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.33,NA,NA,NA,"White Hall","CP"
"Rcapito",452,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.34,NA,NA,NA,"White Hall","CP"
"Rcapito",544,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","7/4/22",3.34,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",84,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.35,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",161,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/20/22",3.35,NA,NA,NA,"White Hall","CP"
"Rcapito",210,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/22/22",3.35,NA,"1 cm tail, plastic container",NA,"White Hall","CP"
"Rcapito",238,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.35,NA,NA,NA,"White Hall","CP"
"Rcapito",462,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","6/29/22",3.35,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",305,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/24/22",3.36,NA,NA,NA,"White Hall","CP"
"Rcapito",346,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",3.36,NA,NA,NA,"White Hall","CP"
"Rcapito",57,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/13/22",3.37,NA,NA,NA,"White Hall","CP"
"Rcapito",92,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","6/15/22",3.37,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",177,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","6/22/22",3.37,NA,NA,NA,"White Hall","CP"
"Rcapito",212,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/22/22",3.37,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",288,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/7/22",3.37,NA,NA,NA,"White Hall","CP"
"Rcapito",453,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.37,NA,NA,NA,"White Hall","CP"
"Rcapito",183,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",3.38,NA,NA,NA,"White Hall","CP"
"Rcapito",378,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/24/22",3.38,NA,"1.5 cm tail, 6/29",NA,"White Hall","CP"
"Rcapito",390,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/24/22",3.38,NA,NA,NA,"White Hall","CP"
"Rcapito",236,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.39,NA,NA,NA,"White Hall","CP"
"Rcapito",318,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/24/22",3.39,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",95,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","6/15/22",3.4,NA,NA,NA,"White Hall","CP"
"Rcapito",75,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.41,NA,NA,NA,"White Hall","CP"
"Rcapito",116,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/15/22",3.41,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",550,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/1/22",3.417,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",27,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/13/22",3.42,NA,NA,NA,"White Hall","CP"
"Rcapito",545,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/4/22",3.43,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",631,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/8/22",3.43,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",720,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",3.43,NA,NA,NA,"White Hall","CP"
"Rcapito",79,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.44,NA,"plastic container",NA,"White Hall","CP"
"Rcapito",158,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/20/22",3.44,NA,NA,NA,"White Hall","CP"
"Rcapito",224,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/22/22",3.45,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",379,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/24/22",3.45,NA,"1.5 cm tail, 6/29",NA,"White Hall","CP"
"Rcapito",115,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/15/22",3.46,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",240,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.46,NA,NA,NA,"White Hall","CP"
"Rcapito",311,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/24/22",3.46,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",486,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/1/22",3.46,NA,NA,NA,"White Hall","CP"
"Rcapito",148,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",3.47,NA,NA,NA,"White Hall","CP"
"Rcapito",386,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","6/24/22",3.48,NA,NA,NA,"White Hall","CP"
"Rcapito",477,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/1/22",3.48,NA,NA,NA,"White Hall","CP"
"Rcapito",80,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.49,NA,"plastic container",NA,"White Hall","CP"
"Rcapito",179,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",3.49,NA,NA,NA,"White Hall","CP"
"Rcapito",712,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/15/22",3.5,NA,NA,NA,"White Hall","CP"
"Rcapito",180,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",3.52,NA,NA,NA,"White Hall","CP"
"Rcapito",216,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/22/22",3.52,NA,NA,NA,"White Hall","CP"
"Rcapito",235,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.53,NA,NA,NA,"White Hall","CP"
"Rcapito",314,NA,"3/2/22",60,"?","3/16/22",NA,"2022","6/24/22",3.53,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",70,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/15/22",3.54,NA,NA,NA,"White Hall","CP"
"Rcapito",129,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/17/22",3.54,NA,NA,NA,"White Hall","CP"
"Rcapito",182,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",3.54,NA,NA,NA,"White Hall","CP"
"Rcapito",188,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/22/22",3.54,NA,NA,NA,"White Hall","CP"
"Rcapito",771,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/23/22",3.54,NA,"*weigh after, 7/25",NA,"White Hall","CP"
"Rcapito",738,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/17/22",3.56,NA,NA,NA,"White Hall","CP"
"Rcapito",201,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/22/22",3.57,NA,NA,NA,"White Hall","CP"
"Rcapito",394,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/24/22",3.57,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",716,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/15/22",3.57,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",125,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/17/22",3.58,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",160,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/20/22",3.58,NA,NA,NA,"White Hall","CP"
"Rcapito",242,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/22/22",3.58,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",74,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/15/22",3.6,NA,NA,NA,"White Hall","CP"
"Rcapito",296,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",3.6,NA,NA,NA,"White Hall","CP"
"Rcapito",309,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","6/24/22",3.6,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",172,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/20/22",3.61,NA,NA,NA,"White Hall","CP"
"Rcapito",123,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/17/22",3.62,NA,NA,NA,"White Hall","CP"
"Rcapito",696,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/13/22",3.62,NA,NA,NA,"White Hall","CP"
"Rcapito",776,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/25/22",3.62,NA,"*weigh after, 7/29",NA,"White Hall","CP"
"Rcapito",299,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",3.63,NA,NA,NA,"White Hall","CP"
"Rcapito",455,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.63,NA,NA,NA,"White Hall","CP"
"Rcapito",316,NA,"3/2/22",60,"?","3/16/22",NA,"2022","6/24/22",3.64,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",559,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/6/22",3.64,NA,NA,NA,"White Hall","CP"
"Rcapito",258,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/3/22",3.65,NA,NA,NA,"White Hall","CP"
"Rcapito",533,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/4/22",3.65,NA,NA,NA,"White Hall","CP"
"Rcapito",483,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/1/22",3.66,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",301,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","6/24/22",3.67,NA,NA,NA,"White Hall","CP"
"Rcapito",345,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",3.67,NA,NA,NA,"White Hall","CP"
"Rcapito",319,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/24/22",3.68,NA,"1.5 cm tail",NA,"White Hall","CP"
"Rcapito",342,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",3.68,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",536,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/4/22",3.68,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",680,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/11/22",3.68,NA,"*weigh after",NA,"White Hall","CP"
"Rcapito",338,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",3.69,NA,NA,NA,"White Hall","CP"
"Rcapito",585,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",3.69,NA,NA,NA,"White Hall","CP"
"Rcapito",788,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/23/22",3.69,NA,"could not find line, 7/29",NA,"White Hall","CP"
"Rcapito",68,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/15/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",245,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/22/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",320,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/24/22",3.7,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",355,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/24/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",423,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",571,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",3.7,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",601,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/6/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",796,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","8/2/22",3.7,NA,NA,NA,"White Hall","CP"
"Rcapito",337,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",3.71,NA,NA,NA,"White Hall","CP"
"Rcapito",398,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/24/22",3.71,NA,"*very stressed, died, 7/1","1-Jul","White Hall","CP"
"Rcapito",429,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","6/29/22",3.71,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",325,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",3.72,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",726,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/17/22",3.72,NA,NA,NA,"White Hall","CP"
"Rcapito",192,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/22/22",3.73,NA,NA,NA,"White Hall","CP"
"Rcapito",456,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.73,NA,NA,NA,"White Hall","CP"
"Rcapito",71,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/15/22",3.74,NA,NA,NA,"White Hall","CP"
"Rcapito",331,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",3.74,NA,NA,NA,"White Hall","CP"
"Rcapito",383,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","6/24/22",3.74,NA,NA,NA,"White Hall","CP"
"Rcapito",85,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",3.75,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",586,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",3.75,NA,"1.5 cm tail",NA,"White Hall","CP"
"Rcapito",634,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/8/22",3.75,NA,NA,NA,"White Hall","CP"
"Rcapito",670,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/11/22",3.75,NA,NA,NA,"White Hall","CP"
"Rcapito",259,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/3/22",3.77,NA,NA,NA,"White Hall","CP"
"Rcapito",293,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",3.77,NA,NA,NA,"White Hall","CP"
"Rcapito",672,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/11/22",3.77,NA,NA,NA,"White Hall","CP"
"Rcapito",237,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",3.78,NA,NA,NA,"White Hall","CP"
"Rcapito",391,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/24/22",3.79,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",113,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/15/22",3.8,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",630,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/8/22",3.8,NA,"*weigh after, 7/13",NA,"White Hall","CP"
"Rcapito",62,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/15/22",3.81,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",292,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",3.81,NA,NA,NA,"White Hall","CP"
"Rcapito",374,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/24/22",3.81,NA,NA,NA,"White Hall","CP"
"Rcapito",410,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",3.81,NA,NA,NA,"White Hall","CP"
"Rcapito",434,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/29/22",3.81,NA,NA,NA,"White Hall","CP"
"Rcapito",37,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/13/22",3.82,NA,NA,NA,"White Hall","CP"
"Rcapito",184,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",3.82,NA,NA,NA,"White Hall","CP"
"Rcapito",459,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.82,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",461,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/29/22",3.82,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",491,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/1/22",3.83,NA,NA,NA,"White Hall","CP"
"Rcapito",198,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/22/22",3.84,NA,NA,NA,"White Hall","CP"
"Rcapito",257,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/3/22",3.84,NA,NA,NA,"White Hall","CP"
"Rcapito",439,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",3.84,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",588,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",3.84,NA,"*weigh after, 7/7",NA,"White Hall","CP"
"Rcapito",786,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/29/22",3.84,NA,"could not find line, 7/29, says T12 6/27",NA,"White Hall","CP"
"Rcapito",156,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",3.85,NA,NA,NA,"White Hall","CP"
"Rcapito",328,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",3.85,NA,NA,NA,"White Hall","CP"
"Rcapito",458,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",3.85,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",629,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/8/22",3.85,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",702,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/13/22",3.85,NA,NA,NA,"White Hall","CP"
"Rcapito",139,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/20/22",3.86,NA,NA,NA,"White Hall","CP"
"Rcapito",438,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",3.86,NA,NA,NA,"White Hall","CP"
"Rcapito",195,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/22/22",3.87,NA,NA,NA,"White Hall","CP"
"Rcapito",773,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/25/22",3.87,NA,NA,NA,"White Hall","CP"
"Rcapito",492,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/1/22",3.88,NA,NA,NA,"White Hall","CP"
"Rcapito",512,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/4/22",3.88,NA,NA,NA,"White Hall","CP"
"Rcapito",655,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/11/22",3.88,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",708,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/15/22",3.88,NA,NA,NA,"White Hall","CP"
"Rcapito",250,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/20/22",3.89,NA,NA,NA,"White Hall","CP"
"Rcapito",36,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/13/22",3.91,NA,NA,NA,"White Hall","CP"
"Rcapito",202,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/22/22",3.91,NA,NA,NA,"White Hall","CP"
"Rcapito",465,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/29/22",3.91,NA,NA,NA,"White Hall","CP"
"Rcapito",494,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/1/22",3.91,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",522,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/4/22",3.91,NA,NA,NA,"White Hall","CP"
"Rcapito",138,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/20/22",3.92,NA,NA,NA,"White Hall","CP"
"Rcapito",312,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/24/22",3.92,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",427,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/29/22",3.92,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",513,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/4/22",3.94,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",530,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/4/22",3.94,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",543,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","7/4/22",3.94,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",376,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/24/22",3.95,NA,NA,NA,"White Hall","CP"
"Rcapito",324,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",3.96,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",534,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/4/22",3.96,NA,NA,NA,"White Hall","CP"
"Rcapito",707,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/15/22",3.96,NA,NA,NA,"White Hall","CP"
"Rcapito",352,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/24/22",3.98,NA,NA,NA,"White Hall","CP"
"Rcapito",267,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",3.99,NA,NA,NA,"White Hall","CP"
"Rcapito",290,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4,NA,NA,NA,"White Hall","CP"
"Rcapito",402,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.01,NA,NA,NA,"White Hall","CP"
"Rcapito",167,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/20/22",4.02,NA,NA,NA,"White Hall","CP"
"Rcapito",189,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/22/22",4.02,NA,NA,NA,"White Hall","CP"
"Rcapito",436,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/29/22",4.02,NA,NA,NA,"White Hall","CP"
"Rcapito",650,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/11/22",4.02,NA,"absorbed tail, missing front limb, died","died","White Hall","CP"
"Rcapito",437,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",4.03,NA,NA,NA,"White Hall","CP"
"Rcapito",457,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/29/22",4.03,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",482,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/1/22",4.03,NA,NA,NA,"White Hall","CP"
"Rcapito",664,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/11/22",4.03,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",685,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/13/22",4.03,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",34,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/13/22",4.04,NA,NA,NA,"White Hall","CP"
"Rcapito",785,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/23/22",4.04,NA,"could not find line, 7/29",NA,"White Hall","CP"
"Rcapito",53,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/13/22",4.05,NA,NA,NA,"White Hall","CP"
"Rcapito",420,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",4.05,NA,NA,NA,"White Hall","CP"
"Rcapito",794,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/23/22",4.05,NA,"in unmarked cup 7/23",NA,"White Hall","CP"
"Rcapito",194,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/22/22",4.06,NA,NA,NA,"White Hall","CP"
"Rcapito",450,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/29/22",4.06,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",537,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/4/22",4.06,NA,"*weigh after, 7/6",NA,"White Hall","CP"
