"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Tank.ID","Date.stocked","Days.to.metamorphosis","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data"
"Rcapito",638,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/11/22",5.18,NA,NA,NA,"White Hall","CP"
"Rcapito",772,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/23/22",5.2,NA,NA,NA,"White Hall","CP"
"Rcapito",667,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/11/22",5.21,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",779,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/25/22",5.21,NA,"*weigh after, 8/2",NA,"White Hall","CP"
"Rcapito",518,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/4/22",5.22,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",538,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/4/22",5.22,NA,NA,NA,"White Hall","CP"
"Rcapito",783,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",5.22,NA,"could not find line, 7/29",NA,"White Hall","CP"
"Rcapito",649,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/11/22",5.23,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",493,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/1/22",5.24,NA,NA,NA,"White Hall","CP"
"Rcapito",568,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",5.25,NA,NA,NA,"White Hall","CP"
"Rcapito",303,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/24/22",5.26,NA,NA,NA,"White Hall","CP"
"Rcapito",476,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/1/22",5.27,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",565,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",5.29,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",413,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",5.3,NA,NA,NA,"White Hall","CP"
"Rcapito",621,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/8/22",5.3,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",431,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/29/22",5.31,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",253,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/3/22",5.32,NA,NA,NA,"White Hall","CP"
"Rcapito",99,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/15/22",5.33,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",743,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/17/22",5.33,NA,NA,NA,"White Hall","CP"
"Rcapito",778,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/25/22",5.33,NA,"*weigh after, 7/29",NA,"White Hall","CP"
"Rcapito",541,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/4/22",5.34,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",7,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/8/22",5.35,NA,NA,NA,"White Hall","CP"
"Rcapito",369,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",5.35,NA,NA,NA,"White Hall","CP"
"Rcapito",421,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",5.35,NA,NA,NA,"White Hall","CP"
"Rcapito",449,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/29/22",5.35,NA,NA,NA,"White Hall","CP"
"Rcapito",254,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/3/22",5.37,NA,".5 cm tail",NA,"White Hall","CP"
"Rcapito",755,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",5.37,NA,NA,NA,"White Hall","CP"
"Rcapito",101,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/15/22",5.39,NA,NA,NA,"White Hall","CP"
"Rcapito",361,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",5.4,NA,NA,NA,"White Hall","CP"
"Rcapito",507,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",5.4,NA,NA,NA,"White Hall","CP"
"Rcapito",555,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/6/22",5.4,NA,NA,NA,"White Hall","CP"
"Rcapito",100,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/15/22",5.41,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",433,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/29/22",5.41,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",473,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/1/22",5.41,NA,NA,NA,"White Hall","CP"
"Rcapito",645,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/11/22",5.41,NA,NA,NA,"White Hall","CP"
"Rcapito",635,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/8/22",5.42,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",735,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",5.42,NA,NA,NA,"White Hall","CP"
"Rcapito",749,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",5.43,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",12,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/8/22",5.45,NA,NA,NA,"White Hall","CP"
"Rcapito",348,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",5.45,NA,"*weigh after, 6/29",NA,"White Hall","CP"
"Rcapito",624,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/8/22",5.45,NA,"*weigh after, 7/13",NA,"White Hall","CP"
"Rcapito",32,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/13/22",5.46,NA,NA,NA,"White Hall","CP"
"Rcapito",504,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",5.47,NA,NA,NA,"White Hall","CP"
"Rcapito",657,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/11/22",5.47,NA,NA,NA,"White Hall","CP"
"Rcapito",790,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/29/22",5.47,NA,"found in bin of moss",NA,"White Hall","CP"
"Rcapito",689,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/13/22",5.48,NA,NA,NA,"White Hall","CP"
"Rcapito",498,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",5.49,NA,NA,NA,"White Hall","CP"
"Rcapito",739,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/17/22",5.49,NA,NA,NA,"White Hall","CP"
"Rcapito",141,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/20/22",5.5,NA,NA,NA,"White Hall","CP"
"Rcapito",784,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/29/22",5.5,NA,"says T21? couldn't find line, 7/29",NA,"White Hall","CP"
"Rcapito",448,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/29/22",5.51,NA,"*weigh after, 6/29",NA,"White Hall","CP"
"Rcapito",644,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/11/22",5.53,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",694,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",5.53,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",283,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/7/22",5.55,NA,NA,NA,"White Hall","CP"
"Rcapito",762,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",5.55,NA,NA,NA,"White Hall","CP"
"Rcapito",496,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",5.56,NA,NA,NA,"White Hall","CP"
"Rcapito",608,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/6/22",5.56,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",693,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",5.58,NA,NA,NA,"White Hall","CP"
"Rcapito",487,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/1/22",5.59,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",350,"gf1","3/2/22",60,"5","5/5/22",NA,"2022","6/24/22",5.6,NA,NA,NA,"White Hall","CP"
"Rcapito",166,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/20/22",5.61,NA,NA,NA,"White Hall","CP"
"Rcapito",329,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",5.61,NA,NA,NA,"White Hall","CP"
"Rcapito",484,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/1/22",5.62,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",763,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",5.62,NA,NA,NA,"White Hall","CP"
"Rcapito",261,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/3/22",5.63,NA,NA,NA,"White Hall","CP"
"Rcapito",561,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",5.65,NA,NA,NA,"White Hall","CP"
"Rcapito",269,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",5.66,NA,NA,NA,"White Hall","CP"
"Rcapito",648,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/11/22",5.67,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",677,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/11/22",5.68,NA,"*weigh after",NA,"White Hall","CP"
"Rcapito",1,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",5.69,NA,"plastic container-moved 6/10",NA,"White Hall","CP"
"Rcapito",277,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/5/22",5.69,NA,NA,NA,"White Hall","CP"
"Rcapito",262,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/3/22",5.7,NA,NA,NA,"White Hall","CP"
"Rcapito",517,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/4/22",5.72,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",754,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",5.75,NA,NA,NA,"White Hall","CP"
"Rcapito",46,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/13/22",5.76,NA,NA,NA,"White Hall","CP"
"Rcapito",688,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/13/22",5.77,NA,NA,NA,"White Hall","CP"
"Rcapito",575,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",5.78,NA,NA,NA,"White Hall","CP"
"Rcapito",652,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/11/22",5.79,NA,NA,NA,"White Hall","CP"
"Rcapito",675,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/11/22",5.8,NA,".5 cm tail",NA,"White Hall","CP"
"Rcapito",622,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/8/22",5.82,NA,"*weigh after, 7/13",NA,"White Hall","CP"
"Rcapito",557,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/6/22",5.83,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",6,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",5.85,NA,NA,NA,"White Hall","CP"
"Rcapito",509,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",5.85,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",563,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",5.85,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",510,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",5.86,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",656,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/11/22",5.86,NA,NA,NA,"White Hall","CP"
"Rcapito",744,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/17/22",5.86,NA,NA,NA,"White Hall","CP"
"Rcapito",251,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/3/22",5.87,NA,"long tail",NA,"White Hall","CP"
"Rcapito",564,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",5.87,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",737,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",5.87,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",124,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/17/22",5.88,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",611,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/6/22",5.9,NA,NA,NA,"White Hall","CP"
"Rcapito",722,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",5.91,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",271,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",5.92,NA,NA,NA,"White Hall","CP"
"Rcapito",501,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",5.92,NA,NA,NA,"White Hall","CP"
"Rcapito",521,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/4/22",5.92,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",340,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",5.97,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",467,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/1/22",5.98,NA,NA,NA,"White Hall","CP"
"Rcapito",497,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",6,NA,NA,NA,"White Hall","CP"
"Rcapito",582,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/6/22",6,NA,NA,NA,"White Hall","CP"
"Rcapito",676,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/11/22",6,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",736,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",6,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",554,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/6/22",6.02,NA,NA,NA,"White Hall","CP"
"Rcapito",560,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",6.04,NA,NA,NA,"White Hall","CP"
"Rcapito",733,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",6.06,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",142,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/20/22",6.13,NA,NA,NA,"White Hall","CP"
"Rcapito",165,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/20/22",6.13,NA,NA,NA,"White Hall","CP"
"Rcapito",273,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",6.18,NA,NA,NA,"White Hall","CP"
"Rcapito",255,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/3/22",6.2,NA,NA,NA,"White Hall","CP"
"Rcapito",21,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/10/22",6.23,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",750,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",6.23,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",260,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/3/22",6.24,NA,NA,NA,"White Hall","CP"
"Rcapito",797,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","8/2/22",6.24,NA,NA,NA,"White Hall","CP"
"Rcapito",789,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/23/22",6.29,NA,"could not find line, 7/29",NA,"White Hall","CP"
"Rcapito",10,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/8/22",6.31,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",699,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/13/22",6.36,NA,NA,NA,"White Hall","CP"
"Rcapito",723,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",6.39,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",770,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/23/22",6.4,NA,NA,NA,"White Hall","CP"
"Rcapito",274,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",6.45,NA,NA,NA,"White Hall","CP"
"Rcapito",742,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/17/22",6.45,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",683,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/11/22",6.47,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",256,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/3/22",6.49,NA,"long tail",NA,"White Hall","CP"
"Rcapito",643,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/11/22",6.5,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",732,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",6.51,NA,NA,NA,"White Hall","CP"
"Rcapito",748,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",6.51,NA,"*weigh after, 7/19",NA,"White Hall","CP"
"Rcapito",278,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/5/22",6.54,NA,"1 cm",NA,"White Hall","CP"
"Rcapito",276,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",6.55,NA,"long tail",NA,"White Hall","CP"
"Rcapito",647,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/11/22",6.57,NA,"*weigh after, 7/16",NA,"White Hall","CP"
"Rcapito",263,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/3/22",6.59,NA,NA,NA,"White Hall","CP"
"Rcapito",268,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",6.59,NA,NA,NA,"White Hall","CP"
"Rcapito",265,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/3/22",6.61,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",5,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",6.63,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",583,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/6/22",6.63,NA,NA,NA,"White Hall","CP"
"Rcapito",746,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",6.64,NA,"*weigh after, 7/25",NA,"White Hall","CP"
"Rcapito",673,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/11/22",6.65,NA,NA,NA,"White Hall","CP"
"Rcapito",651,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/11/22",6.74,NA,NA,NA,"White Hall","CP"
"Rcapito",285,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/7/22",6.76,NA,NA,NA,"White Hall","CP"
"Rcapito",11,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/8/22",6.77,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",279,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/5/22",6.78,NA,NA,NA,"White Hall","CP"
"Rcapito",282,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/7/22",6.84,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",792,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/18/22",6.86,NA,"found in greenhouse",NA,"White Hall","CP"
"Rcapito",275,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",6.87,NA,"1.5 cm tail",NA,"White Hall","CP"
"Rcapito",698,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/13/22",6.88,NA,NA,NA,"White Hall","CP"
"Rcapito",576,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",6.89,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",326,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/24/22",6.9,NA,NA,NA,"White Hall","CP"
"Rcapito",9,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/8/22",6.92,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",620,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/8/22",6.96,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",760,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",6.97,NA,"*weigh after, 7/25",NA,"White Hall","CP"
"Rcapito",4,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",6.98,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",709,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/15/22",7,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",769,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/23/22",7,NA,NA,NA,"White Hall","CP"
"Rcapito",609,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/6/22",7.04,NA,NA,NA,"White Hall","CP"
"Rcapito",8,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/8/22",7.05,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",774,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/25/22",7.2,NA,NA,NA,"White Hall","CP"
"Rcapito",351,"gf1","3/2/22",60,"5","5/5/22",NA,"2022","6/24/22",7.22,NA,NA,NA,"White Hall","CP"
"Rcapito",682,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/11/22",7.22,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",16,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/9/22",7.31,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",700,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/13/22",7.33,NA,NA,NA,"White Hall","CP"
"Rcapito",18,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/10/22",7.39,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",574,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",7.42,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",19,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/10/22",7.45,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",286,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/7/22",7.47,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",270,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",7.68,NA,"long tail",NA,"White Hall","CP"
"Rcapito",281,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/7/22",7.68,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",249,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/22/22",7.7,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",20,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/10/22",7.72,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",407,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/24/22",7.8,NA,NA,NA,"White Hall","CP"
"Rcapito",264,"gf1","3/2/22",60,"11","3/16/22",NA,"2022","6/3/22",7.83,NA,"long tail",NA,"White Hall","CP"
"Rcapito",795,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/18/22",7.83,NA,"7/18 greenhouse, 7/29",NA,"White Hall","CP"
"Rcapito",747,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/18/22",7.87,NA,NA,NA,"White Hall","CP"
"Rcapito",22,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/10/22",8.04,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",2,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",8.71,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",3,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/8/22",9.15,NA,"6< tub",NA,"White Hall","CP"
"Rcapito",135,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/20/22",4.65,NA,NA,NA,"White Hall","CP"
"Rcapito",213,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/22/22",NA,NA,"still had full tail, weigh after","29-Jun","White Hall","CP"
"Rcapito",321,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/24/22",NA,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",322,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/24/22",NA,NA,"still had full tail, weigh after, 6/29 died","29-Jun","White Hall","CP"
"Rcapito",323,NA,"3/2/22",60,NA,"3/16/22",NA,"2022",NA,NA,NA,"no data present on datasheet",NA,"White Hall","CP"
"Rcapito",412,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",NA,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",442,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",NA,NA,NA,NA,"White Hall","CP"
"Rcapito",542,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/4/22",NA,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",623,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/8/22",NA,NA,"*weigh after, 7/11","died 7/11","White Hall","CP"
"Rcapito",697,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/13/22",NA,NA,"*weigh after, very dead 7/15",NA,"White Hall","CP"
"Rcapito",701,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/13/22",NA,NA,"*weigh after, 7/14 dead",NA,"White Hall","CP"
"Rcapito",577,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",5.5,NA,"*weigh later, 7/8",NA,"White Hall","CP"
"Rcapito",578,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",6.3,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",579,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",5.17,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",580,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/6/22",6.39,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",589,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",5.01,NA,"*weigh later, 7/8",NA,"White Hall","CP"
"Rcapito",590,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",4.06,NA,"*weigh later, 7/8",NA,"White Hall","CP"
"Rcapito",591,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",4.46,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",592,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",3.19,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",595,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/6/22",3.36,NA,"*weigh later, 7/8",NA,"White Hall","CP"
"Rcapito",596,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/6/22",2.84,NA,"*weigh after, 7/8",NA,"White Hall","CP"
"Rcapito",597,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/6/22",3.77,NA,"*weigh after, 7/8",NA,"White Hall","CP"
